"179"	"2019-03-01"	0	0	0	689	0	0	"O"	"MAIL"	"N"	11	2000.00	1866.00
"179"	"2018-07-01"	0	0	0	689	0	0	"O"	"MAIL"	"N"	3	2000.00	731.00
"179"	"2018-10-01"	0	0	0	689	0	0	"O"	"MAIL"	"N"	6	2000.00	724.00
"179"	"2018-05-01"	0	0	0	689	0	0	"O"	"MAIL"	"N"	1	2000.00	804.00
"179"	"2018-09-01"	0	0	0	689	0	0	"O"	"MAIL"	"N"	5	2000.00	1503.00
"179"	"2019-01-01"	0	0	0	689	0	0	"O"	"MAIL"	"N"	9	2000.00	1199.00
"179"	"2018-12-01"	0	0	0	689	0	0	"O"	"MAIL"	"N"	8	2000.00	1403.00
"179"	"2018-06-01"	0	0	0	689	0	0	"O"	"MAIL"	"N"	2	2000.00	1698.00
"179"	"2019-04-01"	0	0	0	689	0	0	"O"	"MAIL"	"N"	12	2000.00	0.00
"179"	"2019-02-01"	0	0	0	689	0	0	"O"	"MAIL"	"N"	10	2000.00	249.00
"179"	"2018-08-01"	0	0	0	689	0	0	"O"	"MAIL"	"N"	4	2000.00	603.00
"179"	"2018-11-01"	0	0	0	689	0	0	"O"	"MAIL"	"N"	7	2000.00	575.00
"728"	"2016-12-01"	0	0	0	825	0	0	"O"	"ECOM"	"Y"	3	4000.00	1808.00
"728"	"2017-03-01"	0	0	0	825	0	0	"O"	"ECOM"	"Y"	6	4000.00	0.00
"728"	"2018-08-01"	0	0	0	825	0	0	"O"	"ECOM"	"Y"	23	4000.00	1453.00
"728"	"2018-09-01"	0	0	0	825	0	0	"O"	"ECOM"	"Y"	24	4000.00	1314.00
"728"	"2018-06-01"	0	0	0	825	0	0	"O"	"ECOM"	"Y"	21	4000.00	1799.00
"728"	"2018-12-01"	0	0	0	825	0	0	"O"	"ECOM"	"Y"	27	4000.00	2256.00
"728"	"2016-11-01"	0	0	0	825	0	0	"O"	"ECOM"	"Y"	2	4000.00	711.00
"728"	"2017-12-01"	0	0	0	825	0	0	"O"	"ECOM"	"Y"	15	4000.00	717.00
"728"	"2019-03-01"	0	0	0	825	0	0	"O"	"ECOM"	"Y"	30	4000.00	0.00
"728"	"2017-11-01"	0	0	0	825	0	0	"O"	"ECOM"	"Y"	14	4000.00	1569.00
"728"	"2019-04-01"	0	0	0	825	0	0	"O"	"ECOM"	"Y"	31	4000.00	2173.00
"728"	"2018-02-01"	0	0	0	825	0	0	"O"	"ECOM"	"Y"	17	4000.00	2152.00
"728"	"2017-09-01"	0	0	0	825	0	0	"O"	"ECOM"	"Y"	12	4000.00	2816.00
"728"	"2019-01-01"	0	0	0	825	0	0	"O"	"ECOM"	"Y"	28	4000.00	550.00
