"179"	"2018-06-01"	2000.00	1698.00	84.90000	62.55000	62.55000	1.35731	84.90000
"179"	"2019-01-01"	2000.00	1199.00	59.95000	50.05833	48.12857	1.19760	75.15000
"179"	"2018-10-01"	2000.00	724.00	36.20000	50.52500	50.52500	0.71648	84.90000
"179"	"2019-03-01"	2000.00	1866.00	93.30000	50.13333	53.70714	1.86104	93.30000
"179"	"2018-11-01"	2000.00	575.00	28.75000	48.61667	47.41429	0.59136	84.90000
"179"	"2019-02-01"	2000.00	249.00	12.45000	47.10833	44.68571	0.26428	75.15000
"179"	"2018-12-01"	2000.00	1403.00	70.15000	46.15833	51.69286	1.51977	75.15000
"179"	"2019-04-01"	2000.00	0.00	0.00000	44.10000	42.97143	0.00000	93.30000
"179"	"2018-07-01"	2000.00	731.00	36.55000	53.88333	53.88333	0.67832	84.90000
"179"	"2018-09-01"	2000.00	1503.00	75.15000	53.39000	53.39000	1.40757	84.90000
"179"	"2018-08-01"	2000.00	603.00	30.15000	47.95000	47.95000	0.62878	84.90000
"179"	"2018-05-01"	2000.00	804.00	40.20000	40.20000	40.20000	1.00000	40.20000
"728"	"2017-12-01"	4000.00	717.00	17.92500	36.34167	33.12857	0.49324	70.40000
"728"	"2018-12-01"	4000.00	2256.00	56.40000	50.22083	49.47143	1.12304	67.55000
"728"	"2018-08-01"	4000.00	1453.00	36.32500	38.62917	40.79643	0.94035	47.85000
"728"	"2018-11-01"	4000.00	2702.00	67.55000	48.31667	47.67857	1.39807	67.55000
"728"	"2017-06-01"	4000.00	554.00	13.85000	18.42500	22.25000	0.75170	36.50000
"728"	"2017-09-01"	4000.00	2816.00	70.40000	35.16250	30.13929	2.00213	70.40000
"728"	"2018-09-01"	4000.00	1314.00	32.85000	41.16250	37.80357	0.79806	47.85000
"728"	"2017-01-01"	4000.00	905.00	22.62500	33.48125	33.48125	0.67575	48.32500
"728"	"2016-12-01"	4000.00	1808.00	45.20000	37.10000	37.10000	1.21833	48.32500
"728"	"2016-11-01"	4000.00	711.00	17.77500	33.05000	33.05000	0.53782	48.32500
"728"	"2017-04-01"	4000.00	229.00	5.72500	21.30417	25.16429	0.26873	45.20000
"728"	"2018-10-01"	4000.00	2414.00	60.35000	44.36667	43.90357	1.36026	60.35000
"728"	"2018-03-01"	4000.00	706.00	17.65000	32.99583	38.33929	0.53492	68.02500
"728"	"2018-06-01"	4000.00	1799.00	44.97500	44.90417	41.05000	1.00158	68.02500
"728"	"2019-04-01"	4000.00	2173.00	54.32500	42.40000	44.96429	1.28125	67.55000
"728"	"2017-02-01"	4000.00	1460.00	36.50000	34.08500	34.08500	1.07085	48.32500
"728"	"2016-10-01"	4000.00	1933.00	48.32500	48.32500	48.32500	1.00000	48.32500
"728"	"2019-02-01"	4000.00	2495.00	62.37500	48.87917	47.08571	1.27611	67.55000
"728"	"2018-07-01"	4000.00	1914.00	47.85000	41.54167	45.32500	1.15186	53.80000
"728"	"2017-07-01"	4000.00	2221.00	55.52500	23.90833	23.72500	2.32241	55.52500
"728"	"2018-01-01"	4000.00	2721.00	68.02500	38.42500	40.86786	1.77033	70.40000
"728"	"2019-01-01"	4000.00	550.00	13.75000	44.53750	45.01071	0.30873	67.55000
"728"	"2017-10-01"	4000.00	54.00	1.35000	34.43333	30.33214	0.03921	70.40000
"728"	"2017-08-01"	4000.00	1345.00	33.62500	23.42917	25.29643	1.43518	55.52500
"728"	"2017-11-01"	4000.00	1569.00	39.22500	35.66250	35.11786	1.09989	70.40000
"728"	"2017-03-01"	4000.00	0.00	0.00000	28.40417	28.40417	0.00000	48.32500
"728"	"2017-05-01"	4000.00	1274.00	31.85000	23.65000	22.81071	1.34672	45.20000
"728"	"2018-05-01"	4000.00	1754.00	43.85000	40.39583	40.22857	1.08551	68.02500
"728"	"2018-02-01"	4000.00	2152.00	53.80000	41.78750	40.62143	1.28747	70.40000
"728"	"2019-03-01"	4000.00	0.00	0.00000	43.40417	41.89643	0.00000	67.55000
"728"	"2018-04-01"	4000.00	1645.00	41.12500	39.62500	34.15714	1.03785	68.02500
"365"	"2017-06-01"	3000.00	1265.00	42.16667	39.74167	39.74167	1.06102	69.36667
"365"	"2017-04-01"	3000.00	2081.00	69.36667	40.75000	40.75000	1.70225	69.36667
"365"	"2017-08-01"	3000.00	1032.00	34.40000	34.90000	34.90000	0.98567	69.36667
"365"	"2018-05-01"	3000.00	893.00	29.76667	25.42222	27.87619	1.17089	91.53333
"365"	"2017-09-01"	3000.00	687.00	22.90000	36.69445	33.18571	0.62407	69.36667
"365"	"2019-02-01"	3000.00	0.00	0.00000	18.76666	16.74762	0.00000	43.93333
"365"	"2018-06-01"	3000.00	1945.00	64.83333	33.33333	31.05238	1.94500	91.53333
"365"	"2018-09-01"	3000.00	1318.00	43.93333	39.57778	33.92381	1.11005	91.53333
"365"	"2018-01-01"	3000.00	406.00	13.53333	30.91111	28.78571	0.43781	54.66667
"365"	"2018-04-01"	3000.00	2746.00	91.53333	27.56111	31.43333	3.32110	91.53333
"365"	"2018-10-01"	3000.00	589.00	19.63333	27.59444	36.72857	0.71150	64.83333
"365"	"2017-12-01"	3000.00	521.00	17.36667	31.32778	32.87619	0.55435	54.66667
"365"	"2018-02-01"	3000.00	10.00	0.33333	25.23333	26.54286	0.01321	54.66667
"365"	"2017-11-01"	3000.00	1278.00	42.60000	35.46111	35.43810	1.20132	54.66667
"365"	"2017-10-01"	3000.00	1640.00	54.66667	34.24444	39.26191	1.59637	54.66667
"365"	"2019-01-01"	3000.00	652.00	21.73333	19.53889	17.14286	1.11231	43.93333
"365"	"2018-11-01"	3000.00	528.00	17.60000	25.56667	26.16667	0.68840	64.83333
"365"	"2017-05-01"	3000.00	1059.00	35.30000	38.93333	38.93333	0.90668	69.36667
"365"	"2019-03-01"	3000.00	1011.00	33.70000	17.06111	20.90000	1.97525	33.70000
"365"	"2017-03-01"	3000.00	364.00	12.13333	12.13333	12.13333	1.00000	12.13333
