WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.81,71.5,96.9,09423560,2018-07-04 00:00,7.65
1.82,71.4,99.7,09423560,2018-07-04 00:15,7.71
1.85,71.4,103,09423560,2018-07-04 00:30,7.76
1.84,71.2,104,09423560,2018-07-04 00:45,7.80
1.84,71.1,105,09423560,2018-07-04 01:00,7.85
1.88,70.9,108,09423560,2018-07-04 01:15,7.88
1.91,70.8,111,09423560,2018-07-04 01:30,7.90
1.86,70.6,110,09423560,2018-07-04 01:45,7.94
1.80,70.5,106,09423560,2018-07-04 02:00,7.95
1.87,70.3,111,09423560,2018-07-04 02:15,7.96
1.88,70.2,112,09423560,2018-07-04 02:30,7.98
1.91,70.0,113,09423560,2018-07-04 02:45,7.97
1.85,69.9,111,09423560,2018-07-04 03:00,7.99
1.89,69.8,113,09423560,2018-07-04 03:15,7.98
1.82,69.7,108,09423560,2018-07-04 03:30,7.97
1.85,69.6,109,09423560,2018-07-04 03:45,7.96
1.81,69.5,107,09423560,2018-07-04 04:00,7.94
1.82,69.4,107,09423560,2018-07-04 04:15,7.93
1.77,69.3,103,09423560,2018-07-04 04:30,7.89
1.79,69.2,103,09423560,2018-07-04 04:45,7.86
1.69,69.1,96.0,09423560,2018-07-04 05:00,7.82
1.77,69.0,99.8,09423560,2018-07-04 05:15,7.80
1.72,69.0,95.5,09423560,2018-07-04 05:30,7.75
1.70,68.9,93.4,09423560,2018-07-04 05:45,7.72
1.69,68.8,91.3,09423560,2018-07-04 06:00,7.67
1.63,68.7,86.3,09423560,2018-07-04 06:15,7.61
1.58,68.7,82.0,09423560,2018-07-04 06:30,7.57
1.58,68.6,80.3,09423560,2018-07-04 06:45,7.51
1.54,68.6,76.6,09423560,2018-07-04 07:00,7.45
1.54,68.6,75.2,09423560,2018-07-04 07:15,7.40
1.53,68.6,72.7,09423560,2018-07-04 07:30,7.33
1.44,68.6,66.6,09423560,2018-07-04 07:45,7.26
1.48,68.6,66.8,09423560,2018-07-04 08:00,7.20
1.43,68.6,62.8,09423560,2018-07-04 08:15,7.13
1.33,68.7,56.7,09423560,2018-07-04 08:30,7.06
1.30,68.8,53.8,09423560,2018-07-04 08:45,6.99
1.29,68.9,52.0,09423560,2018-07-04 09:00,6.92
1.25,69.0,49.3,09423560,2018-07-04 09:15,6.86
1.19,69.2,45.5,09423560,2018-07-04 09:30,6.78
1.17,69.3,43.8,09423560,2018-07-04 09:45,6.73
0.99,69.5,36.0,09423560,2018-07-04 10:00,6.65
0.97,69.6,34.5,09423560,2018-07-04 10:15,6.60
0.96,69.7,32.9,09423560,2018-07-04 10:30,6.54
0.93,69.9,30.9,09423560,2018-07-04 10:45,6.47
0.94,70.0,30.5,09423560,2018-07-04 11:00,6.42
0.79,70.2,24.8,09423560,2018-07-04 11:15,6.35
0.74,70.4,22.8,09423560,2018-07-04 11:30,6.31
0.82,70.6,24.5,09423560,2018-07-04 11:45,6.25
0.73,70.8,21.4,09423560,2018-07-04 12:00,6.21
0.69,71.0,19.8,09423560,2018-07-04 12:15,6.17
0.71,71.3,20.0,09423560,2018-07-04 12:30,6.13
0.67,71.5,18.4,09423560,2018-07-04 12:45,6.09
0.57,71.7,15.5,09423560,2018-07-04 13:00,6.06
0.50,71.9,13.5,09423560,2018-07-04 13:15,6.05
0.49,72.1,13.0,09423560,2018-07-04 13:30,6.02
0.48,72.2,12.6,09423560,2018-07-04 13:45,5.99
0.49,72.4,12.7,09423560,2018-07-04 14:00,5.97
0.48,72.5,12.6,09423560,2018-07-04 14:15,5.99
0.48,72.7,12.4,09423560,2018-07-04 14:30,5.97
0.36,72.8,9.43,09423560,2018-07-04 14:45,5.98
0.33,72.8,8.67,09423560,2018-07-04 15:00,5.98
0.34,72.7,8.92,09423560,2018-07-04 15:15,5.98
0.47,72.7,12.2,09423560,2018-07-04 15:30,5.97
0.66,72.6,17.0,09423560,2018-07-04 15:45,5.97
0.55,72.6,14.3,09423560,2018-07-04 16:00,5.98
0.56,72.4,14.8,09423560,2018-07-04 16:15,6.01
0.46,72.3,12.2,09423560,2018-07-04 16:30,6.02
0.57,72.2,15.3,09423560,2018-07-04 16:45,6.04
0.69,72.1,18.7,09423560,2018-07-04 17:00,6.06
0.74,71.9,20.3,09423560,2018-07-04 17:15,6.09
0.79,71.8,22.2,09423560,2018-07-04 17:30,6.13
0.83,71.7,23.4,09423560,2018-07-04 17:45,6.14
0.94,71.6,27.1,09423560,2018-07-04 18:00,6.18
0.96,71.5,28.2,09423560,2018-07-04 18:15,6.22
1.00,71.4,30.1,09423560,2018-07-04 18:30,6.25
1.07,71.3,33.0,09423560,2018-07-04 18:45,6.30
1.12,71.2,35.4,09423560,2018-07-04 19:00,6.35
1.22,71.2,39.5,09423560,2018-07-04 19:15,6.40
1.17,71.2,39.1,09423560,2018-07-04 19:30,6.47
1.27,71.2,43.6,09423560,2018-07-04 19:45,6.53
1.34,71.2,47.2,09423560,2018-07-04 20:00,6.59
1.42,71.2,51.3,09423560,2018-07-04 20:15,6.65
1.45,71.3,53.7,09423560,2018-07-04 20:30,6.71
1.49,71.3,56.3,09423560,2018-07-04 20:45,6.76
1.51,71.3,58.7,09423560,2018-07-04 21:00,6.83
1.54,71.4,61.3,09423560,2018-07-04 21:15,6.89
1.55,71.4,62.8,09423560,2018-07-04 21:30,6.94
1.50,71.5,62.2,09423560,2018-07-04 21:45,7.00
1.61,71.5,68.6,09423560,2018-07-04 22:00,7.05
1.65,71.6,71.8,09423560,2018-07-04 22:15,7.10
1.65,71.6,73.4,09423560,2018-07-04 22:30,7.15
1.61,71.7,73.1,09423560,2018-07-04 22:45,7.20
1.65,71.7,76.1,09423560,2018-07-04 23:00,7.24
1.65,71.7,77.0,09423560,2018-07-04 23:15,7.27
1.70,71.7,80.9,09423560,2018-07-04 23:30,7.32
1.66,71.7,80.2,09423560,2018-07-04 23:45,7.36
