WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
2.07,72.0,134,09423560,2018-07-02 00:00,8.22
2.09,71.9,136,09423560,2018-07-02 00:15,8.24
2.04,71.8,134,09423560,2018-07-02 00:30,8.27
2.09,71.7,136,09423560,2018-07-02 00:45,8.25
2.05,71.6,136,09423560,2018-07-02 01:00,8.30
2.03,71.5,134,09423560,2018-07-02 01:15,8.29
2.06,71.4,136,09423560,2018-07-02 01:30,8.29
2.02,71.3,134,09423560,2018-07-02 01:45,8.30
2.13,71.2,141,09423560,2018-07-02 02:00,8.29
2.10,71.1,138,09423560,2018-07-02 02:15,8.27
2.02,71.0,134,09423560,2018-07-02 02:30,8.29
2.10,70.8,138,09423560,2018-07-02 02:45,8.27
2.06,70.7,135,09423560,2018-07-02 03:00,8.27
2.05,70.6,134,09423560,2018-07-02 03:15,8.25
1.99,70.5,129,09423560,2018-07-02 03:30,8.23
2.07,70.4,132,09423560,2018-07-02 03:45,8.17
1.99,70.3,127,09423560,2018-07-02 04:00,8.18
1.91,70.2,120,09423560,2018-07-02 04:15,8.13
1.96,70.1,123,09423560,2018-07-02 04:30,8.12
1.79,70.0,111,09423560,2018-07-02 04:45,8.08
1.81,69.9,110,09423560,2018-07-02 05:00,8.05
1.80,69.8,108,09423560,2018-07-02 05:15,8.01
1.77,69.7,105,09423560,2018-07-02 05:30,7.96
1.65,69.6,96.4,09423560,2018-07-02 05:45,7.91
1.64,69.6,94.0,09423560,2018-07-02 06:00,7.85
1.60,69.5,89.8,09423560,2018-07-02 06:15,7.80
1.55,69.5,85.0,09423560,2018-07-02 06:30,7.73
1.49,69.5,79.8,09423560,2018-07-02 06:45,7.66
1.47,69.5,77.1,09423560,2018-07-02 07:00,7.60
1.42,69.5,72.2,09423560,2018-07-02 07:15,7.51
1.41,69.5,69.4,09423560,2018-07-02 07:30,7.42
1.32,69.5,63.1,09423560,2018-07-02 07:45,7.34
1.28,69.6,59.0,09423560,2018-07-02 08:00,7.25
1.24,69.6,54.9,09423560,2018-07-02 08:15,7.15
1.16,69.7,49.3,09423560,2018-07-02 08:30,7.05
1.11,69.8,45.3,09423560,2018-07-02 08:45,6.95
1.03,69.9,40.5,09423560,2018-07-02 09:00,6.85
0.97,70.0,36.7,09423560,2018-07-02 09:15,6.75
0.93,70.2,33.4,09423560,2018-07-02 09:30,6.65
0.85,70.4,29.2,09423560,2018-07-02 09:45,6.54
0.77,70.6,25.4,09423560,2018-07-02 10:00,6.45
0.73,70.9,23.0,09423560,2018-07-02 10:15,6.35
0.66,71.1,19.9,09423560,2018-07-02 10:30,6.26
0.70,71.4,20.1,09423560,2018-07-02 10:45,6.17
0.59,71.8,16.3,09423560,2018-07-02 11:00,6.10
0.48,72.2,12.7,09423560,2018-07-02 11:15,6.01
0.41,72.7,10.6,09423560,2018-07-02 11:30,5.96
0.29,73.4,7.19,09423560,2018-07-02 11:45,5.93
0.20,74.6,4.83,09423560,2018-07-02 12:00,5.88
,75.2,3.48,09423560,2018-07-02 12:15,5.87
0.09,75.6,2.19,09423560,2018-07-02 12:30,5.89
,76.1,2.15,09423560,2018-07-02 12:45,5.93
,76.6,2.07,09423560,2018-07-02 13:00,5.93
0.08,77.0,1.98,09423560,2018-07-02 13:15,5.93
,77.4,2.69,09423560,2018-07-02 13:30,5.90
0.14,77.8,3.42,09423560,2018-07-02 13:45,5.90
0.12,78.4,2.91,09423560,2018-07-02 14:00,5.89
0.11,78.6,2.69,09423560,2018-07-02 14:15,5.90
,78.9,2.44,09423560,2018-07-02 14:30,5.90
0.09,79.2,2.24,09423560,2018-07-02 14:45,5.94
0.07,79.5,1.72,09423560,2018-07-02 15:00,5.91
,79.8,1.99,09423560,2018-07-02 15:15,5.94
,80.0,2.21,09423560,2018-07-02 15:30,5.91
,80.2,2.38,09423560,2018-07-02 15:45,5.85
,80.3,2.71,09423560,2018-07-02 16:00,5.92
,80.5,2.93,09423560,2018-07-02 16:15,5.90
,80.6,3.19,09423560,2018-07-02 16:30,5.91
,80.7,3.47,09423560,2018-07-02 16:45,5.93
0.15,80.8,3.60,09423560,2018-07-02 17:00,5.87
,80.8,2.79,09423560,2018-07-02 17:15,5.89
0.08,80.8,1.90,09423560,2018-07-02 17:30,5.85
0.15,80.7,3.57,09423560,2018-07-02 17:45,5.85
0.19,78.5,4.61,09423560,2018-07-02 18:00,5.89
0.36,78.0,9.37,09423560,2018-07-02 18:15,5.97
0.53,75.0,14.1,09423560,2018-07-02 18:30,6.03
0.70,73.6,19.4,09423560,2018-07-02 18:45,6.11
0.98,73.1,28.7,09423560,2018-07-02 19:00,6.20
1.09,72.8,33.3,09423560,2018-07-02 19:15,6.28
1.22,72.5,39.0,09423560,2018-07-02 19:30,6.38
