Temp,Flow,site_no,datetime,Velocity,GageHeight
77.1,183,09429070,2018-06-30 00:00,0.92,5.94
77.0,175,09429070,2018-06-30 00:15,0.86,6.06
76.9,184,09429070,2018-06-30 00:30,0.88,6.17
76.8,185,09429070,2018-06-30 00:45,0.87,6.25
76.8,171,09429070,2018-06-30 01:00,0.78,6.42
76.7,169,09429070,2018-06-30 01:15,0.76,6.51
76.6,171,09429070,2018-06-30 01:30,0.76,6.58
76.5,181,09429070,2018-06-30 01:45,0.80,6.62
76.4,173,09429070,2018-06-30 02:00,0.75,6.71
76.3,161,09429070,2018-06-30 02:15,0.68,6.84
76.2,179,09429070,2018-06-30 02:30,0.75,6.91
76.2,183,09429070,2018-06-30 02:45,0.76,6.97
76.0,177,09429070,2018-06-30 03:00,0.73,7.02
75.9,171,09429070,2018-06-30 03:15,0.70,7.04
75.8,150,09429070,2018-06-30 03:30,0.61,7.14
75.7,174,09429070,2018-06-30 03:45,0.69,7.22
75.6,174,09429070,2018-06-30 04:00,0.68,7.27
75.5,168,09429070,2018-06-30 04:15,0.66,7.31
75.4,170,09429070,2018-06-30 04:30,0.66,7.34
75.3,169,09429070,2018-06-30 04:45,0.65,7.43
75.2,161,09429070,2018-06-30 05:00,0.61,7.50
75.2,167,09429070,2018-06-30 05:15,0.63,7.56
75.1,183,09429070,2018-06-30 05:30,0.68,7.60
75.0,179,09429070,2018-06-30 05:45,0.67,7.62
74.9,186,09429070,2018-06-30 06:00,0.69,7.64
74.8,187,09429070,2018-06-30 06:15,0.69,7.66
74.8,178,09429070,2018-06-30 06:30,0.66,7.68
74.7,168,09429070,2018-06-30 06:45,0.62,7.69
74.6,190,09429070,2018-06-30 07:00,0.70,7.70
74.6,186,09429070,2018-06-30 07:15,0.68,7.72
74.6,186,09429070,2018-06-30 07:30,0.68,7.73
74.5,189,09429070,2018-06-30 07:45,0.69,7.73
74.5,172,09429070,2018-06-30 08:00,0.63,7.75
74.5,190,09429070,2018-06-30 08:15,0.69,7.75
74.5,195,09429070,2018-06-30 08:30,0.71,7.76
74.5,184,09429070,2018-06-30 08:45,0.67,7.76
74.5,183,09429070,2018-06-30 09:00,0.67,7.76
74.6,177,09429070,2018-06-30 09:15,0.65,7.76
74.7,199,09429070,2018-06-30 09:30,0.73,7.70
74.8,195,09429070,2018-06-30 09:45,0.73,7.62
74.9,174,09429070,2018-06-30 10:00,0.65,7.58
75.0,209,09429070,2018-06-30 10:15,0.79,7.56
75.2,190,09429070,2018-06-30 10:30,0.71,7.63
75.4,201,09429070,2018-06-30 10:45,0.74,7.65
75.7,226,09429070,2018-06-30 11:00,0.85,7.57
75.9,195,09429070,2018-06-30 11:15,0.74,7.51
76.2,194,09429070,2018-06-30 11:30,0.74,7.49
76.4,188,09429070,2018-06-30 11:45,0.72,7.46
76.7,182,09429070,2018-06-30 12:00,0.70,7.44
77.0,194,09429070,2018-06-30 12:15,0.74,7.42
77.3,194,09429070,2018-06-30 12:30,0.75,7.40
77.6,199,09429070,2018-06-30 12:45,0.78,7.28
77.9,213,09429070,2018-06-30 13:00,0.85,7.20
78.3,208,09429070,2018-06-30 13:15,0.83,7.17
78.6,205,09429070,2018-06-30 13:30,0.83,7.12
78.8,151,09429070,2018-06-30 13:45,0.61,7.09
79.1,147,09429070,2018-06-30 14:00,0.60,7.07
79.4,155,09429070,2018-06-30 14:15,0.63,7.05
79.7,166,09429070,2018-06-30 14:30,0.70,6.90
79.9,158,09429070,2018-06-30 14:45,0.67,6.82
80.2,153,09429070,2018-06-30 15:00,0.66,6.77
80.4,161,09429070,2018-06-30 15:15,0.69,6.73
80.6,157,09429070,2018-06-30 15:30,0.68,6.71
80.8,165,09429070,2018-06-30 15:45,0.73,6.57
80.9,152,09429070,2018-06-30 16:00,0.69,6.48
81.1,161,09429070,2018-06-30 16:15,0.74,6.41
81.2,150,09429070,2018-06-30 16:30,0.69,6.36
81.3,151,09429070,2018-06-30 16:45,0.70,6.32
81.4,155,09429070,2018-06-30 17:00,0.73,6.29
81.4,165,09429070,2018-06-30 17:15,0.79,6.16
81.4,153,09429070,2018-06-30 17:30,0.75,6.06
81.4,148,09429070,2018-06-30 17:45,0.73,6.00
81.4,200,09429070,2018-06-30 18:00,1.01,5.95
81.3,152,09429070,2018-06-30 18:15,0.77,5.91
81.3,151,09429070,2018-06-30 18:30,0.77,5.88
81.2,150,09429070,2018-06-30 18:45,0.76,5.86
81.2,150,09429070,2018-06-30 19:00,0.77,5.83
81.1,148,09429070,2018-06-30 19:15,0.76,5.82
81.0,150,09429070,2018-06-30 19:30,0.78,5.79
81.0,147,09429070,2018-06-30 19:45,0.76,5.79
80.9,146,09429070,2018-06-30 20:00,0.76,5.78
80.8,146,09429070,2018-06-30 20:15,0.76,5.77
80.7,143,09429070,2018-06-30 20:30,0.75,5.76
80.6,149,09429070,2018-06-30 20:45,0.78,5.76
80.5,156,09429070,2018-06-30 21:00,0.82,5.75
80.4,150,09429070,2018-06-30 21:15,0.78,5.75
80.2,144,09429070,2018-06-30 21:30,0.75,5.75
80.1,148,09429070,2018-06-30 21:45,0.78,5.75
80.0,152,09429070,2018-06-30 22:00,0.78,5.87
79.9,150,09429070,2018-06-30 22:15,0.76,5.93
79.7,147,09429070,2018-06-30 22:30,0.74,5.96
79.6,148,09429070,2018-06-30 22:45,0.73,5.99
79.5,145,09429070,2018-06-30 23:00,0.72,6.01
79.4,154,09429070,2018-06-30 23:15,0.76,6.04
79.2,145,09429070,2018-06-30 23:30,0.71,6.05
79.1,150,09429070,2018-06-30 23:45,0.74,6.05
