GageHeight2,Flow,site_no,datetime,Precipitation,GageHeight
1.62,125,09497500,2018-07-14 00:00,0.00,1.62
1.62,121,09497500,2018-07-14 00:15,0.00,1.61
1.62,121,09497500,2018-07-14 00:30,0.00,1.61
1.62,121,09497500,2018-07-14 00:45,0.00,1.61
1.62,118,09497500,2018-07-14 01:00,0.00,1.60
1.61,118,09497500,2018-07-14 01:15,0.00,1.60
1.61,118,09497500,2018-07-14 01:30,0.00,1.60
1.61,118,09497500,2018-07-14 01:45,0.00,1.60
1.60,118,09497500,2018-07-14 02:00,0.00,1.60
1.60,118,09497500,2018-07-14 02:15,0.00,1.60
1.60,118,09497500,2018-07-14 02:30,0.00,1.60
1.60,118,09497500,2018-07-14 02:45,0.00,1.60
1.61,115,09497500,2018-07-14 03:00,0.00,1.59
1.60,118,09497500,2018-07-14 03:15,0.00,1.60
1.65,134,09497500,2018-07-14 03:30,0.00,1.65
1.88,215,09497500,2018-07-14 03:45,0.00,1.89
1.99,255,09497500,2018-07-14 04:00,0.00,1.99
2.01,255,09497500,2018-07-14 04:15,0.00,1.99
2.00,250,09497500,2018-07-14 04:30,0.00,1.98
1.98,240,09497500,2018-07-14 04:45,0.00,1.96
1.96,236,09497500,2018-07-14 05:00,0.00,1.95
1.94,229,09497500,2018-07-14 05:15,0.00,1.93
1.93,225,09497500,2018-07-14 05:30,0.00,1.92
1.92,218,09497500,2018-07-14 05:45,0.00,1.90
1.90,215,09497500,2018-07-14 06:00,0.00,1.89
1.89,211,09497500,2018-07-14 06:15,0.00,1.88
1.88,207,09497500,2018-07-14 06:30,0.00,1.87
1.87,204,09497500,2018-07-14 06:45,0.00,1.86
1.86,200,09497500,2018-07-14 07:00,0.00,1.85
1.85,197,09497500,2018-07-14 07:15,0.00,1.84
1.84,197,09497500,2018-07-14 07:30,0.00,1.84
1.84,193,09497500,2018-07-14 07:45,0.00,1.83
1.83,190,09497500,2018-07-14 08:00,0.00,1.82
1.83,190,09497500,2018-07-14 08:15,0.00,1.82
1.83,187,09497500,2018-07-14 08:30,0.00,1.81
1.82,187,09497500,2018-07-14 08:45,0.00,1.81
1.81,183,09497500,2018-07-14 09:00,0.00,1.80
1.80,180,09497500,2018-07-14 09:15,0.00,1.79
1.80,176,09497500,2018-07-14 09:30,0.00,1.78
1.79,176,09497500,2018-07-14 09:45,0.00,1.78
1.78,173,09497500,2018-07-14 10:00,0.00,1.77
1.77,170,09497500,2018-07-14 10:15,0.00,1.76
1.77,170,09497500,2018-07-14 10:30,0.00,1.76
1.76,166,09497500,2018-07-14 10:45,0.00,1.75
1.76,166,09497500,2018-07-14 11:00,0.00,1.75
1.75,163,09497500,2018-07-14 11:15,0.00,1.74
1.75,163,09497500,2018-07-14 11:30,0.00,1.74
1.75,160,09497500,2018-07-14 11:45,0.00,1.73
1.74,160,09497500,2018-07-14 12:00,0.00,1.73
1.74,160,09497500,2018-07-14 12:15,0.00,1.73
1.73,156,09497500,2018-07-14 12:30,0.00,1.72
1.72,156,09497500,2018-07-14 12:45,0.00,1.72
1.73,156,09497500,2018-07-14 13:00,0.00,1.72
1.72,153,09497500,2018-07-14 13:15,0.00,1.71
1.72,156,09497500,2018-07-14 13:30,0.00,1.72
1.73,156,09497500,2018-07-14 13:45,0.00,1.72
1.73,156,09497500,2018-07-14 14:00,0.00,1.72
1.73,156,09497500,2018-07-14 14:15,0.00,1.72
1.72,156,09497500,2018-07-14 14:30,0.00,1.72
1.72,156,09497500,2018-07-14 14:45,0.00,1.72
1.75,156,09497500,2018-07-14 15:00,0.00,1.72
1.74,156,09497500,2018-07-14 15:15,0.00,1.72
1.73,156,09497500,2018-07-14 15:30,0.00,1.72
1.73,160,09497500,2018-07-14 15:45,0.00,1.73
1.74,156,09497500,2018-07-14 16:00,0.00,1.72
1.73,156,09497500,2018-07-14 16:15,0.00,1.72
1.72,156,09497500,2018-07-14 16:30,0.00,1.72
1.73,156,09497500,2018-07-14 16:45,0.00,1.72
1.72,156,09497500,2018-07-14 17:00,0.00,1.72
1.72,153,09497500,2018-07-14 17:15,0.00,1.71
1.73,153,09497500,2018-07-14 17:30,0.00,1.71
1.71,153,09497500,2018-07-14 17:45,0.00,1.71
1.71,150,09497500,2018-07-14 18:00,0.00,1.70
1.68,150,09497500,2018-07-14 18:15,0.00,1.70
1.72,153,09497500,2018-07-14 18:30,0.08,1.71
1.73,156,09497500,2018-07-14 18:45,0.13,1.72
1.74,156,09497500,2018-07-14 19:00,0.07,1.72
1.73,156,09497500,2018-07-14 19:15,0.03,1.72
1.73,156,09497500,2018-07-14 19:30,0.02,1.72
1.72,153,09497500,2018-07-14 19:45,0.02,1.71
1.72,153,09497500,2018-07-14 20:00,0.03,1.71
1.72,150,09497500,2018-07-14 20:15,0.02,1.70
1.71,150,09497500,2018-07-14 20:30,0.02,1.70
1.71,153,09497500,2018-07-14 20:45,0.00,1.71
1.72,153,09497500,2018-07-14 21:00,0.00,1.71
1.72,153,09497500,2018-07-14 21:15,0.00,1.71
1.71,153,09497500,2018-07-14 21:30,0.01,1.71
1.72,150,09497500,2018-07-14 21:45,0.00,1.70
1.71,150,09497500,2018-07-14 22:00,0.00,1.70
1.71,150,09497500,2018-07-14 22:15,0.00,1.70
1.71,150,09497500,2018-07-14 22:30,0.00,1.70
1.72,150,09497500,2018-07-14 22:45,0.00,1.70
1.72,150,09497500,2018-07-14 23:00,0.00,1.70
1.71,150,09497500,2018-07-14 23:15,0.00,1.70
1.71,150,09497500,2018-07-14 23:30,0.00,1.70
1.71,150,09497500,2018-07-14 23:45,0.00,1.70
