GageHeight2,Flow,site_no,datetime,Precipitation,GageHeight
1.56,104,09497500,2018-07-27 00:00,0.00,1.55
1.55,104,09497500,2018-07-27 00:15,0.00,1.55
1.55,104,09497500,2018-07-27 00:30,0.00,1.55
1.54,101,09497500,2018-07-27 00:45,0.00,1.54
1.55,101,09497500,2018-07-27 01:00,0.00,1.54
1.54,101,09497500,2018-07-27 01:15,0.00,1.54
1.55,101,09497500,2018-07-27 01:30,0.00,1.54
1.54,101,09497500,2018-07-27 01:45,0.00,1.54
1.54,101,09497500,2018-07-27 02:00,0.00,1.54
1.55,101,09497500,2018-07-27 02:15,0.00,1.54
1.54,101,09497500,2018-07-27 02:30,0.00,1.54
1.54,101,09497500,2018-07-27 02:45,0.00,1.54
1.54,101,09497500,2018-07-27 03:00,0.00,1.54
1.54,101,09497500,2018-07-27 03:15,0.00,1.54
1.54,97.8,09497500,2018-07-27 03:30,0.00,1.53
1.54,97.8,09497500,2018-07-27 03:45,0.00,1.53
1.54,97.8,09497500,2018-07-27 04:00,0.00,1.53
1.54,97.8,09497500,2018-07-27 04:15,0.00,1.53
1.53,97.8,09497500,2018-07-27 04:30,0.00,1.53
1.54,97.8,09497500,2018-07-27 04:45,0.00,1.53
1.54,97.8,09497500,2018-07-27 05:00,0.00,1.53
1.54,97.8,09497500,2018-07-27 05:15,0.00,1.53
1.53,97.8,09497500,2018-07-27 05:30,0.00,1.53
1.53,97.8,09497500,2018-07-27 05:45,0.00,1.53
1.54,97.8,09497500,2018-07-27 06:00,0.00,1.53
1.54,97.8,09497500,2018-07-27 06:15,0.00,1.53
1.54,97.8,09497500,2018-07-27 06:30,0.00,1.53
1.54,97.8,09497500,2018-07-27 06:45,0.00,1.53
1.54,101,09497500,2018-07-27 07:00,0.00,1.54
1.54,101,09497500,2018-07-27 07:15,0.00,1.54
1.54,101,09497500,2018-07-27 07:30,0.00,1.54
1.55,101,09497500,2018-07-27 07:45,0.00,1.54
1.54,101,09497500,2018-07-27 08:00,0.00,1.54
1.54,101,09497500,2018-07-27 08:15,0.00,1.54
1.55,101,09497500,2018-07-27 08:30,0.00,1.54
1.54,101,09497500,2018-07-27 08:45,0.00,1.54
1.55,101,09497500,2018-07-27 09:00,0.00,1.54
1.55,101,09497500,2018-07-27 09:15,0.00,1.54
1.55,101,09497500,2018-07-27 09:30,0.00,1.54
1.55,101,09497500,2018-07-27 09:45,0.00,1.54
1.56,104,09497500,2018-07-27 10:00,0.00,1.55
1.55,104,09497500,2018-07-27 10:15,0.00,1.55
1.56,104,09497500,2018-07-27 10:30,0.00,1.55
1.55,104,09497500,2018-07-27 10:45,0.00,1.55
1.55,101,09497500,2018-07-27 11:00,0.00,1.54
1.56,101,09497500,2018-07-27 11:15,0.00,1.54
1.55,104,09497500,2018-07-27 11:30,0.00,1.55
1.55,101,09497500,2018-07-27 11:45,0.00,1.54
1.55,104,09497500,2018-07-27 12:00,0.00,1.55
1.55,104,09497500,2018-07-27 12:15,0.00,1.55
1.55,104,09497500,2018-07-27 12:30,0.00,1.55
1.56,104,09497500,2018-07-27 12:45,0.00,1.55
1.55,104,09497500,2018-07-27 13:00,0.00,1.55
1.55,104,09497500,2018-07-27 13:15,0.00,1.55
1.56,104,09497500,2018-07-27 13:30,0.00,1.55
1.56,104,09497500,2018-07-27 13:45,0.00,1.55
1.56,104,09497500,2018-07-27 14:00,0.00,1.55
1.55,104,09497500,2018-07-27 14:15,0.00,1.55
1.56,104,09497500,2018-07-27 14:30,0.00,1.55
1.56,104,09497500,2018-07-27 14:45,0.00,1.55
1.56,106,09497500,2018-07-27 15:00,0.00,1.56
1.54,104,09497500,2018-07-27 15:15,0.00,1.55
1.56,104,09497500,2018-07-27 15:30,0.00,1.55
1.56,106,09497500,2018-07-27 15:45,0.00,1.56
1.56,106,09497500,2018-07-27 16:00,0.00,1.56
1.56,106,09497500,2018-07-27 16:15,0.00,1.56
1.56,106,09497500,2018-07-27 16:30,0.00,1.56
