Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
10.9,17500,09380000,2018-07-06 00:00,678,0.00,10.22
10.8,17300,09380000,2018-07-06 00:15,679,0.00,10.17
10.8,17000,09380000,2018-07-06 00:30,679,0.00,10.12
10.8,16600,09380000,2018-07-06 00:45,679,0.00,10.05
10.7,16200,09380000,2018-07-06 01:00,679,0.00,9.98
10.7,15800,09380000,2018-07-06 01:15,680,0.00,9.91
10.7,15300,09380000,2018-07-06 01:30,680,0.00,9.81
10.7,14900,09380000,2018-07-06 01:45,680,0.00,9.72
10.6,14500,09380000,2018-07-06 02:00,681,0.00,9.64
10.6,14100,09380000,2018-07-06 02:15,681,0.00,9.56
10.6,13600,09380000,2018-07-06 02:30,682,0.00,9.47
10.6,13300,09380000,2018-07-06 02:45,682,0.00,9.40
10.6,13000,09380000,2018-07-06 03:00,682,0.00,9.33
10.6,12700,09380000,2018-07-06 03:15,682,0.00,9.28
10.6,12500,09380000,2018-07-06 03:30,686,0.00,9.22
10.6,12100,09380000,2018-07-06 03:45,680,0.00,9.15
10.6,12000,09380000,2018-07-06 04:00,682,0.00,9.12
10.5,11800,09380000,2018-07-06 04:15,682,0.00,9.08
10.6,11700,09380000,2018-07-06 04:30,683,0.00,9.05
10.6,11600,09380000,2018-07-06 04:45,683,0.00,9.02
10.6,11400,09380000,2018-07-06 05:00,683,0.00,8.98
10.6,11300,09380000,2018-07-06 05:15,682,0.00,8.96
10.5,11200,09380000,2018-07-06 05:30,682,0.00,8.93
10.5,11100,09380000,2018-07-06 05:45,680,0.00,8.92
10.5,11100,09380000,2018-07-06 06:00,681,0.00,8.90
10.5,11000,09380000,2018-07-06 06:15,681,0.00,8.89
10.5,10900,09380000,2018-07-06 06:30,681,0.00,8.87
10.5,10900,09380000,2018-07-06 06:45,681,0.00,8.87
10.5,10800,09380000,2018-07-06 07:00,682,0.00,8.84
10.5,10800,09380000,2018-07-06 07:15,681,0.00,8.84
10.5,10800,09380000,2018-07-06 07:30,681,0.00,8.84
