GageHeight2,Flow,site_no,datetime,Precipitation,GageHeight
-0.99,0.00,09513780,2018-07-22 00:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-22 00:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-22 00:30,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 00:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-22 01:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-22 01:15,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 01:30,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 01:45,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 02:00,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 02:15,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 02:30,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 02:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-22 03:00,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 03:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-22 03:30,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 03:45,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 04:00,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 04:15,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 04:30,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 04:45,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 05:00,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 05:15,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 05:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-22 05:45,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 06:00,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 06:15,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 06:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-22 06:45,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 07:00,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 07:15,0.00,-1.44
-0.99,0.00,09513780,2018-07-22 07:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-22 07:45,0.00,-1.44
-0.98,0.00,09513780,2018-07-22 08:00,0.00,-1.44
-0.98,0.00,09513780,2018-07-22 08:15,0.00,-1.44
-0.98,0.00,09513780,2018-07-22 08:30,0.00,-1.44
-0.98,0.00,09513780,2018-07-22 08:45,0.00,-1.44
