Temp,Flow,site_no,datetime,Precipitation,GageHeight
76.2,0.00,09424900,2018-07-03 00:00,0.00,-0.13
75.6,0.00,09424900,2018-07-03 00:15,0.00,-0.13
75.1,0.00,09424900,2018-07-03 00:30,0.00,-0.13
74.3,0.00,09424900,2018-07-03 00:45,0.00,-0.13
73.6,0.00,09424900,2018-07-03 01:00,0.00,-0.13
72.9,0.00,09424900,2018-07-03 01:15,0.00,-0.13
71.7,0.00,09424900,2018-07-03 01:30,0.00,-0.13
72.1,0.00,09424900,2018-07-03 01:45,0.00,-0.13
70.6,0.00,09424900,2018-07-03 02:00,0.00,-0.13
72.9,0.00,09424900,2018-07-03 02:15,0.00,-0.13
71.3,0.00,09424900,2018-07-03 02:30,0.00,-0.13
72.1,0.00,09424900,2018-07-03 02:45,0.00,-0.13
71.8,0.00,09424900,2018-07-03 03:00,0.00,-0.13
71.3,0.00,09424900,2018-07-03 03:15,0.00,-0.13
71.6,0.00,09424900,2018-07-03 03:30,0.00,-0.13
70.0,0.00,09424900,2018-07-03 03:45,0.00,-0.13
69.0,0.00,09424900,2018-07-03 04:00,0.00,-0.13
70.9,0.00,09424900,2018-07-03 04:15,0.00,-0.13
69.4,0.00,09424900,2018-07-03 04:30,0.00,-0.13
71.3,0.00,09424900,2018-07-03 04:45,0.00,-0.13
70.4,0.00,09424900,2018-07-03 05:00,0.00,-0.13
68.4,0.00,09424900,2018-07-03 05:15,0.00,-0.13
69.7,0.00,09424900,2018-07-03 05:30,0.00,-0.13
70.0,0.00,09424900,2018-07-03 05:45,0.00,-0.13
71.8,0.00,09424900,2018-07-03 06:00,0.00,-0.13
79.2,0.00,09424900,2018-07-03 06:15,0.00,-0.13
81.4,0.00,09424900,2018-07-03 06:30,0.00,-0.13
84.8,0.00,09424900,2018-07-03 06:45,0.00,-0.13
87.7,0.00,09424900,2018-07-03 07:00,0.00,-0.13
89.3,0.00,09424900,2018-07-03 07:15,0.00,-0.13
89.5,0.00,09424900,2018-07-03 07:30,0.00,-0.13
89.9,0.00,09424900,2018-07-03 07:45,0.00,-0.13
91.2,0.00,09424900,2018-07-03 08:00,0.00,-0.13
93.8,0.00,09424900,2018-07-03 08:15,0.00,-0.13
96.0,0.00,09424900,2018-07-03 08:30,0.00,-0.12
96.9,0.00,09424900,2018-07-03 08:45,0.00,-0.12
99.1,0.00,09424900,2018-07-03 09:00,0.00,-0.12
98.0,0.00,09424900,2018-07-03 09:15,0.00,-0.12
97.4,0.00,09424900,2018-07-03 09:30,0.00,-0.12
98.0,0.00,09424900,2018-07-03 09:45,0.00,-0.12
98.4,0.00,09424900,2018-07-03 10:00,0.00,-0.12
99.5,0.00,09424900,2018-07-03 10:15,0.00,-0.12
99.6,0.00,09424900,2018-07-03 10:30,0.00,-0.12
98.9,0.00,09424900,2018-07-03 10:45,0.00,-0.12
99.7,0.00,09424900,2018-07-03 11:00,0.00,-0.12
100.3,0.00,09424900,2018-07-03 11:15,0.00,-0.12
99.9,0.00,09424900,2018-07-03 11:30,0.00,-0.12
101.2,0.00,09424900,2018-07-03 11:45,0.00,-0.12
100.4,0.00,09424900,2018-07-03 12:00,0.00,-0.12
100.8,0.00,09424900,2018-07-03 12:15,0.00,-0.12
100.8,0.00,09424900,2018-07-03 12:30,0.00,-0.12
100.9,0.00,09424900,2018-07-03 12:45,0.00,-0.12
101.2,0.00,09424900,2018-07-03 13:00,0.00,-0.12
102.4,0.00,09424900,2018-07-03 13:15,0.00,-0.12
103.2,0.00,09424900,2018-07-03 13:30,0.00,-0.12
102.5,0.00,09424900,2018-07-03 13:45,0.00,-0.12
104.5,0.00,09424900,2018-07-03 14:00,0.00,-0.12
104.4,0.00,09424900,2018-07-03 14:15,0.00,-0.12
104.0,0.00,09424900,2018-07-03 14:30,0.00,-0.12
104.2,0.00,09424900,2018-07-03 14:45,0.00,-0.12
104.2,0.00,09424900,2018-07-03 15:00,0.00,-0.12
104.2,0.00,09424900,2018-07-03 15:15,0.00,-0.12
103.4,0.00,09424900,2018-07-03 15:30,0.00,-0.12
103.4,0.00,09424900,2018-07-03 15:45,0.00,-0.12
103.8,0.00,09424900,2018-07-03 16:00,0.00,-0.12
105.1,0.00,09424900,2018-07-03 16:15,0.00,-0.12
104.9,0.00,09424900,2018-07-03 16:30,0.00,-0.12
104.2,0.00,09424900,2018-07-03 16:45,0.00,-0.12
104.6,0.00,09424900,2018-07-03 17:00,0.00,-0.12
103.9,0.00,09424900,2018-07-03 17:15,0.00,-0.12
103.3,0.00,09424900,2018-07-03 17:30,0.00,-0.12
103.5,0.00,09424900,2018-07-03 17:45,0.00,-0.12
103.1,0.00,09424900,2018-07-03 18:00,0.00,-0.12
102.8,0.00,09424900,2018-07-03 18:15,0.00,-0.12
101.9,0.00,09424900,2018-07-03 18:30,0.00,-0.12
101.6,0.00,09424900,2018-07-03 18:45,0.00,-0.12
101.0,0.00,09424900,2018-07-03 19:00,0.00,-0.12
99.9,0.00,09424900,2018-07-03 19:15,0.00,-0.12
99.1,0.00,09424900,2018-07-03 19:30,0.00,-0.12
98.5,0.00,09424900,2018-07-03 19:45,0.00,-0.12
97.3,0.00,09424900,2018-07-03 20:00,0.00,-0.12
96.1,0.00,09424900,2018-07-03 20:15,0.00,-0.12
94.8,0.00,09424900,2018-07-03 20:30,0.00,-0.13
94.0,0.00,09424900,2018-07-03 20:45,0.00,-0.13
93.1,0.00,09424900,2018-07-03 21:00,0.00,-0.13
91.7,0.00,09424900,2018-07-03 21:15,0.00,-0.13
89.5,0.00,09424900,2018-07-03 21:30,0.00,-0.13
92.3,0.00,09424900,2018-07-03 21:45,0.00,-0.13
91.0,0.00,09424900,2018-07-03 22:00,0.00,-0.13
90.5,0.00,09424900,2018-07-03 22:15,0.00,-0.13
89.4,0.00,09424900,2018-07-03 22:30,0.00,-0.13
85.9,0.00,09424900,2018-07-03 22:45,0.00,-0.13
82.8,0.00,09424900,2018-07-03 23:00,0.00,-0.13
83.1,0.00,09424900,2018-07-03 23:15,0.00,-0.13
82.0,0.00,09424900,2018-07-03 23:30,0.00,-0.13
81.5,0.00,09424900,2018-07-03 23:45,0.00,-0.13
