GageHeight2,Flow,site_no,datetime,Precipitation,GageHeight
1.49,83.7,09497500,2018-07-11 00:00,0.00,1.48
1.49,83.7,09497500,2018-07-11 00:15,0.00,1.48
1.49,83.7,09497500,2018-07-11 00:30,0.00,1.48
1.49,83.7,09497500,2018-07-11 00:45,0.00,1.48
1.49,83.7,09497500,2018-07-11 01:00,0.00,1.48
1.49,83.7,09497500,2018-07-11 01:15,0.00,1.48
1.49,83.7,09497500,2018-07-11 01:30,0.00,1.48
1.49,83.7,09497500,2018-07-11 01:45,0.00,1.48
1.49,83.7,09497500,2018-07-11 02:00,0.00,1.48
1.49,83.7,09497500,2018-07-11 02:15,0.00,1.48
1.49,83.7,09497500,2018-07-11 02:30,0.00,1.48
1.49,83.7,09497500,2018-07-11 02:45,0.00,1.48
1.49,83.7,09497500,2018-07-11 03:00,0.00,1.48
1.49,83.7,09497500,2018-07-11 03:15,0.00,1.48
1.49,83.7,09497500,2018-07-11 03:30,0.00,1.48
1.49,83.7,09497500,2018-07-11 03:45,0.00,1.48
1.49,83.7,09497500,2018-07-11 04:00,0.00,1.48
1.49,83.7,09497500,2018-07-11 04:15,0.00,1.48
1.49,83.7,09497500,2018-07-11 04:30,0.00,1.48
1.49,83.7,09497500,2018-07-11 04:45,0.00,1.48
1.49,86.4,09497500,2018-07-11 05:00,0.00,1.49
1.49,86.4,09497500,2018-07-11 05:15,0.00,1.49
1.50,86.4,09497500,2018-07-11 05:30,0.00,1.49
1.49,86.4,09497500,2018-07-11 05:45,0.00,1.49
1.49,86.4,09497500,2018-07-11 06:00,0.00,1.49
1.49,86.4,09497500,2018-07-11 06:15,0.00,1.49
1.50,86.4,09497500,2018-07-11 06:30,0.00,1.49
1.49,86.4,09497500,2018-07-11 06:45,0.00,1.49
1.49,86.4,09497500,2018-07-11 07:00,0.00,1.49
1.49,83.7,09497500,2018-07-11 07:15,0.00,1.48
1.49,83.7,09497500,2018-07-11 07:30,0.00,1.48
1.49,83.7,09497500,2018-07-11 07:45,0.00,1.48
1.49,83.7,09497500,2018-07-11 08:00,0.00,1.48
1.49,83.7,09497500,2018-07-11 08:15,0.00,1.48
1.49,83.7,09497500,2018-07-11 08:30,0.00,1.48
1.49,83.7,09497500,2018-07-11 08:45,0.00,1.48
1.49,83.7,09497500,2018-07-11 09:00,0.00,1.48
1.49,83.7,09497500,2018-07-11 09:15,0.00,1.48
1.49,83.7,09497500,2018-07-11 09:30,0.00,1.48
1.49,83.7,09497500,2018-07-11 09:45,0.00,1.48
1.49,83.7,09497500,2018-07-11 10:00,0.00,1.48
1.48,83.7,09497500,2018-07-11 10:15,0.00,1.48
1.49,83.7,09497500,2018-07-11 10:30,0.00,1.48
1.48,83.7,09497500,2018-07-11 10:45,0.00,1.48
1.48,83.7,09497500,2018-07-11 11:00,0.00,1.48
1.48,83.7,09497500,2018-07-11 11:15,0.00,1.48
1.49,83.7,09497500,2018-07-11 11:30,0.00,1.48
1.48,83.7,09497500,2018-07-11 11:45,0.00,1.48
1.48,83.7,09497500,2018-07-11 12:00,0.00,1.48
1.49,83.7,09497500,2018-07-11 12:15,0.00,1.48
1.48,83.7,09497500,2018-07-11 12:30,0.00,1.48
1.48,83.7,09497500,2018-07-11 12:45,0.00,1.48
