"1011"	"2018-01-29"	"1"	"PURCHASE"	4948	460.00
"1011"	"2018-02-05"	"1"	"PURCHASE"	2239	365.00
"1011"	"2018-02-05"	"1"	"PURCHASE"	2440	664.00
"1011"	"2018-02-11"	"1"	"PURCHASE"	4375	579.00
"1011"	"2018-02-12"	"1"	"PURCHASE"	1004	35.00
"1011"	"2018-02-12"	"1"	"PURCHASE"	2771	625.00
"1011"	"2018-02-13"	"1"	"PURCHASE"	4624	206.00
"1011"	"2018-02-26"	"19"	"CKPAYMENT"	-1	-2955.00
"1011"	"2018-03-01"	"1"	"PURCHASE"	4570	217.00
"1011"	"2018-03-02"	"1"	"PURCHASE"	3606	496.00
"1011"	"2018-03-06"	"1"	"PURCHASE"	2657	136.00
"1011"	"2018-03-08"	"1"	"PURCHASE"	822	118.00
"1011"	"2018-03-16"	"1"	"PURCHASE"	445	616.00
"1011"	"2018-03-17"	"1"	"PURCHASE"	189	205.00
"1011"	"2018-03-21"	"1"	"PURCHASE"	3548	119.00
"1011"	"2018-03-22"	"1"	"PURCHASE"	1108	583.00
"1011"	"2018-03-23"	"1"	"PURCHASE"	4970	167.00
"1011"	"2018-03-26"	"19"	"TTPAYMENT"	-4	-2657.00
"1011"	"2018-03-30"	"1"	"PURCHASE"	1498	348.00
"1011"	"2018-04-01"	"1"	"PURCHASE"	1790	281.00
"1011"	"2018-04-03"	"1"	"PURCHASE"	1654	318.00
"1011"	"2018-04-05"	"1"	"PURCHASE"	3848	617.00
"1011"	"2018-04-08"	"1"	"PURCHASE"	4811	465.00
"1011"	"2018-04-10"	"1"	"PURCHASE"	4778	244.00
"1011"	"2018-04-15"	"1"	"PURCHASE"	1766	38.00
"1011"	"2018-04-16"	"1"	"PURCHASE"	769	152.00
"1011"	"2018-04-17"	"1"	"PURCHASE"	3392	87.00
"1011"	"2018-04-22"	"1"	"PURCHASE"	2085	79.00
"1011"	"2018-04-25"	"1"	"PURCHASE"	1654	271.00
"1011"	"2018-04-26"	"19"	"CRDPAYMENT"	-3	-2900.00
"1011"	"2018-04-29"	"1"	"PURCHASE"	3423	271.00
"1011"	"2018-05-05"	"1"	"PURCHASE"	146	174.00
"1011"	"2018-05-05"	"1"	"PURCHASE"	3776	481.00
"1011"	"2018-05-07"	"1"	"PURCHASE"	1741	613.00
"1011"	"2018-05-10"	"1"	"PURCHASE"	1444	680.00
"1011"	"2018-05-10"	"1"	"PURCHASE"	3783	364.00
"1011"	"2018-05-12"	"1"	"PURCHASE"	2942	223.00
"1011"	"2018-05-15"	"1"	"PURCHASE"	4361	70.00
"1011"	"2018-05-27"	"19"	"EPAYMENT"	0	-2876.00
"1011"	"2018-05-28"	"1"	"PURCHASE"	3562	136.00
"1011"	"2018-05-29"	"1"	"PURCHASE"	1049	503.00
"1011"	"2018-05-30"	"1"	"PURCHASE"	3438	629.00
"1011"	"2018-06-01"	"1"	"PURCHASE"	1631	619.00
"1011"	"2018-06-05"	"1"	"PURCHASE"	1259	586.00
"1011"	"2018-06-09"	"1"	"PURCHASE"	968	321.00
"1011"	"2018-06-12"	"1"	"PURCHASE"	4822	172.00
"1011"	"2018-06-16"	"1"	"PURCHASE"	1862	28.00
"1011"	"2018-06-26"	"19"	"PPAYMENT"	-2	-2994.00
"1011"	"2018-07-04"	"1"	"PURCHASE"	4749	456.00
"1011"	"2018-07-06"	"1"	"PURCHASE"	363	8.00
"1011"	"2018-07-09"	"1"	"PURCHASE"	3393	694.00
"1011"	"2018-07-10"	"1"	"PURCHASE"	2334	294.00
"1011"	"2018-07-14"	"1"	"PURCHASE"	101	224.00
"1011"	"2018-07-16"	"1"	"PURCHASE"	252	609.00
"1011"	"2018-07-21"	"1"	"PURCHASE"	411	696.00
"1011"	"2018-07-25"	"1"	"PURCHASE"	4909	7.00
"1011"	"2018-07-27"	"19"	"PPAYMENT"	-2	-2988.00
"1011"	"2018-07-28"	"1"	"PURCHASE"	294	150.00
"1011"	"2018-07-28"	"1"	"PURCHASE"	2412	99.00
"1011"	"2018-08-05"	"1"	"PURCHASE"	887	45.00
"1011"	"2018-08-05"	"1"	"PURCHASE"	2206	645.00
"1011"	"2018-08-10"	"1"	"PURCHASE"	319	304.00
"1011"	"2018-08-13"	"1"	"PURCHASE"	2650	295.00
"1011"	"2018-08-13"	"1"	"PURCHASE"	2806	231.00
"1011"	"2018-08-14"	"1"	"PURCHASE"	4200	9.00
"1011"	"2018-08-15"	"1"	"PURCHASE"	4636	493.00
"1011"	"2018-08-16"	"1"	"PURCHASE"	358	149.00
"1011"	"2018-08-16"	"1"	"PURCHASE"	4359	278.00
"1011"	"2018-08-17"	"1"	"PURCHASE"	357	270.00
"1011"	"2018-08-22"	"1"	"PURCHASE"	2443	15.00
"1011"	"2018-08-26"	"19"	"TTPAYMENT"	-4	-2983.00
"1011"	"2018-08-31"	"1"	"PURCHASE"	4537	110.00
"1011"	"2018-09-01"	"1"	"PURCHASE"	2090	463.00
"1011"	"2018-09-04"	"1"	"PURCHASE"	1253	523.00
"1011"	"2018-09-11"	"1"	"PURCHASE"	4766	438.00
"1011"	"2018-09-12"	"1"	"PURCHASE"	3061	724.00
"1011"	"2018-09-15"	"1"	"PURCHASE"	3165	191.00
"1011"	"2018-09-18"	"1"	"PURCHASE"	669	448.00
"1011"	"2018-09-26"	"19"	"PPAYMENT"	-2	-2897.00
"1011"	"2018-09-28"	"1"	"PURCHASE"	4310	454.00
"1011"	"2018-09-29"	"1"	"PURCHASE"	2104	543.00
"1011"	"2018-09-30"	"1"	"PURCHASE"	3924	75.00
"1011"	"2018-10-02"	"1"	"PURCHASE"	3768	289.00
"1011"	"2018-10-05"	"1"	"PURCHASE"	1350	83.00
"1011"	"2018-10-05"	"1"	"PURCHASE"	2313	38.00
"1011"	"2018-10-08"	"1"	"PURCHASE"	937	178.00
"1011"	"2018-10-08"	"1"	"PURCHASE"	3358	124.00
"1011"	"2018-10-17"	"1"	"PURCHASE"	3889	138.00
"1011"	"2018-10-18"	"1"	"PURCHASE"	2121	26.00
"1011"	"2018-10-27"	"19"	"CKPAYMENT"	-1	-1948.00
"1011"	"2018-10-28"	"1"	"PURCHASE"	1269	636.00
"1011"	"2018-10-28"	"1"	"PURCHASE"	3607	256.00
"1011"	"2018-10-29"	"1"	"PURCHASE"	669	590.00
"1011"	"2018-10-31"	"1"	"PURCHASE"	548	235.00
