Temp,Flow,site_no,datetime,Precipitation,GageHeight
96.9,0.00,09424900,2018-07-08 00:00,0.00,-0.12
95.5,0.00,09424900,2018-07-08 00:15,0.00,-0.12
95.0,0.00,09424900,2018-07-08 00:30,0.00,-0.13
94.4,0.00,09424900,2018-07-08 00:45,0.00,-0.13
94.0,0.00,09424900,2018-07-08 01:00,0.00,-0.13
94.4,0.00,09424900,2018-07-08 01:15,0.00,-0.13
94.5,0.00,09424900,2018-07-08 01:30,0.00,-0.13
95.1,0.00,09424900,2018-07-08 01:45,0.00,-0.13
96.7,0.00,09424900,2018-07-08 02:00,0.00,-0.13
96.8,0.00,09424900,2018-07-08 02:15,0.00,-0.13
96.1,0.00,09424900,2018-07-08 02:30,0.00,-0.13
96.2,0.00,09424900,2018-07-08 02:45,0.00,-0.13
95.0,0.00,09424900,2018-07-08 03:00,0.00,-0.13
94.0,0.00,09424900,2018-07-08 03:15,0.00,-0.13
92.5,0.00,09424900,2018-07-08 03:30,0.00,-0.13
93.1,0.00,09424900,2018-07-08 03:45,0.00,-0.13
93.2,0.00,09424900,2018-07-08 04:00,0.00,-0.13
92.9,0.00,09424900,2018-07-08 04:15,0.00,-0.13
91.7,0.00,09424900,2018-07-08 04:30,0.00,-0.13
90.6,0.00,09424900,2018-07-08 04:45,0.00,-0.13
90.0,0.00,09424900,2018-07-08 05:00,0.00,-0.13
91.5,0.00,09424900,2018-07-08 05:15,0.00,-0.13
91.6,0.00,09424900,2018-07-08 05:30,0.00,-0.13
91.6,0.00,09424900,2018-07-08 05:45,0.00,-0.13
91.5,0.00,09424900,2018-07-08 06:00,0.00,-0.13
93.0,0.00,09424900,2018-07-08 06:15,0.00,-0.13
93.1,0.00,09424900,2018-07-08 06:30,0.00,-0.13
93.2,0.00,09424900,2018-07-08 06:45,0.00,-0.13
93.7,0.00,09424900,2018-07-08 07:00,0.00,-0.13
94.2,0.00,09424900,2018-07-08 07:15,0.00,-0.13
94.3,0.00,09424900,2018-07-08 07:30,0.00,-0.13
95.3,0.00,09424900,2018-07-08 07:45,0.00,-0.13
96.7,0.00,09424900,2018-07-08 08:00,0.00,-0.13
97.1,0.00,09424900,2018-07-08 08:15,0.00,-0.13
97.7,0.00,09424900,2018-07-08 08:30,0.00,-0.13
97.8,0.00,09424900,2018-07-08 08:45,0.00,-0.13
98.4,0.00,09424900,2018-07-08 09:00,0.00,-0.12
99.6,0.00,09424900,2018-07-08 09:15,0.00,-0.12
103.4,0.00,09424900,2018-07-08 09:30,0.00,-0.12
102.3,0.00,09424900,2018-07-08 09:45,0.00,-0.12
101.6,0.00,09424900,2018-07-08 10:00,0.00,-0.12
101.7,0.00,09424900,2018-07-08 10:15,0.00,-0.12
101.6,0.00,09424900,2018-07-08 10:30,0.00,-0.12
100.8,0.00,09424900,2018-07-08 10:45,0.00,-0.12
100.9,0.00,09424900,2018-07-08 11:00,0.00,-0.12
102.2,0.00,09424900,2018-07-08 11:15,0.00,-0.12
103.4,0.00,09424900,2018-07-08 11:30,0.00,-0.12
104.6,0.00,09424900,2018-07-08 11:45,0.00,-0.12
107.0,0.00,09424900,2018-07-08 12:00,0.00,-0.12
106.3,0.00,09424900,2018-07-08 12:15,0.00,-0.12
106.0,0.00,09424900,2018-07-08 12:30,0.00,-0.12
105.0,0.00,09424900,2018-07-08 12:45,0.00,-0.12
106.8,0.00,09424900,2018-07-08 13:00,0.00,-0.12
107.7,0.00,09424900,2018-07-08 13:15,0.00,-0.12
107.9,0.00,09424900,2018-07-08 13:30,0.00,-0.12
108.2,0.00,09424900,2018-07-08 13:45,0.00,-0.12
108.3,0.00,09424900,2018-07-08 14:00,0.00,-0.12
108.2,0.00,09424900,2018-07-08 14:15,0.00,-0.12
107.7,0.00,09424900,2018-07-08 14:30,0.00,-0.12
107.7,0.00,09424900,2018-07-08 14:45,0.00,-0.12
109.4,0.00,09424900,2018-07-08 15:00,0.00,-0.12
110.2,0.00,09424900,2018-07-08 15:15,0.00,-0.12
110.0,0.00,09424900,2018-07-08 15:30,0.00,-0.12
110.8,0.00,09424900,2018-07-08 15:45,0.00,-0.12
110.8,0.00,09424900,2018-07-08 16:00,0.00,-0.12
109.1,0.00,09424900,2018-07-08 16:15,0.00,-0.12
107.7,0.00,09424900,2018-07-08 16:30,0.00,-0.12
106.4,0.00,09424900,2018-07-08 16:45,0.00,-0.12
105.9,0.00,09424900,2018-07-08 17:00,0.00,-0.12
105.7,0.00,09424900,2018-07-08 17:15,0.00,-0.12
105.6,0.00,09424900,2018-07-08 17:30,0.00,-0.12
103.9,0.00,09424900,2018-07-08 17:45,0.00,-0.12
103.3,0.00,09424900,2018-07-08 18:00,0.00,-0.12
102.5,0.00,09424900,2018-07-08 18:15,0.00,-0.12
102.5,0.00,09424900,2018-07-08 18:30,0.00,-0.12
102.3,0.00,09424900,2018-07-08 18:45,0.00,-0.12
101.7,0.00,09424900,2018-07-08 19:00,0.00,-0.12
100.9,0.00,09424900,2018-07-08 19:15,0.00,-0.12
100.9,0.00,09424900,2018-07-08 19:30,0.00,-0.12
100.2,0.00,09424900,2018-07-08 19:45,0.00,-0.12
100.3,0.00,09424900,2018-07-08 20:00,0.00,-0.12
100.2,0.00,09424900,2018-07-08 20:15,0.00,-0.12
100.2,0.00,09424900,2018-07-08 20:30,0.00,-0.12
99.8,0.00,09424900,2018-07-08 20:45,0.00,-0.12
99.2,0.00,09424900,2018-07-08 21:00,0.00,-0.12
99.1,0.00,09424900,2018-07-08 21:15,0.00,-0.12
99.6,0.00,09424900,2018-07-08 21:30,0.00,-0.12
99.2,0.00,09424900,2018-07-08 21:45,0.00,-0.12
96.3,0.00,09424900,2018-07-08 22:00,0.00,-0.12
95.3,0.00,09424900,2018-07-08 22:15,0.00,-0.12
94.5,0.00,09424900,2018-07-08 22:30,0.00,-0.12
94.5,0.00,09424900,2018-07-08 22:45,0.00,-0.12
94.8,0.00,09424900,2018-07-08 23:00,0.00,-0.12
94.6,0.00,09424900,2018-07-08 23:15,0.00,-0.12
94.9,0.00,09424900,2018-07-08 23:30,0.00,-0.12
94.9,0.00,09424900,2018-07-08 23:45,0.00,-0.13
