BatteryVoltage,Flow,site_no,datetime,Precipitation,GageHeight
,5.77,09497700,2018-07-16 00:00,0.00,0.68
,5.77,09497700,2018-07-16 00:15,0.00,0.68
12.5,5.77,09497700,2018-07-16 00:30,0.00,0.68
,5.77,09497700,2018-07-16 00:45,0.00,0.68
,5.77,09497700,2018-07-16 01:00,0.00,0.68
,5.77,09497700,2018-07-16 01:15,0.00,0.68
12.5,5.78,09497700,2018-07-16 01:30,0.00,0.68
,5.78,09497700,2018-07-16 01:45,0.00,0.68
,5.78,09497700,2018-07-16 02:00,0.00,0.68
,5.77,09497700,2018-07-16 02:15,0.00,0.68
12.5,5.77,09497700,2018-07-16 02:30,0.00,0.68
,5.77,09497700,2018-07-16 02:45,0.00,0.68
,5.77,09497700,2018-07-16 03:00,0.00,0.68
,5.77,09497700,2018-07-16 03:15,0.00,0.68
12.5,5.77,09497700,2018-07-16 03:30,0.00,0.68
,5.77,09497700,2018-07-16 03:45,0.00,0.68
,5.78,09497700,2018-07-16 04:00,0.00,0.68
,5.77,09497700,2018-07-16 04:15,0.00,0.68
12.5,5.77,09497700,2018-07-16 04:30,0.00,0.68
,5.77,09497700,2018-07-16 04:45,0.00,0.68
,5.77,09497700,2018-07-16 05:00,0.00,0.68
,5.77,09497700,2018-07-16 05:15,0.00,0.68
12.5,5.77,09497700,2018-07-16 05:30,0.00,0.68
,5.77,09497700,2018-07-16 05:45,0.00,0.68
,5.77,09497700,2018-07-16 06:00,0.00,0.68
,5.77,09497700,2018-07-16 06:15,0.00,0.68
12.5,5.77,09497700,2018-07-16 06:30,0.00,0.68
,5.77,09497700,2018-07-16 06:45,0.00,0.68
,5.77,09497700,2018-07-16 07:00,0.00,0.68
,5.77,09497700,2018-07-16 07:15,0.00,0.68
12.8,5.77,09497700,2018-07-16 07:30,0.00,0.68
,5.77,09497700,2018-07-16 07:45,0.00,0.68
,5.77,09497700,2018-07-16 08:00,0.00,0.68
,5.77,09497700,2018-07-16 08:15,0.00,0.68
13.1,5.77,09497700,2018-07-16 08:30,0.00,0.68
,5.77,09497700,2018-07-16 08:45,0.00,0.68
,5.77,09497700,2018-07-16 09:00,0.00,0.68
,5.77,09497700,2018-07-16 09:15,0.00,0.68
13.4,5.77,09497700,2018-07-16 09:30,0.00,0.68
,5.77,09497700,2018-07-16 09:45,0.00,0.68
,5.77,09497700,2018-07-16 10:00,0.00,0.68
,5.77,09497700,2018-07-16 10:15,0.00,0.68
13.1,5.77,09497700,2018-07-16 10:30,0.00,0.68
,5.77,09497700,2018-07-16 10:45,0.00,0.68
,5.77,09497700,2018-07-16 11:00,0.00,0.68
,5.77,09497700,2018-07-16 11:15,0.00,0.68
13.4,5.77,09497700,2018-07-16 11:30,0.00,0.67
,5.77,09497700,2018-07-16 11:45,0.00,0.67
,5.77,09497700,2018-07-16 12:00,0.00,0.68
,5.77,09497700,2018-07-16 12:15,0.00,0.68
13.4,5.77,09497700,2018-07-16 12:30,0.00,0.68
,5.77,09497700,2018-07-16 12:45,0.00,0.68
,5.77,09497700,2018-07-16 13:00,0.00,0.67
,5.77,09497700,2018-07-16 13:15,0.00,0.67
13.4,5.77,09497700,2018-07-16 13:30,0.00,0.67
,5.77,09497700,2018-07-16 13:45,0.00,0.67
,5.77,09497700,2018-07-16 14:00,0.00,0.67
,5.77,09497700,2018-07-16 14:15,0.00,0.68
13.4,5.77,09497700,2018-07-16 14:30,0.00,0.67
,5.77,09497700,2018-07-16 14:45,0.00,0.67
,5.77,09497700,2018-07-16 15:00,0.00,0.67
,5.77,09497700,2018-07-16 15:15,0.00,0.68
13.1,5.77,09497700,2018-07-16 15:30,0.00,0.67
,5.77,09497700,2018-07-16 15:45,0.00,0.67
,5.77,09497700,2018-07-16 16:00,0.00,0.67
,5.77,09497700,2018-07-16 16:15,0.00,0.67
13.1,5.77,09497700,2018-07-16 16:30,0.00,0.67
,5.77,09497700,2018-07-16 16:45,0.00,0.67
,5.77,09497700,2018-07-16 17:00,0.00,0.67
,5.77,09497700,2018-07-16 17:15,0.00,0.67
12.8,5.77,09497700,2018-07-16 17:30,0.00,0.67
,5.77,09497700,2018-07-16 17:45,0.00,0.67
,5.77,09497700,2018-07-16 18:00,0.00,0.67
,5.77,09497700,2018-07-16 18:15,0.00,0.67
12.5,5.77,09497700,2018-07-16 18:30,0.00,0.68
,5.77,09497700,2018-07-16 18:45,0.00,0.67
,5.77,09497700,2018-07-16 19:00,0.00,0.68
,5.77,09497700,2018-07-16 19:15,0.01,0.67
12.5,5.77,09497700,2018-07-16 19:30,0.00,0.68
,5.77,09497700,2018-07-16 19:45,0.00,0.67
,5.77,09497700,2018-07-16 20:00,0.01,0.68
,5.77,09497700,2018-07-16 20:15,0.03,0.67
12.5,5.77,09497700,2018-07-16 20:30,0.02,0.68
,5.77,09497700,2018-07-16 20:45,0.02,0.68
,5.77,09497700,2018-07-16 21:00,0.03,0.68
,5.77,09497700,2018-07-16 21:15,0.02,0.68
12.5,5.78,09497700,2018-07-16 21:30,0.02,0.68
,5.78,09497700,2018-07-16 21:45,0.01,0.68
,5.78,09497700,2018-07-16 22:00,0.00,0.68
,5.78,09497700,2018-07-16 22:15,0.01,0.68
12.5,5.78,09497700,2018-07-16 22:30,0.01,0.68
,5.78,09497700,2018-07-16 22:45,0.00,0.68
,5.78,09497700,2018-07-16 23:00,0.00,0.68
,5.78,09497700,2018-07-16 23:15,0.00,0.68
12.5,5.78,09497700,2018-07-16 23:30,0.00,0.68
,5.78,09497700,2018-07-16 23:45,0.00,0.68
