GageHeight2,Flow,site_no,datetime,Precipitation,GageHeight
2.16,232,09396100,2018-07-14 00:00,0.00,2.16
2.05,186,09396100,2018-07-14 00:14,,2.05
2.05,186,09396100,2018-07-14 00:15,0.00,2.05
3.58,1320,09396100,2018-07-14 00:29,,3.58
3.58,1320,09396100,2018-07-14 00:30,0.00,3.58
4.20,1940,09396100,2018-07-14 00:44,,4.20
4.20,1940,09396100,2018-07-14 00:45,0.00,4.20
4.18,1920,09396100,2018-07-14 00:59,,4.18
4.18,1920,09396100,2018-07-14 01:00,0.00,4.18
3.77,1500,09396100,2018-07-14 01:14,,3.77
3.77,1500,09396100,2018-07-14 01:15,0.00,3.77
3.54,1280,09396100,2018-07-14 01:29,,3.54
3.54,1280,09396100,2018-07-14 01:30,0.00,3.54
3.16,966,09396100,2018-07-14 01:45,0.00,3.16
3.31,1080,09396100,2018-07-14 01:59,,3.31
3.31,1080,09396100,2018-07-14 02:00,0.00,3.31
3.21,1000,09396100,2018-07-14 02:14,,3.21
3.21,1000,09396100,2018-07-14 02:15,0.00,3.21
3.21,1000,09396100,2018-07-14 02:29,,3.21
3.04,859,09396100,2018-07-14 02:30,0.00,3.04
3.04,859,09396100,2018-07-14 02:44,,3.04
2.98,804,09396100,2018-07-14 02:45,0.00,2.98
2.99,812,09396100,2018-07-14 02:59,,2.99
2.99,812,09396100,2018-07-14 03:00,0.00,2.99
2.95,779,09396100,2018-07-14 03:15,0.00,2.95
3.41,1170,09396100,2018-07-14 03:29,,3.41
3.41,1170,09396100,2018-07-14 03:30,0.00,3.41
4.04,1770,09396100,2018-07-14 03:44,,4.04
4.04,1770,09396100,2018-07-14 03:45,0.00,4.04
4.04,1770,09396100,2018-07-14 03:59,,4.04
4.14,1880,09396100,2018-07-14 04:00,0.00,4.14
4.14,1880,09396100,2018-07-14 04:14,,4.14
4.08,1810,09396100,2018-07-14 04:15,0.00,4.08
4.14,1880,09396100,2018-07-14 04:29,,4.14
4.14,1880,09396100,2018-07-14 04:30,0.00,4.14
4.03,1760,09396100,2018-07-14 04:44,,4.03
4.03,1760,09396100,2018-07-14 04:45,0.00,4.03
3.72,1450,09396100,2018-07-14 04:59,,3.72
3.72,1450,09396100,2018-07-14 05:00,0.00,3.72
3.72,1450,09396100,2018-07-14 05:14,,3.72
3.68,1410,09396100,2018-07-14 05:15,0.00,3.68
3.79,1510,09396100,2018-07-14 05:29,,3.79
3.79,1510,09396100,2018-07-14 05:30,0.00,3.79
3.53,1270,09396100,2018-07-14 05:44,,3.53
3.53,1270,09396100,2018-07-14 05:45,0.00,3.53
3.75,1480,09396100,2018-07-14 05:59,,3.75
3.75,1480,09396100,2018-07-14 06:00,0.00,3.75
3.57,1310,09396100,2018-07-14 06:14,,3.57
3.57,1310,09396100,2018-07-14 06:15,0.00,3.57
3.82,1540,09396100,2018-07-14 06:29,,3.82
3.82,1540,09396100,2018-07-14 06:30,0.00,3.82
3.85,1570,09396100,2018-07-14 06:44,,3.85
3.85,1570,09396100,2018-07-14 06:45,0.00,3.85
3.88,1600,09396100,2018-07-14 06:59,,3.88
3.88,1600,09396100,2018-07-14 07:00,0.00,3.88
4.01,1740,09396100,2018-07-14 07:14,,4.01
4.01,1740,09396100,2018-07-14 07:15,0.00,4.01
3.98,1710,09396100,2018-07-14 07:29,,3.98
3.98,1710,09396100,2018-07-14 07:30,0.00,3.98
4.04,1770,09396100,2018-07-14 07:44,,4.04
4.04,1770,09396100,2018-07-14 07:45,0.00,4.04
3.96,1690,09396100,2018-07-14 07:59,,3.96
3.96,1690,09396100,2018-07-14 08:00,0.00,3.96
4.08,1810,09396100,2018-07-14 08:14,,4.08
4.08,1810,09396100,2018-07-14 08:15,0.00,4.08
3.79,1510,09396100,2018-07-14 08:29,,3.79
3.79,1510,09396100,2018-07-14 08:30,0.00,3.79
3.65,1380,09396100,2018-07-14 08:44,,3.65
3.65,1380,09396100,2018-07-14 08:45,0.00,3.65
3.99,1720,09396100,2018-07-14 08:59,,3.99
3.99,1720,09396100,2018-07-14 09:00,0.00,3.99
3.67,1400,09396100,2018-07-14 09:15,0.00,3.67
3.67,1400,09396100,2018-07-14 09:29,,3.67
3.80,1520,09396100,2018-07-14 09:30,0.00,3.80
3.80,1520,09396100,2018-07-14 09:44,,3.80
3.52,1260,09396100,2018-07-14 09:45,0.00,3.52
3.52,1260,09396100,2018-07-14 09:59,,3.52
3.54,1280,09396100,2018-07-14 10:00,0.00,3.54
3.54,1280,09396100,2018-07-14 10:14,,3.54
3.58,1320,09396100,2018-07-14 10:15,0.00,3.58
3.58,1320,09396100,2018-07-14 10:29,,3.58
3.48,1230,09396100,2018-07-14 10:30,0.00,3.48
3.48,1230,09396100,2018-07-14 10:44,,3.48
3.62,1350,09396100,2018-07-14 10:45,0.00,3.62
3.62,1350,09396100,2018-07-14 10:59,,3.62
3.52,1260,09396100,2018-07-14 11:00,0.00,3.52
3.42,1180,09396100,2018-07-14 11:14,,3.42
3.42,1180,09396100,2018-07-14 11:15,0.00,3.42
3.65,1380,09396100,2018-07-14 11:29,,3.65
3.65,1380,09396100,2018-07-14 11:30,0.00,3.65
3.43,1190,09396100,2018-07-14 11:44,,3.43
3.43,1190,09396100,2018-07-14 11:45,0.00,3.43
3.43,1190,09396100,2018-07-14 11:59,,3.43
3.43,1190,09396100,2018-07-14 12:00,0.00,3.43
3.62,1350,09396100,2018-07-14 12:14,,3.62
3.62,1350,09396100,2018-07-14 12:15,0.00,3.62
3.53,1270,09396100,2018-07-14 12:29,,3.53
3.53,1270,09396100,2018-07-14 12:30,0.00,3.53
3.46,1210,09396100,2018-07-14 12:44,,3.46
3.46,1210,09396100,2018-07-14 12:45,0.00,3.46
3.44,1190,09396100,2018-07-14 12:59,,3.44
3.44,1190,09396100,2018-07-14 13:00,0.00,3.44
3.63,1360,09396100,2018-07-14 13:15,0.00,3.63
3.63,1360,09396100,2018-07-14 13:29,,3.63
3.59,1330,09396100,2018-07-14 13:30,0.00,3.59
3.59,1330,09396100,2018-07-14 13:44,,3.59
3.63,1360,09396100,2018-07-14 13:45,0.00,3.63
3.42,1180,09396100,2018-07-14 13:59,,3.42
3.42,1180,09396100,2018-07-14 14:00,0.00,3.42
3.52,1260,09396100,2018-07-14 14:14,,3.52
3.52,1260,09396100,2018-07-14 14:15,0.00,3.52
3.49,1240,09396100,2018-07-14 14:29,,3.49
3.49,1240,09396100,2018-07-14 14:30,0.00,3.49
3.31,1080,09396100,2018-07-14 14:44,,3.31
3.31,1080,09396100,2018-07-14 14:45,0.00,3.31
3.34,1110,09396100,2018-07-14 14:59,,3.34
3.34,1110,09396100,2018-07-14 15:00,0.00,3.34
3.08,899,09396100,2018-07-14 15:14,,3.08
3.08,899,09396100,2018-07-14 15:15,0.00,3.08
3.11,928,09396100,2018-07-14 15:29,,3.11
3.11,928,09396100,2018-07-14 15:30,0.00,3.11
2.92,756,09396100,2018-07-14 15:44,,2.92
2.92,756,09396100,2018-07-14 15:45,0.00,2.92
3.01,830,09396100,2018-07-14 15:59,,3.01
3.01,830,09396100,2018-07-14 16:00,0.00,3.01
2.87,719,09396100,2018-07-14 16:15,0.00,2.87
2.87,719,09396100,2018-07-14 16:29,,2.87
2.77,642,09396100,2018-07-14 16:30,0.00,2.77
2.77,642,09396100,2018-07-14 16:44,,2.77
2.81,677,09396100,2018-07-14 16:45,0.00,2.81
2.70,580,09396100,2018-07-14 16:59,,2.70
2.70,580,09396100,2018-07-14 17:00,0.00,2.70
2.72,597,09396100,2018-07-14 17:14,,2.72
2.72,597,09396100,2018-07-14 17:15,0.00,2.72
2.63,522,09396100,2018-07-14 17:29,,2.63
2.63,522,09396100,2018-07-14 17:30,0.00,2.63
2.63,522,09396100,2018-07-14 17:44,,2.63
2.59,491,09396100,2018-07-14 17:45,0.00,2.59
2.59,491,09396100,2018-07-14 17:59,,2.59
2.55,461,09396100,2018-07-14 18:00,0.00,2.55
2.49,419,09396100,2018-07-14 18:15,0.00,2.49
2.49,419,09396100,2018-07-14 18:29,,2.49
2.47,405,09396100,2018-07-14 18:30,0.00,2.47
2.47,405,09396100,2018-07-14 18:44,,2.47
2.40,360,09396100,2018-07-14 18:45,0.00,2.40
2.40,360,09396100,2018-07-14 18:59,,2.40
2.40,360,09396100,2018-07-14 19:00,0.00,2.40
2.35,330,09396100,2018-07-14 19:14,,2.35
2.35,330,09396100,2018-07-14 19:15,0.00,2.35
2.31,308,09396100,2018-07-14 19:29,,2.31
2.31,308,09396100,2018-07-14 19:30,0.00,2.31
2.29,297,09396100,2018-07-14 19:45,0.00,2.29
2.27,286,09396100,2018-07-14 19:59,,2.27
2.27,286,09396100,2018-07-14 20:00,0.00,2.27
2.24,271,09396100,2018-07-14 20:14,,2.24
2.24,271,09396100,2018-07-14 20:15,0.00,2.24
2.24,271,09396100,2018-07-14 20:29,,2.24
2.23,266,09396100,2018-07-14 20:30,0.00,2.23
2.23,266,09396100,2018-07-14 20:44,,2.23
2.20,251,09396100,2018-07-14 20:45,0.00,2.20
2.18,241,09396100,2018-07-14 20:59,,2.18
2.18,241,09396100,2018-07-14 21:00,0.00,2.18
2.18,241,09396100,2018-07-14 21:14,,2.18
2.18,241,09396100,2018-07-14 21:15,0.00,2.18
2.12,214,09396100,2018-07-14 21:29,,2.12
2.12,214,09396100,2018-07-14 21:30,0.00,2.12
2.12,214,09396100,2018-07-14 21:44,,2.12
2.12,214,09396100,2018-07-14 21:45,0.00,2.12
2.11,210,09396100,2018-07-14 21:59,,2.11
