Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
11.0,16200,09380000,2018-06-27 00:00,669,0.00,9.97
10.9,16000,09380000,2018-06-27 00:15,668,0.00,9.93
10.9,15700,09380000,2018-06-27 00:30,668,0.00,9.88
10.8,15400,09380000,2018-06-27 00:45,672,0.00,9.82
10.8,15100,09380000,2018-06-27 01:00,672,0.00,9.77
10.8,14700,09380000,2018-06-27 01:15,672,0.00,9.68
10.7,14300,09380000,2018-06-27 01:30,673,0.00,9.61
10.7,13900,09380000,2018-06-27 01:45,672,0.00,9.53
10.7,13600,09380000,2018-06-27 02:00,671,0.00,9.46
10.6,13200,09380000,2018-06-27 02:15,672,0.00,9.38
10.6,12900,09380000,2018-06-27 02:30,670,0.00,9.32
10.6,12600,09380000,2018-06-27 02:45,671,0.00,9.24
10.6,12300,09380000,2018-06-27 03:00,671,0.00,9.17
10.6,11900,09380000,2018-06-27 03:15,671,0.00,9.09
10.5,11600,09380000,2018-06-27 03:30,671,0.00,9.03
10.5,11300,09380000,2018-06-27 03:45,677,0.00,8.95
10.5,11100,09380000,2018-06-27 04:00,671,0.00,8.90
10.5,10800,09380000,2018-06-27 04:15,670,0.00,8.84
10.5,10600,09380000,2018-06-27 04:30,670,0.00,8.79
10.5,10400,09380000,2018-06-27 04:45,671,0.00,8.73
10.4,10200,09380000,2018-06-27 05:00,675,0.00,8.69
10.4,10000,09380000,2018-06-27 05:15,674,0.00,8.65
10.4,9890,09380000,2018-06-27 05:30,673,0.00,8.61
10.4,9810,09380000,2018-06-27 05:45,672,0.00,8.59
10.4,9730,09380000,2018-06-27 06:00,674,0.00,8.57
10.4,9730,09380000,2018-06-27 06:15,673,0.00,8.57
10.4,9730,09380000,2018-06-27 06:30,674,0.00,8.57
10.4,9770,09380000,2018-06-27 06:45,674,0.00,8.58
10.4,9850,09380000,2018-06-27 07:00,674,0.00,8.60
10.4,9960,09380000,2018-06-27 07:15,671,0.00,8.63
10.4,10000,09380000,2018-06-27 07:30,670,0.00,8.65
10.5,10300,09380000,2018-06-27 07:45,671,0.00,8.71
10.5,10600,09380000,2018-06-27 08:00,669,0.00,8.78
10.5,10900,09380000,2018-06-27 08:15,669,0.00,8.85
