Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
11.0,15900,09380000,2018-06-28 00:00,671,0.00,9.91
10.9,15600,09380000,2018-06-28 00:15,671,0.00,9.86
10.9,15300,09380000,2018-06-28 00:30,671,0.00,9.80
10.8,14900,09380000,2018-06-28 00:45,672,0.00,9.72
10.8,14500,09380000,2018-06-28 01:00,673,0.00,9.64
10.7,14100,09380000,2018-06-28 01:15,672,0.00,9.56
10.7,13700,09380000,2018-06-28 01:30,670,0.00,9.49
10.6,13400,09380000,2018-06-28 01:45,672,0.00,9.41
10.6,13000,09380000,2018-06-28 02:00,676,0.00,9.33
10.6,12600,09380000,2018-06-28 02:15,676,0.00,9.25
10.6,12300,09380000,2018-06-28 02:30,676,0.00,9.19
10.5,12100,09380000,2018-06-28 02:45,677,0.00,9.13
10.5,11800,09380000,2018-06-28 03:00,676,0.00,9.07
10.5,11500,09380000,2018-06-28 03:15,677,0.00,9.00
10.4,11300,09380000,2018-06-28 03:30,678,0.00,8.95
10.4,11000,09380000,2018-06-28 03:45,678,0.00,8.88
10.4,10800,09380000,2018-06-28 04:00,678,0.00,8.83
10.4,10500,09380000,2018-06-28 04:15,679,0.00,8.77
10.4,10400,09380000,2018-06-28 04:30,674,0.00,8.73
10.4,10200,09380000,2018-06-28 04:45,679,0.00,8.69
10.4,10000,09380000,2018-06-28 05:00,673,0.00,8.65
10.3,9880,09380000,2018-06-28 05:15,668,0.00,8.61
10.3,9770,09380000,2018-06-28 05:30,666,0.00,8.58
10.3,9730,09380000,2018-06-28 05:45,665,0.00,8.57
10.3,9690,09380000,2018-06-28 06:00,665,0.00,8.56
10.3,9650,09380000,2018-06-28 06:15,665,0.00,8.55
10.3,9650,09380000,2018-06-28 06:30,666,0.00,8.55
10.3,9690,09380000,2018-06-28 06:45,667,0.00,8.56
10.3,9690,09380000,2018-06-28 07:00,667,0.00,8.56
10.3,9730,09380000,2018-06-28 07:15,667,0.00,8.57
10.4,9800,09380000,2018-06-28 07:30,666,0.00,8.59
10.4,9880,09380000,2018-06-28 07:45,667,0.00,8.61
10.4,10000,09380000,2018-06-28 08:00,666,0.00,8.65
10.4,10300,09380000,2018-06-28 08:15,666,0.00,8.72
