BatteryVoltage,Flow,site_no,datetime,Precipitation,GageHeight
,5.76,09497700,2018-07-06 00:00,0.00,0.68
,5.76,09497700,2018-07-06 00:15,0.00,0.68
12.5,5.76,09497700,2018-07-06 00:30,0.00,0.68
,5.76,09497700,2018-07-06 00:45,0.00,0.68
,5.76,09497700,2018-07-06 01:00,0.00,0.68
,5.76,09497700,2018-07-06 01:15,0.00,0.68
12.5,5.76,09497700,2018-07-06 01:30,0.00,0.68
,5.76,09497700,2018-07-06 01:45,0.00,0.68
,5.76,09497700,2018-07-06 02:00,0.00,0.68
,5.76,09497700,2018-07-06 02:15,0.00,0.68
12.5,5.76,09497700,2018-07-06 02:30,0.00,0.68
,5.75,09497700,2018-07-06 02:45,0.00,0.68
,5.75,09497700,2018-07-06 03:00,0.00,0.68
,5.76,09497700,2018-07-06 03:15,0.00,0.68
12.5,5.76,09497700,2018-07-06 03:30,0.00,0.68
,5.77,09497700,2018-07-06 03:45,0.00,0.68
,5.77,09497700,2018-07-06 04:00,0.00,0.68
,5.77,09497700,2018-07-06 04:15,0.00,0.68
12.5,5.77,09497700,2018-07-06 04:30,0.00,0.68
,5.77,09497700,2018-07-06 04:45,0.00,0.68
,5.77,09497700,2018-07-06 05:00,0.00,0.68
,5.77,09497700,2018-07-06 05:15,0.00,0.68
12.5,5.77,09497700,2018-07-06 05:30,0.00,0.68
,5.77,09497700,2018-07-06 05:45,0.00,0.68
,5.77,09497700,2018-07-06 06:00,0.00,0.68
,5.77,09497700,2018-07-06 06:15,0.00,0.68
13.1,5.77,09497700,2018-07-06 06:30,0.00,0.68
,5.77,09497700,2018-07-06 06:45,0.00,0.68
,5.77,09497700,2018-07-06 07:00,0.00,0.68
,5.77,09497700,2018-07-06 07:15,0.00,0.68
13.4,5.76,09497700,2018-07-06 07:30,0.00,0.68
,5.76,09497700,2018-07-06 07:45,0.00,0.68
,5.76,09497700,2018-07-06 08:00,0.00,0.68
,5.76,09497700,2018-07-06 08:15,0.00,0.68
13.7,5.76,09497700,2018-07-06 08:30,0.00,0.68
,5.76,09497700,2018-07-06 08:45,0.00,0.68
,5.76,09497700,2018-07-06 09:00,0.00,0.68
,5.76,09497700,2018-07-06 09:15,0.00,0.68
13.4,5.76,09497700,2018-07-06 09:30,0.00,0.68
,5.76,09497700,2018-07-06 09:45,0.00,0.68
,5.76,09497700,2018-07-06 10:00,0.00,0.68
,5.75,09497700,2018-07-06 10:15,0.00,0.68
13.4,5.75,09497700,2018-07-06 10:30,0.00,0.68
,5.75,09497700,2018-07-06 10:45,0.00,0.68
,5.75,09497700,2018-07-06 11:00,0.00,0.68
,5.75,09497700,2018-07-06 11:15,0.00,0.68
13.4,5.75,09497700,2018-07-06 11:30,0.00,0.68
,5.75,09497700,2018-07-06 11:45,0.00,0.68
,5.75,09497700,2018-07-06 12:00,0.00,0.68
,5.75,09497700,2018-07-06 12:15,0.00,0.68
13.1,5.75,09497700,2018-07-06 12:30,0.00,0.68
,5.75,09497700,2018-07-06 12:45,0.00,0.68
,5.75,09497700,2018-07-06 13:00,0.00,0.68
,5.75,09497700,2018-07-06 13:15,0.00,0.68
13.4,5.76,09497700,2018-07-06 13:30,0.00,0.68
,5.76,09497700,2018-07-06 13:45,0.00,0.67
,5.75,09497700,2018-07-06 14:00,0.00,0.67
,5.75,09497700,2018-07-06 14:15,0.00,0.68
13.1,5.75,09497700,2018-07-06 14:30,0.00,0.67
,5.76,09497700,2018-07-06 14:45,0.00,0.67
,5.76,09497700,2018-07-06 15:00,0.00,0.67
,5.76,09497700,2018-07-06 15:15,0.00,0.68
13.1,5.76,09497700,2018-07-06 15:30,0.00,0.67
,5.77,09497700,2018-07-06 15:45,0.00,0.67
,5.77,09497700,2018-07-06 16:00,0.00,0.67
,5.76,09497700,2018-07-06 16:15,0.00,0.67
12.8,5.76,09497700,2018-07-06 16:30,0.00,0.67
,5.76,09497700,2018-07-06 16:45,0.00,0.67
,5.76,09497700,2018-07-06 17:00,0.01,0.68
,5.77,09497700,2018-07-06 17:15,0.06,0.67
12.8,5.77,09497700,2018-07-06 17:30,0.01,0.67
,5.77,09497700,2018-07-06 17:45,0.00,0.67
,5.77,09497700,2018-07-06 18:00,0.00,0.67
,5.77,09497700,2018-07-06 18:15,0.00,0.67
12.5,5.77,09497700,2018-07-06 18:30,0.00,0.68
,5.77,09497700,2018-07-06 18:45,0.00,0.68
,5.77,09497700,2018-07-06 19:00,0.00,0.68
,5.77,09497700,2018-07-06 19:15,0.00,0.68
12.5,5.77,09497700,2018-07-06 19:30,0.00,0.68
,5.77,09497700,2018-07-06 19:45,0.00,0.68
,5.77,09497700,2018-07-06 20:00,0.00,0.68
,5.77,09497700,2018-07-06 20:15,0.00,0.68
12.5,5.77,09497700,2018-07-06 20:30,0.00,0.68
,5.77,09497700,2018-07-06 20:45,0.00,0.68
,5.76,09497700,2018-07-06 21:00,0.00,0.68
,5.76,09497700,2018-07-06 21:15,0.00,0.68
12.5,5.76,09497700,2018-07-06 21:30,0.00,0.68
,5.76,09497700,2018-07-06 21:45,0.00,0.68
,5.76,09497700,2018-07-06 22:00,0.00,0.68
,5.76,09497700,2018-07-06 22:15,0.00,0.68
12.5,5.76,09497700,2018-07-06 22:30,0.00,0.68
,5.76,09497700,2018-07-06 22:45,0.00,0.68
,5.76,09497700,2018-07-06 23:00,0.00,0.68
,5.76,09497700,2018-07-06 23:15,0.00,0.68
12.5,5.76,09497700,2018-07-06 23:30,0.00,0.68
,5.76,09497700,2018-07-06 23:45,0.00,0.68
