BatteryVoltage,Flow,site_no,datetime,Precipitation,GageHeight
,5.77,09497700,2018-07-19 00:00,0.00,0.68
,5.77,09497700,2018-07-19 00:15,0.00,0.68
12.5,5.77,09497700,2018-07-19 00:30,0.00,0.68
,5.77,09497700,2018-07-19 00:45,0.00,0.68
,5.77,09497700,2018-07-19 01:00,0.00,0.68
,5.77,09497700,2018-07-19 01:15,0.00,0.68
12.5,5.77,09497700,2018-07-19 01:30,0.00,0.68
,5.77,09497700,2018-07-19 01:45,0.00,0.68
,5.77,09497700,2018-07-19 02:00,0.00,0.68
,5.77,09497700,2018-07-19 02:15,0.00,0.68
12.5,5.78,09497700,2018-07-19 02:30,0.00,0.68
,5.78,09497700,2018-07-19 02:45,0.00,0.68
,5.78,09497700,2018-07-19 03:00,0.00,0.68
,5.78,09497700,2018-07-19 03:15,0.00,0.68
12.5,5.78,09497700,2018-07-19 03:30,0.00,0.68
,5.78,09497700,2018-07-19 03:45,0.00,0.68
,5.78,09497700,2018-07-19 04:00,0.00,0.68
,5.78,09497700,2018-07-19 04:15,0.00,0.68
12.5,5.78,09497700,2018-07-19 04:30,0.00,0.68
,5.77,09497700,2018-07-19 04:45,0.00,0.68
,5.78,09497700,2018-07-19 05:00,0.00,0.68
,5.78,09497700,2018-07-19 05:15,0.00,0.68
12.5,5.78,09497700,2018-07-19 05:30,0.00,0.68
,5.78,09497700,2018-07-19 05:45,0.00,0.68
,5.78,09497700,2018-07-19 06:00,0.00,0.68
,5.78,09497700,2018-07-19 06:15,0.00,0.68
12.8,5.78,09497700,2018-07-19 06:30,0.00,0.68
,5.78,09497700,2018-07-19 06:45,0.00,0.68
,5.78,09497700,2018-07-19 07:00,0.00,0.68
,5.78,09497700,2018-07-19 07:15,0.00,0.68
12.8,5.77,09497700,2018-07-19 07:30,0.00,0.68
,5.77,09497700,2018-07-19 07:45,0.00,0.68
,5.77,09497700,2018-07-19 08:00,0.00,0.68
,5.77,09497700,2018-07-19 08:15,0.00,0.68
13.1,5.77,09497700,2018-07-19 08:30,0.00,0.68
,5.77,09497700,2018-07-19 08:45,0.00,0.68
,5.77,09497700,2018-07-19 09:00,0.00,0.68
,5.77,09497700,2018-07-19 09:15,0.00,0.68
13.4,5.77,09497700,2018-07-19 09:30,0.00,0.68
,5.77,09497700,2018-07-19 09:45,0.00,0.68
,5.77,09497700,2018-07-19 10:00,0.00,0.68
,5.78,09497700,2018-07-19 10:15,0.00,0.68
13.4,5.77,09497700,2018-07-19 10:30,0.00,0.68
,5.77,09497700,2018-07-19 10:45,0.00,0.67
,5.77,09497700,2018-07-19 11:00,0.00,0.68
,5.77,09497700,2018-07-19 11:15,0.00,0.67
13.4,5.77,09497700,2018-07-19 11:30,0.00,0.68
,5.77,09497700,2018-07-19 11:45,0.00,0.68
,5.77,09497700,2018-07-19 12:00,0.00,0.67
,5.78,09497700,2018-07-19 12:15,0.00,0.67
13.1,5.78,09497700,2018-07-19 12:30,0.00,0.67
,5.78,09497700,2018-07-19 12:45,0.00,0.67
,5.77,09497700,2018-07-19 13:00,0.00,0.67
,5.77,09497700,2018-07-19 13:15,0.00,0.67
13.1,5.77,09497700,2018-07-19 13:30,0.00,0.67
,5.77,09497700,2018-07-19 13:45,0.00,0.67
,5.77,09497700,2018-07-19 14:00,0.00,0.68
,5.77,09497700,2018-07-19 14:15,0.00,0.67
12.8,5.78,09497700,2018-07-19 14:30,0.09,0.67
,5.78,09497700,2018-07-19 14:45,0.10,0.68
,5.78,09497700,2018-07-19 15:00,0.01,0.67
,5.78,09497700,2018-07-19 15:15,0.00,0.67
12.8,5.78,09497700,2018-07-19 15:30,0.00,0.67
,5.78,09497700,2018-07-19 15:45,0.00,0.67
,5.78,09497700,2018-07-19 16:00,0.00,0.67
,5.78,09497700,2018-07-19 16:15,0.00,0.67
12.8,5.78,09497700,2018-07-19 16:30,0.00,0.67
,5.85,09497700,2018-07-19 16:45,0.00,0.67
,5.85,09497700,2018-07-19 17:00,0.00,0.67
,5.83,09497700,2018-07-19 17:15,0.00,0.67
12.5,5.82,09497700,2018-07-19 17:30,0.00,0.68
,5.81,09497700,2018-07-19 17:45,0.00,0.67
,5.81,09497700,2018-07-19 18:00,0.00,0.68
,5.80,09497700,2018-07-19 18:15,0.00,0.68
12.5,5.80,09497700,2018-07-19 18:30,0.00,0.68
,5.79,09497700,2018-07-19 18:45,0.00,0.67
,5.79,09497700,2018-07-19 19:00,0.00,0.67
,5.79,09497700,2018-07-19 19:15,0.00,0.67
12.5,5.78,09497700,2018-07-19 19:30,0.00,0.68
,5.78,09497700,2018-07-19 19:45,0.00,0.67
,5.78,09497700,2018-07-19 20:00,0.00,0.68
,5.78,09497700,2018-07-19 20:15,0.00,0.68
12.5,5.78,09497700,2018-07-19 20:30,0.00,0.68
,5.78,09497700,2018-07-19 20:45,0.00,0.68
,5.78,09497700,2018-07-19 21:00,0.00,0.68
,5.78,09497700,2018-07-19 21:15,0.00,0.68
12.5,5.77,09497700,2018-07-19 21:30,0.00,0.68
,5.77,09497700,2018-07-19 21:45,0.00,0.68
,5.78,09497700,2018-07-19 22:00,0.00,0.68
,5.77,09497700,2018-07-19 22:15,0.00,0.67
12.5,5.77,09497700,2018-07-19 22:30,0.00,0.68
,5.77,09497700,2018-07-19 22:45,0.00,0.68
,5.77,09497700,2018-07-19 23:00,0.00,0.68
,5.77,09497700,2018-07-19 23:15,0.00,0.68
12.5,5.77,09497700,2018-07-19 23:30,0.00,0.68
,5.77,09497700,2018-07-19 23:45,0.00,0.68
