Temp,Flow,site_no,datetime,Velocity,GageHeight
79.0,154,09429070,2018-07-01 00:00,0.75,6.06
78.8,142,09429070,2018-07-01 00:15,0.68,6.17
78.8,137,09429070,2018-07-01 00:30,0.65,6.24
78.6,186,09429070,2018-07-01 00:45,0.87,6.28
78.5,184,09429070,2018-07-01 01:00,0.86,6.30
78.4,180,09429070,2018-07-01 01:15,0.82,6.45
78.3,178,09429070,2018-07-01 01:30,0.80,6.50
78.2,175,09429070,2018-07-01 01:45,0.78,6.55
78.0,169,09429070,2018-07-01 02:00,0.75,6.57
77.9,159,09429070,2018-07-01 02:15,0.69,6.68
77.8,177,09429070,2018-07-01 02:30,0.76,6.77
77.7,179,09429070,2018-07-01 02:45,0.76,6.81
77.6,158,09429070,2018-07-01 03:00,0.67,6.86
77.5,170,09429070,2018-07-01 03:15,0.72,6.89
77.4,175,09429070,2018-07-01 03:30,0.73,6.91
77.3,164,09429070,2018-07-01 03:45,0.67,7.04
77.2,162,09429070,2018-07-01 04:00,0.66,7.10
77.1,155,09429070,2018-07-01 04:15,0.62,7.14
77.0,158,09429070,2018-07-01 04:30,0.63,7.18
76.9,169,09429070,2018-07-01 04:45,0.68,7.20
76.8,150,09429070,2018-07-01 05:00,0.59,7.30
76.8,165,09429070,2018-07-01 05:15,0.64,7.37
76.7,156,09429070,2018-07-01 05:30,0.60,7.40
76.6,158,09429070,2018-07-01 05:45,0.61,7.45
76.5,170,09429070,2018-07-01 06:00,0.65,7.47
76.4,166,09429070,2018-07-01 06:15,0.63,7.48
76.2,169,09429070,2018-07-01 06:30,0.64,7.51
76.2,175,09429070,2018-07-01 06:45,0.66,7.53
76.0,174,09429070,2018-07-01 07:00,0.66,7.54
76.0,182,09429070,2018-07-01 07:15,0.68,7.56
75.9,175,09429070,2018-07-01 07:30,0.66,7.56
75.9,169,09429070,2018-07-01 07:45,0.63,7.57
75.8,175,09429070,2018-07-01 08:00,0.66,7.58
75.8,166,09429070,2018-07-01 08:15,0.62,7.58
75.8,172,09429070,2018-07-01 08:30,0.65,7.58
75.8,179,09429070,2018-07-01 08:45,0.67,7.59
75.8,169,09429070,2018-07-01 09:00,0.63,7.59
75.8,177,09429070,2018-07-01 09:15,0.66,7.59
75.9,207,09429070,2018-07-01 09:30,0.79,7.50
75.9,188,09429070,2018-07-01 09:45,0.72,7.43
76.0,180,09429070,2018-07-01 10:00,0.69,7.40
76.2,174,09429070,2018-07-01 10:15,0.67,7.37
76.3,173,09429070,2018-07-01 10:30,0.67,7.34
76.5,194,09429070,2018-07-01 10:45,0.75,7.34
76.7,181,09429070,2018-07-01 11:00,0.71,7.32
76.9,173,09429070,2018-07-01 11:15,0.68,7.30
77.1,182,09429070,2018-07-01 11:30,0.72,7.28
77.4,206,09429070,2018-07-01 11:45,0.82,7.18
77.7,206,09429070,2018-07-01 12:00,0.83,7.11
78.0,201,09429070,2018-07-01 12:15,0.82,7.06
78.3,195,09429070,2018-07-01 12:30,0.80,7.02
78.6,200,09429070,2018-07-01 12:45,0.82,6.99
78.8,152,09429070,2018-07-01 13:00,0.63,6.96
79.2,148,09429070,2018-07-01 13:15,0.61,6.96
79.4,154,09429070,2018-07-01 13:30,0.66,6.80
79.7,152,09429070,2018-07-01 13:45,0.66,6.74
80.0,155,09429070,2018-07-01 14:00,0.67,6.69
80.3,156,09429070,2018-07-01 14:15,0.68,6.66
80.5,154,09429070,2018-07-01 14:30,0.68,6.62
80.8,150,09429070,2018-07-01 14:45,0.67,6.53
81.0,152,09429070,2018-07-01 15:00,0.69,6.41
81.2,154,09429070,2018-07-01 15:15,0.72,6.34
81.4,151,09429070,2018-07-01 15:30,0.70,6.30
81.5,155,09429070,2018-07-01 15:45,0.73,6.26
81.7,153,09429070,2018-07-01 16:00,0.73,6.23
81.8,154,09429070,2018-07-01 16:15,0.73,6.21
81.9,145,09429070,2018-07-01 16:30,0.69,6.19
81.9,155,09429070,2018-07-01 16:45,0.75,6.15
82.0,160,09429070,2018-07-01 17:00,0.79,6.04
82.0,155,09429070,2018-07-01 17:15,0.78,5.95
82.0,151,09429070,2018-07-01 17:30,0.76,5.90
81.9,152,09429070,2018-07-01 17:45,0.78,5.85
81.9,156,09429070,2018-07-01 18:00,0.81,5.82
81.8,157,09429070,2018-07-01 18:15,0.81,5.80
81.7,153,09429070,2018-07-01 18:30,0.80,5.77
81.6,147,09429070,2018-07-01 18:45,0.77,5.75
81.5,224,09429070,2018-07-01 19:00,1.20,5.62
81.4,161,09429070,2018-07-01 19:15,0.88,5.54
81.3,165,09429070,2018-07-01 19:30,0.91,5.50
81.2,167,09429070,2018-07-01 19:45,0.93,5.45
81.1,158,09429070,2018-07-01 20:00,0.89,5.42
81.0,152,09429070,2018-07-01 20:15,0.86,5.40
80.8,151,09429070,2018-07-01 20:30,0.86,5.38
80.7,154,09429070,2018-07-01 20:45,0.88,5.36
80.5,155,09429070,2018-07-01 21:00,0.89,5.35
80.4,153,09429070,2018-07-01 21:15,0.88,5.33
80.2,158,09429070,2018-07-01 21:30,0.91,5.33
80.1,154,09429070,2018-07-01 21:45,0.89,5.32
80.0,164,09429070,2018-07-01 22:00,0.94,5.31
79.8,163,09429070,2018-07-01 22:15,0.94,5.31
79.7,160,09429070,2018-07-01 22:30,0.92,5.30
79.5,168,09429070,2018-07-01 22:45,0.97,5.31
79.4,160,09429070,2018-07-01 23:00,0.90,5.40
79.4,169,09429070,2018-07-01 23:15,0.94,5.45
79.4,153,09429070,2018-07-01 23:30,0.85,5.47
79.2,156,09429070,2018-07-01 23:45,0.86,5.49
