"179"	"2018-05-01"	2000.00	"MAIL"	"N"	1	804.00
"179"	"2018-06-01"	2000.00	"MAIL"	"N"	2	1698.00
"179"	"2018-07-01"	2000.00	"MAIL"	"N"	3	731.00
"179"	"2018-08-01"	2000.00	"MAIL"	"N"	4	603.00
"179"	"2018-09-01"	2000.00	"MAIL"	"N"	5	1503.00
"179"	"2018-10-01"	2000.00	"MAIL"	"N"	6	724.00
"179"	"2018-11-01"	2000.00	"MAIL"	"N"	7	575.00
"179"	"2018-12-01"	2000.00	"MAIL"	"N"	8	1403.00
"179"	"2019-01-01"	2000.00	"MAIL"	"N"	9	1199.00
"179"	"2019-02-01"	2000.00	"MAIL"	"N"	10	249.00
"179"	"2019-03-01"	2000.00	"MAIL"	"N"	11	1866.00
"179"	"2019-04-01"	2000.00	"MAIL"	"N"	12	0.00
"728"	"2016-10-01"	4000.00	"ECOM"	"Y"	1	1933.00
"728"	"2016-11-01"	4000.00	"ECOM"	"Y"	2	711.00
"728"	"2016-12-01"	4000.00	"ECOM"	"Y"	3	1808.00
"728"	"2017-01-01"	4000.00	"ECOM"	"Y"	4	905.00
"728"	"2017-02-01"	4000.00	"ECOM"	"Y"	5	1460.00
"728"	"2017-03-01"	4000.00	"ECOM"	"Y"	6	0.00
"728"	"2017-04-01"	4000.00	"ECOM"	"Y"	7	229.00
"728"	"2017-05-01"	4000.00	"ECOM"	"Y"	8	1274.00
"728"	"2017-06-01"	4000.00	"ECOM"	"Y"	9	554.00
"728"	"2017-07-01"	4000.00	"ECOM"	"Y"	10	2221.00
"728"	"2017-08-01"	4000.00	"ECOM"	"Y"	11	1345.00
"728"	"2017-09-01"	4000.00	"ECOM"	"Y"	12	2816.00
"728"	"2017-10-01"	4000.00	"ECOM"	"Y"	13	54.00
"728"	"2017-11-01"	4000.00	"ECOM"	"Y"	14	1569.00
"728"	"2017-12-01"	4000.00	"ECOM"	"Y"	15	717.00
"728"	"2018-01-01"	4000.00	"ECOM"	"Y"	16	2721.00
"728"	"2018-02-01"	4000.00	"ECOM"	"Y"	17	2152.00
"728"	"2018-03-01"	4000.00	"ECOM"	"Y"	18	706.00
"728"	"2018-04-01"	4000.00	"ECOM"	"Y"	19	1645.00
"728"	"2018-05-01"	4000.00	"ECOM"	"Y"	20	1754.00
"728"	"2018-06-01"	4000.00	"ECOM"	"Y"	21	1799.00
"728"	"2018-07-01"	4000.00	"ECOM"	"Y"	22	1914.00
"728"	"2018-08-01"	4000.00	"ECOM"	"Y"	23	1453.00
"728"	"2018-09-01"	4000.00	"ECOM"	"Y"	24	1314.00
"728"	"2018-10-01"	4000.00	"ECOM"	"Y"	25	2414.00
"728"	"2018-11-01"	4000.00	"ECOM"	"Y"	26	2702.00
"728"	"2018-12-01"	4000.00	"ECOM"	"Y"	27	2256.00
"728"	"2019-01-01"	4000.00	"ECOM"	"Y"	28	550.00
"728"	"2019-02-01"	4000.00	"ECOM"	"Y"	29	2495.00
"728"	"2019-03-01"	4000.00	"ECOM"	"Y"	30	0.00
"728"	"2019-04-01"	4000.00	"ECOM"	"Y"	31	2173.00
"365"	"2017-03-01"	3000.00	"MAIL"	"N"	1	364.00
"365"	"2017-04-01"	3000.00	"MAIL"	"N"	2	2081.00
"365"	"2017-05-01"	3000.00	"MAIL"	"N"	3	1059.00
"365"	"2017-06-01"	3000.00	"MAIL"	"N"	4	1265.00
"365"	"2017-07-01"	3000.00	"MAIL"	"N"	5	481.00
"365"	"2017-08-01"	3000.00	"MAIL"	"N"	6	1032.00
"365"	"2017-09-01"	3000.00	"MAIL"	"N"	7	687.00
"365"	"2017-10-01"	3000.00	"MAIL"	"N"	8	1640.00
"365"	"2017-11-01"	3000.00	"MAIL"	"N"	9	1278.00
"365"	"2017-12-01"	3000.00	"MAIL"	"N"	10	521.00
"365"	"2018-01-01"	3000.00	"MAIL"	"N"	11	406.00
"365"	"2018-02-01"	3000.00	"MAIL"	"N"	12	10.00
"365"	"2018-03-01"	3000.00	"MAIL"	"N"	13	0.00
"365"	"2018-04-01"	3000.00	"MAIL"	"N"	14	2746.00
"365"	"2018-05-01"	3000.00	"MAIL"	"N"	15	893.00
"365"	"2018-06-01"	3000.00	"MAIL"	"N"	16	1945.00
"365"	"2018-07-01"	3000.00	"MAIL"	"N"	17	83.00
"365"	"2018-08-01"	3000.00	"MAIL"	"N"	18	139.00
"365"	"2018-09-01"	3000.00	"MAIL"	"N"	19	1318.00
"365"	"2018-10-01"	3000.00	"MAIL"	"N"	20	589.00
"365"	"2018-11-01"	3000.00	"MAIL"	"N"	21	528.00
"365"	"2018-12-01"	3000.00	"MAIL"	"N"	22	291.00
"365"	"2019-01-01"	3000.00	"MAIL"	"N"	23	652.00
"365"	"2019-02-01"	3000.00	"MAIL"	"N"	24	0.00
"365"	"2019-03-01"	3000.00	"MAIL"	"N"	25	1011.00
"365"	"2019-04-01"	3000.00	"MAIL"	"N"	26	1424.00
"1266"	"2016-08-01"	7000.00	"MAIL"	"N"	1	0.00
"1266"	"2016-09-01"	7000.00	"MAIL"	"N"	2	1000.00
"1266"	"2016-10-01"	7000.00	"MAIL"	"N"	3	1177.00
"1266"	"2016-11-01"	7000.00	"MAIL"	"N"	4	1604.00
"1266"	"2016-12-01"	7000.00	"MAIL"	"N"	5	465.00
"1266"	"2017-01-01"	7000.00	"MAIL"	"N"	6	885.00
"1266"	"2017-02-01"	7000.00	"MAIL"	"N"	7	1048.00
"1266"	"2017-03-01"	7000.00	"MAIL"	"N"	8	78.00
"1266"	"2017-04-01"	7000.00	"MAIL"	"N"	9	1598.00
"1266"	"2017-05-01"	7000.00	"MAIL"	"N"	10	0.00
"1266"	"2017-06-01"	7000.00	"MAIL"	"N"	11	1023.00
"1266"	"2017-07-01"	7000.00	"MAIL"	"N"	12	645.00
"1266"	"2017-08-01"	7000.00	"MAIL"	"N"	13	0.00
"1266"	"2017-09-01"	7000.00	"MAIL"	"N"	14	0.00
"1266"	"2017-10-01"	7000.00	"MAIL"	"N"	15	816.00
"1266"	"2017-11-01"	7000.00	"MAIL"	"N"	16	1635.00
"1266"	"2017-12-01"	7000.00	"MAIL"	"N"	17	1014.00
"1266"	"2018-01-01"	7000.00	"MAIL"	"N"	18	1136.00
"1266"	"2018-02-01"	7000.00	"MAIL"	"N"	19	446.00
"1266"	"2018-03-01"	7000.00	"MAIL"	"N"	20	494.00
