Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
10.6,17700,09380000,2018-07-04 00:00,678,0.00,10.24
10.6,17400,09380000,2018-07-04 00:15,676,0.00,10.20
10.5,17100,09380000,2018-07-04 00:30,679,0.00,10.14
10.5,16600,09380000,2018-07-04 00:45,679,0.00,10.05
10.4,16300,09380000,2018-07-04 01:00,680,0.00,9.99
10.4,15900,09380000,2018-07-04 01:15,679,0.00,9.92
10.4,15500,09380000,2018-07-04 01:30,679,0.00,9.84
10.3,15000,09380000,2018-07-04 01:45,679,0.00,9.75
10.3,14700,09380000,2018-07-04 02:00,680,0.00,9.68
10.3,14300,09380000,2018-07-04 02:15,679,0.00,9.61
10.3,14000,09380000,2018-07-04 02:30,679,0.00,9.55
10.2,13700,09380000,2018-07-04 02:45,679,0.00,9.48
10.2,13400,09380000,2018-07-04 03:00,680,0.00,9.42
10.2,13200,09380000,2018-07-04 03:15,679,0.00,9.37
10.2,12900,09380000,2018-07-04 03:30,682,0.00,9.32
10.2,12700,09380000,2018-07-04 03:45,681,0.00,9.28
10.2,12600,09380000,2018-07-04 04:00,680,0.00,9.24
10.2,12400,09380000,2018-07-04 04:15,680,0.00,9.21
10.2,12200,09380000,2018-07-04 04:30,680,0.00,9.17
10.2,12100,09380000,2018-07-04 04:45,680,0.00,9.15
10.2,12000,09380000,2018-07-04 05:00,680,0.00,9.12
10.1,12000,09380000,2018-07-04 05:15,680,0.00,9.11
10.1,11900,09380000,2018-07-04 05:30,680,0.00,9.10
10.1,11800,09380000,2018-07-04 05:45,684,0.00,9.07
10.1,11800,09380000,2018-07-04 06:00,685,0.00,9.07
10.1,11800,09380000,2018-07-04 06:15,684,0.00,9.07
10.1,11700,09380000,2018-07-04 06:30,684,0.00,9.05
10.1,11700,09380000,2018-07-04 06:45,684,0.00,9.05
10.1,11600,09380000,2018-07-04 07:00,683,0.00,9.03
10.2,11500,09380000,2018-07-04 07:15,684,0.00,9.01
10.2,11500,09380000,2018-07-04 07:30,682,0.00,9.01
10.2,11600,09380000,2018-07-04 07:45,682,0.00,9.02
10.2,11500,09380000,2018-07-04 08:00,677,0.00,9.00
10.3,11500,09380000,2018-07-04 08:15,682,0.00,9.00
10.3,11500,09380000,2018-07-04 08:30,683,0.00,9.01
10.4,11500,09380000,2018-07-04 08:45,676,0.00,9.00
10.4,11500,09380000,2018-07-04 09:00,682,0.00,9.00
10.4,11400,09380000,2018-07-04 09:15,682,0.00,8.99
10.5,11400,09380000,2018-07-04 09:30,680,0.00,8.99
10.5,11400,09380000,2018-07-04 09:45,674,0.00,8.99
10.6,11400,09380000,2018-07-04 10:00,676,0.00,8.99
10.6,11400,09380000,2018-07-04 10:15,676,0.00,8.99
10.7,11400,09380000,2018-07-04 10:30,681,0.00,8.99
10.7,11500,09380000,2018-07-04 10:45,678,0.00,9.00
10.8,11400,09380000,2018-07-04 11:00,680,0.00,8.99
10.8,11500,09380000,2018-07-04 11:15,679,0.00,9.00
10.9,11400,09380000,2018-07-04 11:30,678,0.00,8.99
10.9,11400,09380000,2018-07-04 11:45,676,0.00,8.99
11.0,11400,09380000,2018-07-04 12:00,674,0.00,8.99
11.0,11400,09380000,2018-07-04 12:15,676,0.00,8.99
11.0,11400,09380000,2018-07-04 12:30,676,0.00,8.99
11.1,11400,09380000,2018-07-04 12:45,676,0.00,8.99
11.2,11400,09380000,2018-07-04 13:00,675,0.00,8.98
11.2,11400,09380000,2018-07-04 13:15,674,0.00,8.98
11.3,11400,09380000,2018-07-04 13:30,674,0.00,8.99
11.3,11400,09380000,2018-07-04 13:45,672,0.00,8.99
11.4,11400,09380000,2018-07-04 14:00,672,0.00,8.99
11.4,11500,09380000,2018-07-04 14:15,672,0.00,9.00
11.5,11400,09380000,2018-07-04 14:30,671,0.00,8.99
11.5,11400,09380000,2018-07-04 14:45,671,0.00,8.97
11.6,11400,09380000,2018-07-04 15:00,670,0.00,8.98
11.6,11400,09380000,2018-07-04 15:15,670,0.00,8.99
11.7,11400,09380000,2018-07-04 15:30,671,0.00,8.98
11.7,11400,09380000,2018-07-04 15:45,669,0.00,8.97
11.7,11500,09380000,2018-07-04 16:00,671,0.00,9.00
11.8,11400,09380000,2018-07-04 16:15,669,0.00,8.99
11.8,11400,09380000,2018-07-04 16:30,673,0.00,8.98
11.8,11400,09380000,2018-07-04 16:45,674,0.00,8.99
11.8,11400,09380000,2018-07-04 17:00,663,0.00,8.99
11.9,11400,09380000,2018-07-04 17:15,672,0.00,8.99
11.9,11400,09380000,2018-07-04 17:30,672,0.00,8.98
11.9,11400,09380000,2018-07-04 17:45,674,0.00,8.97
11.9,11400,09380000,2018-07-04 18:00,674,0.00,8.99
11.9,11400,09380000,2018-07-04 18:15,673,0.00,8.99
11.9,11400,09380000,2018-07-04 18:30,671,0.00,8.99
11.9,11400,09380000,2018-07-04 18:45,672,0.00,8.99
11.9,11400,09380000,2018-07-04 19:00,672,0.00,8.99
11.9,11400,09380000,2018-07-04 19:15,670,0.00,8.99
11.9,11400,09380000,2018-07-04 19:30,670,0.00,8.98
11.8,11400,09380000,2018-07-04 19:45,668,0.00,8.99
11.8,11400,09380000,2018-07-04 20:00,670,0.00,8.99
11.8,11400,09380000,2018-07-04 20:15,665,0.00,8.99
11.8,11400,09380000,2018-07-04 20:30,671,0.00,8.99
11.8,11400,09380000,2018-07-04 20:45,670,0.00,8.98
11.8,11400,09380000,2018-07-04 21:00,671,0.00,8.98
11.8,11400,09380000,2018-07-04 21:15,670,0.00,8.98
11.8,11400,09380000,2018-07-04 21:30,670,0.00,8.97
11.8,11400,09380000,2018-07-04 21:45,670,0.00,8.97
11.8,11400,09380000,2018-07-04 22:00,669,0.00,8.97
11.8,11400,09380000,2018-07-04 22:15,669,0.00,8.97
11.8,11400,09380000,2018-07-04 22:30,668,0.00,8.97
11.7,11400,09380000,2018-07-04 22:45,669,0.00,8.97
11.7,11400,09380000,2018-07-04 23:00,674,0.00,8.97
11.7,11400,09380000,2018-07-04 23:15,674,0.00,8.98
11.7,11400,09380000,2018-07-04 23:30,674,0.00,8.97
11.7,11500,09380000,2018-07-04 23:45,675,0.00,9.00
