Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
11.0,17500,09380000,2018-07-18 00:00,670,0.00,10.21
10.9,17100,09380000,2018-07-18 00:15,671,0.00,10.15
10.9,16800,09380000,2018-07-18 00:30,669,0.00,10.09
10.9,16400,09380000,2018-07-18 00:45,671,0.00,10.02
10.9,16000,09380000,2018-07-18 01:00,668,0.00,9.94
10.9,15700,09380000,2018-07-18 01:15,671,0.00,9.88
10.8,15300,09380000,2018-07-18 01:30,671,0.00,9.81
10.8,14900,09380000,2018-07-18 01:45,671,0.00,9.72
10.8,14500,09380000,2018-07-18 02:00,671,0.00,9.65
10.8,14200,09380000,2018-07-18 02:15,671,0.00,9.60
10.8,13900,09380000,2018-07-18 02:30,671,0.00,9.52
10.8,13500,09380000,2018-07-18 02:45,671,0.00,9.45
10.8,13300,09380000,2018-07-18 03:00,671,0.00,9.41
10.7,13000,09380000,2018-07-18 03:15,671,0.00,9.33
10.7,12700,09380000,2018-07-18 03:30,670,0.00,9.28
10.7,12400,09380000,2018-07-18 03:45,668,0.00,9.21
10.7,12200,09380000,2018-07-18 04:00,670,0.00,9.16
10.7,12000,09380000,2018-07-18 04:15,670,0.00,9.12
10.7,11800,09380000,2018-07-18 04:30,669,0.00,9.08
10.7,11600,09380000,2018-07-18 04:45,667,0.00,9.03
10.7,11500,09380000,2018-07-18 05:00,670,0.00,9.00
10.7,11300,09380000,2018-07-18 05:15,670,0.00,8.96
10.7,11200,09380000,2018-07-18 05:30,670,0.00,8.93
10.7,11100,09380000,2018-07-18 05:45,670,0.00,8.91
10.7,10900,09380000,2018-07-18 06:00,670,0.00,8.87
10.7,10900,09380000,2018-07-18 06:15,669,0.00,8.86
10.7,10800,09380000,2018-07-18 06:30,670,0.00,8.85
10.7,10800,09380000,2018-07-18 06:45,669,0.00,8.85
10.7,10800,09380000,2018-07-18 07:00,672,0.00,8.84
10.7,10800,09380000,2018-07-18 07:15,670,0.00,8.84
10.7,10900,09380000,2018-07-18 07:30,671,0.00,8.86
10.8,10900,09380000,2018-07-18 07:45,670,0.00,8.86
10.8,11000,09380000,2018-07-18 08:00,670,0.00,8.89
10.8,11100,09380000,2018-07-18 08:15,670,0.00,8.92
10.8,11300,09380000,2018-07-18 08:30,669,0.00,8.96
10.9,11500,09380000,2018-07-18 08:45,668,0.00,9.00
10.9,11700,09380000,2018-07-18 09:00,668,0.00,9.05
11.0,12000,09380000,2018-07-18 09:15,667,0.00,9.12
11.0,12400,09380000,2018-07-18 09:30,666,0.00,9.20
11.0,12700,09380000,2018-07-18 09:45,666,0.00,9.28
11.1,13000,09380000,2018-07-18 10:00,665,0.00,9.35
11.2,13600,09380000,2018-07-18 10:15,664,0.00,9.47
11.2,14100,09380000,2018-07-18 10:30,664,0.00,9.57
11.3,14500,09380000,2018-07-18 10:45,663,0.00,9.65
11.4,15100,09380000,2018-07-18 11:00,662,0.00,9.76
11.4,15500,09380000,2018-07-18 11:15,662,0.00,9.84
11.5,15900,09380000,2018-07-18 11:30,663,0.00,9.92
11.5,16300,09380000,2018-07-18 11:45,663,0.00,10.00
11.5,16700,09380000,2018-07-18 12:00,664,0.00,10.07
11.4,16900,09380000,2018-07-18 12:15,664,0.00,10.11
11.5,17100,09380000,2018-07-18 12:30,665,0.00,10.15
11.5,17400,09380000,2018-07-18 12:45,664,0.00,10.19
11.5,17500,09380000,2018-07-18 13:00,664,0.00,10.22
11.5,17600,09380000,2018-07-18 13:15,665,0.00,10.24
11.5,17800,09380000,2018-07-18 13:30,665,0.00,10.27
11.6,17900,09380000,2018-07-18 13:45,665,0.00,10.29
11.6,18100,09380000,2018-07-18 14:00,665,0.00,10.33
11.6,18200,09380000,2018-07-18 14:15,663,0.00,10.34
11.6,18300,09380000,2018-07-18 14:30,664,0.00,10.36
11.6,18400,09380000,2018-07-18 14:45,664,0.00,10.37
11.6,18400,09380000,2018-07-18 15:00,666,0.00,10.37
11.6,18400,09380000,2018-07-18 15:15,668,0.00,10.38
11.5,18400,09380000,2018-07-18 15:30,668,0.00,10.38
11.5,18500,09380000,2018-07-18 15:45,670,0.00,10.39
11.5,18500,09380000,2018-07-18 16:00,670,0.00,10.39
11.4,18600,09380000,2018-07-18 16:15,671,0.00,10.41
11.4,18600,09380000,2018-07-18 16:30,669,0.00,10.41
11.4,18600,09380000,2018-07-18 16:45,670,0.00,10.41
11.4,18700,09380000,2018-07-18 17:00,671,0.00,10.43
11.4,18700,09380000,2018-07-18 17:15,672,0.00,10.42
11.3,18700,09380000,2018-07-18 17:30,672,0.00,10.43
11.3,18700,09380000,2018-07-18 17:45,670,0.00,10.42
11.3,18700,09380000,2018-07-18 18:00,673,0.00,10.42
11.3,18800,09380000,2018-07-18 18:15,674,0.00,10.45
11.3,18800,09380000,2018-07-18 18:30,668,0.00,10.44
11.2,18800,09380000,2018-07-18 18:45,673,0.00,10.44
11.2,18700,09380000,2018-07-18 19:00,671,0.00,10.42
11.2,18800,09380000,2018-07-18 19:15,673,0.00,10.44
