"616461","2010-09-06 01:38:20.000000",1,"BILL DISPUTE"
"616461","2010-09-12 23:38:20.000000",2,"CANCEL SERVICE"
"669214","2010-07-21 13:28:14.000000",0,"NEW ACCOUNT"
"669214","2010-07-28 01:28:14.000000",1,"SERVICE COMPLAINT"
"669214","2010-08-04 20:28:14.000000",2,"CANCEL SERVICE"
"386994","2010-07-12 20:27:12.000000",0,"BILL DISPUTE"
"386994","2010-07-21 02:27:12.000000",1,"SERVICE COMPLAINT"
"386994","2010-07-26 17:27:12.000000",2,"SERVICE COMPLAINT"
"386994","2010-07-31 12:27:12.000000",3,"CANCEL SERVICE"
"690815","2010-09-05 12:59:09.000000",0,"ACCOUNT SUMMARY"
"690815","2010-09-05 13:02:03.000000",0,"SERVICE COMPLAINT"
"690815","2010-09-11 18:02:03.000000",1,"SERVICE COMPLAINT"
"690815","2010-09-20 19:02:03.000000",2,"BILL DISPUTE"
"690815","2010-09-20 19:03:15.000000",3,"ACCOUNT SUMMARY"
"690815","2010-09-20 19:05:24.000000",3,"BROWSE DEVICES"
"690815","2010-09-20 19:06:12.000000",3,"BROWSE DEVICES"
"690815","2010-09-22 08:06:12.000000",4,"SERVICE COMPLAINT"
"690815","2010-09-29 15:06:12.000000",5,"SERVICE COMPLAINT"
"690815","2010-10-05 02:06:12.000000",6,"SERVICE COMPLAINT"
"690815","2010-10-10 02:06:12.000000",7,"SERVICE COMPLAINT"
"690815","2010-10-10 17:06:12.000000",8,"BILL DISPUTE"
"690815","2010-10-20 01:06:12.000000",9,"BILL DISPUTE"
"690815","2010-10-20 01:07:01.000000",10,"ACCOUNT SUMMARY"
"690815","2010-10-20 01:07:45.000000",10,"BROWSE DEVICES"
"690815","2010-10-20 01:08:49.000000",10,"SERVICE COMPLAINT"
"690815","2010-10-20 01:09:25.000000",10,"BILL DISPUTE"
"690815","2010-10-20 01:12:51.000000",10,"BILL DISPUTE"
"690815","2010-10-29 19:12:51.000000",11,"SERVICE COMPLAINT"
"690815","2010-10-31 04:12:51.000000",12,"CANCEL SERVICE"
"684104","2010-08-19 15:38:57.000000",0,"BILL DISPUTE"
"684104","2010-08-19 15:42:18.000000",1,"ACCOUNT SUMMARY"
"684104","2010-08-19 15:43:15.000000",1,"VIEW BILL"
"684104","2010-08-19 15:45:18.000000",1,"SERVICE COMPLAINT"
"684104","2010-08-19 15:48:01.000000",1,"ACCOUNT SUMMARY"
"684104","2010-08-29 01:48:01.000000",2,"BILL DISPUTE"
"684104","2010-08-29 01:48:55.000000",3,"ACCOUNT SUMMARY"
"684104","2010-08-29 01:51:52.000000",3,"BILL DISPUTE"
"684104","2010-08-29 01:55:05.000000",3,"PROFILE UPDATE"
"684104","2010-08-29 01:55:45.000000",3,"BROWSE DEVICES"
"684104","2010-08-29 15:55:45.000000",4,"SERVICE COMPLAINT"
"684104","2010-08-29 15:57:04.000000",5,"ACCOUNT SUMMARY"
"684104","2010-08-29 15:59:08.000000",5,"REVIEW CONTRACT"
"684104","2010-09-05 01:59:08.000000",6,"SERVICE COMPLAINT"
"684104","2010-09-07 16:59:08.000000",7,"BILL DISPUTE"
"684104","2010-09-10 07:59:08.000000",8,"CANCEL SERVICE"
"399457","2010-07-20 04:22:31.000000",0,"NEW ACCOUNT"
"399457","2010-07-21 02:22:31.000000",1,"SERVICE COMPLAINT"
"399457","2010-07-26 04:22:31.000000",2,"BILL DISPUTE"
"399457","2010-08-02 19:22:31.000000",3,"BILL DISPUTE"
"399457","2010-08-08 12:22:31.000000",4,"SERVICE COMPLAINT"
"399457","2010-08-14 05:22:31.000000",5,"CANCEL SERVICE"
"496542","2010-08-22 05:55:08.000000",0,"ACCOUNT SUMMARY"
"496542","2010-08-22 05:57:35.000000",0,"FAQ"
"496542","2010-08-22 05:58:51.000000",0,"VIEW BILL"
"496542","2010-08-22 05:59:52.000000",0,"SERVICE COMPLAINT"
"496542","2010-08-22 06:03:19.000000",1,"ACCOUNT SUMMARY"
"496542","2010-08-28 12:03:19.000000",2,"BILL DISPUTE"
"496542","2010-09-06 13:03:19.000000",3,"BILL DISPUTE"
"496542","2010-09-07 06:03:19.000000",4,"SERVICE COMPLAINT"
"496542","2010-09-08 18:03:19.000000",5,"BILL DISPUTE"
"496542","2010-09-08 18:05:40.000000",6,"ACCOUNT SUMMARY"
"496542","2010-09-08 18:07:18.000000",6,"BILL DISPUTE"
"496542","2010-09-11 11:07:18.000000",7,"BILL DISPUTE"
"496542","2010-09-17 05:07:18.000000",8,"BILL DISPUTE"
"496542","2010-09-24 00:07:18.000000",9,"BILL DISPUTE"
"496542","2010-09-26 23:07:18.000000",10,"SERVICE COMPLAINT"
"496542","2010-10-03 06:07:18.000000",11,"BILL DISPUTE"
"496542","2010-10-12 15:07:18.000000",12,"CANCEL SERVICE"
"514810","2010-08-09 23:55:47.000000",0,"NEW ACCOUNT"
"514810","2010-08-11 12:55:47.000000",1,"CANCEL SERVICE"
"378161","2010-08-14 11:17:08.000000",0,"BILL DISPUTE"
"378161","2010-08-15 18:17:08.000000",1,"SERVICE COMPLAINT"
"378161","2010-08-22 13:17:08.000000",2,"BILL DISPUTE"
"378161","2010-08-22 13:20:28.000000",3,"ACCOUNT SUMMARY"
"378161","2010-08-22 13:23:58.000000",3,"ACCOUNT SUMMARY"
"378161","2010-08-26 17:23:58.000000",4,"BILL DISPUTE"
"378161","2010-08-26 17:27:26.000000",5,"ACCOUNT SUMMARY"
"378161","2010-08-26 17:27:57.000000",5,"SERVICE COMPLAINT"
"378161","2010-08-26 17:28:53.000000",5,"REVIEW CONTRACT"
"378161","2010-08-26 17:30:55.000000",5,"PROFILE UPDATE"
"378161","2010-08-26 17:31:39.000000",5,"BROWSE DEVICES"
"378161","2010-09-01 15:31:39.000000",6,"BILL DISPUTE"
"378161","2010-09-05 03:31:39.000000",7,"BILL DISPUTE"
"378161","2010-09-06 21:31:39.000000",8,"SERVICE COMPLAINT"
"378161","2010-09-11 21:31:39.000000",9,"BILL DISPUTE"
"378161","2010-09-11 21:33:57.000000",10,"ACCOUNT SUMMARY"
"378161","2010-09-11 21:35:37.000000",10,"BROWSE DEVICES"
"378161","2010-09-11 21:38:36.000000",10,"FAQ"
"378161","2010-09-14 17:38:36.000000",11,"CANCEL SERVICE"
"578089","2010-08-28 21:11:54.000000",0,"ACCOUNT SUMMARY"
"578089","2010-08-28 21:13:28.000000",0,"ACCOUNT SUMMARY"
"578089","2010-09-05 00:13:28.000000",1,"BILL DISPUTE"
"578089","2010-09-05 00:15:28.000000",2,"ACCOUNT SUMMARY"
"578089","2010-09-10 13:15:28.000000",3,"BILL DISPUTE"
"578089","2010-09-10 13:16:05.000000",4,"ACCOUNT SUMMARY"
"578089","2010-09-10 13:17:23.000000",4,"VIEW BILL"
"578089","2010-09-10 13:20:17.000000",4,"FAQ"
"578089","2010-09-10 13:21:52.000000",4,"VIEW BILL"
"578089","2010-09-20 13:21:52.000000",5,"CANCEL SERVICE"
"434878","2010-08-19 18:47:24.000000",0,"ACCOUNT SUMMARY"
"434878","2010-08-19 18:49:52.000000",0,"BROWSE DEVICES"
"434878","2010-08-19 18:51:07.000000",0,"VIEW BILL"
"434878","2010-08-19 18:53:50.000000",0,"REVIEW CONTRACT"
"434878","2010-08-19 18:56:28.000000",0,"SERVICE COMPLAINT"
"434878","2010-08-21 19:56:28.000000",1,"CANCEL SERVICE"
"394273","2010-08-24 17:43:18.000000",0,"ACCOUNT SUMMARY"
"394273","2010-08-24 17:44:57.000000",0,"FAQ"
"394273","2010-08-24 17:47:35.000000",0,"CUSTOMER SUPPORT"
"394273","2010-08-24 17:48:57.000000",0,"REVIEW CONTRACT"
"394273","2010-08-24 17:51:58.000000",0,"FAQ"
"394273","2010-08-24 17:54:46.000000",0,"REVIEW CONTRACT"
"394273","2010-08-30 15:54:46.000000",1,"BILL DISPUTE"
"394273","2010-09-08 03:54:46.000000",2,"BILL DISPUTE"
"394273","2010-09-08 03:58:22.000000",3,"ACCOUNT SUMMARY"
"394273","2010-09-08 03:59:41.000000",3,"SERVICE COMPLAINT"
"394273","2010-09-08 04:02:14.000000",3,"BROWSE DEVICES"
"394273","2010-09-08 04:05:19.000000",3,"BILL DISPUTE"
"394273","2010-09-08 04:08:22.000000",3,"REVIEW CONTRACT"
"394273","2010-09-11 20:08:22.000000",4,"SERVICE COMPLAINT"
"394273","2010-09-11 20:09:14.000000",5,"ACCOUNT SUMMARY"
"394273","2010-09-21 15:09:14.000000",6,"CANCEL SERVICE"
"408814","2010-08-16 17:01:19.000000",0,"BILL DISPUTE"
"408814","2010-08-20 19:01:19.000000",1,"SERVICE COMPLAINT"
"408814","2010-08-26 14:01:19.000000",2,"BILL DISPUTE"
"408814","2010-08-28 09:01:19.000000",3,"BILL DISPUTE"
"408814","2010-08-31 17:01:19.000000",4,"CANCEL SERVICE"
"567912","2010-07-09 22:18:46.000000",0,"NEW ACCOUNT"
"567912","2010-07-09 22:19:47.000000",1,"ACCOUNT SUMMARY"
"567912","2010-07-09 22:22:21.000000",1,"REVIEW CONTRACT"
"567912","2010-07-09 22:23:17.000000",2,"ACCOUNT SUMMARY"
"567912","2010-07-09 22:27:11.000000",2,"BROWSE DEVICES"
"567912","2010-07-18 07:27:11.000000",3,"SERVICE COMPLAINT"
"567912","2010-07-18 07:29:11.000000",4,"ACCOUNT SUMMARY"
"567912","2010-07-18 07:31:09.000000",4,"SERVICE COMPLAINT"
"567912","2010-07-18 07:32:59.000000",4,"REVIEW CONTRACT"
"567912","2010-07-18 07:36:09.000000",4,"PROFILE UPDATE"
"567912","2010-07-18 07:39:57.000000",4,"VIEW BILL"
"567912","2010-07-20 14:39:57.000000",5,"BILL DISPUTE"
"567912","2010-07-30 01:39:57.000000",6,"SERVICE COMPLAINT"
"567912","2010-08-02 09:39:57.000000",7,"BILL DISPUTE"
"567912","2010-08-12 06:39:57.000000",8,"BILL DISPUTE"
"567912","2010-08-17 21:39:57.000000",9,"CANCEL SERVICE"
"503672","2010-07-31 06:27:24.000000",0,"SERVICE COMPLAINT"
"503672","2010-08-01 15:27:24.000000",1,"SERVICE COMPLAINT"
"503672","2010-08-09 00:27:24.000000",2,"SERVICE COMPLAINT"
"503672","2010-08-13 11:27:24.000000",3,"BILL DISPUTE"
"503672","2010-08-21 07:27:24.000000",4,"SERVICE COMPLAINT"
"503672","2010-08-21 07:30:31.000000",5,"ACCOUNT SUMMARY"
"503672","2010-08-21 07:33:24.000000",5,"BROWSE DEVICES"
"503672","2010-08-21 07:34:30.000000",5,"VIEW BILL"
"503672","2010-08-25 17:34:30.000000",6,"CANCEL SERVICE"
"433343","2010-08-22 13:30:08.000000",0,"SERVICE COMPLAINT"
"433343","2010-08-30 06:30:08.000000",1,"SERVICE COMPLAINT"
"433343","2010-08-30 06:32:49.000000",2,"ACCOUNT SUMMARY"
"433343","2010-08-30 06:35:35.000000",3,"ACCOUNT SUMMARY"
"433343","2010-08-30 06:38:59.000000",3,"FAQ"
"433343","2010-09-03 23:38:59.000000",4,"SERVICE COMPLAINT"
"433343","2010-09-06 08:38:59.000000",5,"BILL DISPUTE"
"433343","2010-09-13 19:38:59.000000",6,"SERVICE COMPLAINT"
"433343","2010-09-13 19:39:48.000000",7,"ACCOUNT SUMMARY"
"433343","2010-09-13 19:42:00.000000",7,"VIEW BILL"
"433343","2010-09-18 20:42:00.000000",8,"SERVICE COMPLAINT"
"433343","2010-09-18 20:43:36.000000",9,"ACCOUNT SUMMARY"
"433343","2010-09-18 20:46:20.000000",9,"REVIEW CONTRACT"
"433343","2010-09-18 20:47:38.000000",9,"ACCOUNT SUMMARY"
"433343","2010-09-18 20:50:14.000000",9,"BROWSE DEVICES"
"433343","2010-09-18 20:51:31.000000",9,"CANCEL SERVICE"
"699932","2010-09-11 09:36:24.000000",0,"BILL DISPUTE"
"699932","2010-09-13 07:36:24.000000",1,"SERVICE COMPLAINT"
"699932","2010-09-16 11:36:24.000000",2,"SERVICE COMPLAINT"
"699932","2010-09-18 09:36:24.000000",3,"SERVICE COMPLAINT"
"699932","2010-09-18 09:38:44.000000",4,"ACCOUNT SUMMARY"
"699932","2010-09-18 09:41:56.000000",4,"ACCOUNT SUMMARY"
"699932","2010-09-18 09:44:12.000000",4,"VIEW BILL"
"699932","2010-09-18 09:44:52.000000",4,"ACCOUNT SUMMARY"
"699932","2010-09-18 09:47:47.000000",4,"VIEW BILL"
"699932","2010-09-26 16:47:47.000000",5,"BILL DISPUTE"
"699932","2010-10-06 08:47:47.000000",6,"SERVICE COMPLAINT"
"699932","2010-10-07 01:47:47.000000",7,"SERVICE COMPLAINT"
"699932","2010-10-07 01:49:25.000000",8,"ACCOUNT SUMMARY"
"699932","2010-10-07 01:52:52.000000",9,"ACCOUNT SUMMARY"
"699932","2010-10-07 01:53:27.000000",9,"VIEW BILL"
"699932","2010-10-07 01:54:54.000000",9,"VIEW BILL"
"699932","2010-10-07 01:57:58.000000",9,"SERVICE COMPLAINT"
"699932","2010-10-07 02:00:56.000000",9,"BILL DISPUTE"
"699932","2010-10-15 09:00:56.000000",10,"BILL DISPUTE"
"699932","2010-10-15 09:04:10.000000",11,"ACCOUNT SUMMARY"
"699932","2010-10-15 09:05:16.000000",11,"BROWSE DEVICES"
"699932","2010-10-21 13:05:16.000000",12,"BILL DISPUTE"
"699932","2010-10-24 19:05:16.000000",13,"SERVICE COMPLAINT"
"699932","2010-10-29 08:05:16.000000",14,"BILL DISPUTE"
"699932","2010-11-06 17:05:16.000000",15,"CANCEL SERVICE"
"424495","2010-07-14 18:36:37.000000",0,"SERVICE COMPLAINT"
"424495","2010-07-21 12:36:37.000000",1,"SERVICE COMPLAINT"
"424495","2010-07-30 14:36:37.000000",2,"CANCEL SERVICE"
"422497","2010-09-05 08:36:05.000000",0,"BILL DISPUTE"
"422497","2010-09-09 18:36:05.000000",1,"BILL DISPUTE"
"422497","2010-09-09 18:37:00.000000",2,"ACCOUNT SUMMARY"
"422497","2010-09-09 18:38:58.000000",2,"FAQ"
"422497","2010-09-09 18:41:37.000000",2,"SERVICE COMPLAINT"
"422497","2010-09-12 11:41:37.000000",3,"BILL DISPUTE"
"422497","2010-09-21 17:41:37.000000",4,"SERVICE COMPLAINT"
"422497","2010-09-25 00:41:37.000000",5,"BILL DISPUTE"
"422497","2010-10-04 03:41:37.000000",6,"SERVICE COMPLAINT"
"422497","2010-10-07 20:41:37.000000",7,"SERVICE COMPLAINT"
"422497","2010-10-14 18:41:37.000000",8,"SERVICE COMPLAINT"
"422497","2010-10-18 20:41:37.000000",9,"SERVICE COMPLAINT"
"422497","2010-10-21 12:41:37.000000",10,"BILL DISPUTE"
"422497","2010-10-22 08:41:37.000000",11,"SERVICE COMPLAINT"
"422497","2010-10-29 19:41:37.000000",12,"SERVICE COMPLAINT"
"422497","2010-10-29 19:43:13.000000",13,"ACCOUNT SUMMARY"
"422497","2010-10-29 19:47:11.000000",13,"ACCOUNT SUMMARY"
"422497","2010-10-29 19:48:58.000000",13,"ACCOUNT SUMMARY"
"422497","2010-10-29 19:49:42.000000",13,"SERVICE COMPLAINT"
"422497","2010-10-29 19:50:54.000000",13,"CANCEL SERVICE"
"597640","2010-08-09 16:46:32.000000",0,"BILL DISPUTE"
"597640","2010-08-13 09:46:32.000000",1,"SERVICE COMPLAINT"
"597640","2010-08-16 01:46:32.000000",2,"SERVICE COMPLAINT"
"597640","2010-08-24 21:46:32.000000",3,"BILL DISPUTE"
"597640","2010-08-31 21:46:32.000000",4,"SERVICE COMPLAINT"
"597640","2010-09-04 17:46:32.000000",5,"SERVICE COMPLAINT"
"597640","2010-09-04 17:49:10.000000",6,"ACCOUNT SUMMARY"
"597640","2010-09-04 17:51:54.000000",6,"ACCOUNT SUMMARY"
"597640","2010-09-04 17:53:08.000000",6,"PROFILE UPDATE"
"597640","2010-09-08 09:53:08.000000",7,"BILL DISPUTE"
"597640","2010-09-13 11:53:08.000000",8,"SERVICE COMPLAINT"
"597640","2010-09-21 16:53:08.000000",9,"BILL DISPUTE"
"597640","2010-09-28 03:53:08.000000",10,"BILL DISPUTE"
"597640","2010-10-05 05:53:08.000000",11,"BILL DISPUTE"
"597640","2010-10-05 05:57:00.000000",12,"ACCOUNT SUMMARY"
"597640","2010-10-05 05:58:15.000000",12,"SERVICE COMPLAINT"
"597640","2010-10-05 06:00:06.000000",12,"SERVICE COMPLAINT"
"597640","2010-10-07 00:00:06.000000",13,"BILL DISPUTE"
"597640","2010-10-15 18:00:06.000000",14,"CANCEL SERVICE"
"366133","2010-08-23 15:35:06.000000",0,"BILL DISPUTE"
"366133","2010-08-27 08:35:06.000000",1,"SERVICE COMPLAINT"
"366133","2010-09-02 16:35:06.000000",2,"BILL DISPUTE"
"366133","2010-09-02 16:38:12.000000",3,"ACCOUNT SUMMARY"
"366133","2010-09-02 16:41:19.000000",3,"PROFILE UPDATE"
"366133","2010-09-02 16:41:50.000000",3,"FAQ"
"366133","2010-09-02 16:45:44.000000",3,"BROWSE DEVICES"
"366133","2010-09-02 16:46:22.000000",3,"FAQ"
"366133","2010-09-10 12:46:22.000000",4,"SERVICE COMPLAINT"
"366133","2010-09-10 12:49:25.000000",5,"ACCOUNT SUMMARY"
"366133","2010-09-10 12:53:12.000000",5,"VIEW BILL"
"366133","2010-09-10 12:55:46.000000",6,"ACCOUNT SUMMARY"
"366133","2010-09-10 12:57:25.000000",6,"ACCOUNT SUMMARY"
"366133","2010-09-10 13:00:22.000000",6,"PROFILE UPDATE"
"366133","2010-09-10 13:01:45.000000",6,"BROWSE DEVICES"
"366133","2010-09-10 13:03:07.000000",6,"VIEW BILL"
"366133","2010-09-18 13:03:07.000000",7,"BILL DISPUTE"
"366133","2010-09-19 09:03:07.000000",8,"SERVICE COMPLAINT"
"366133","2010-09-27 22:03:07.000000",9,"BILL DISPUTE"
"366133","2010-10-03 07:03:07.000000",10,"SERVICE COMPLAINT"
"366133","2010-10-09 02:03:07.000000",11,"SERVICE COMPLAINT"
"366133","2010-10-09 02:06:37.000000",12,"ACCOUNT SUMMARY"
"366133","2010-10-09 02:07:28.000000",12,"REVIEW CONTRACT"
"366133","2010-10-09 02:10:09.000000",12,"VIEW BILL"
"366133","2010-10-09 02:13:41.000000",12,"SERVICE COMPLAINT"
"366133","2010-10-12 15:13:41.000000",13,"CANCEL SERVICE"
"427507","2010-08-03 01:41:26.000000",0,"BILL DISPUTE"
"427507","2010-08-03 01:42:01.000000",1,"ACCOUNT SUMMARY"
"427507","2010-08-03 01:44:16.000000",1,"FAQ"
"427507","2010-08-03 01:48:16.000000",1,"ACCOUNT SUMMARY"
"427507","2010-08-12 18:48:16.000000",2,"BILL DISPUTE"
"427507","2010-08-19 20:48:16.000000",3,"SERVICE COMPLAINT"
"427507","2010-08-27 08:48:16.000000",4,"SERVICE COMPLAINT"
"427507","2010-08-27 08:49:55.000000",5,"ACCOUNT SUMMARY"
"427507","2010-08-27 08:50:41.000000",5,"REVIEW CONTRACT"
"427507","2010-08-27 08:52:58.000000",5,"PROFILE UPDATE"
"427507","2010-08-27 08:56:01.000000",5,"VIEW BILL"
"427507","2010-09-01 10:56:01.000000",6,"SERVICE COMPLAINT"
"427507","2010-09-02 03:56:01.000000",7,"SERVICE COMPLAINT"
"427507","2010-09-02 03:58:29.000000",8,"ACCOUNT SUMMARY"
"427507","2010-09-11 03:58:29.000000",9,"SERVICE COMPLAINT"
"427507","2010-09-14 07:58:29.000000",10,"BILL DISPUTE"
"427507","2010-09-16 01:58:29.000000",11,"CANCEL SERVICE"
"530567","2010-07-29 21:10:35.000000",0,"SERVICE COMPLAINT"
"530567","2010-07-29 21:12:55.000000",1,"ACCOUNT SUMMARY"
"530567","2010-07-29 21:16:35.000000",1,"ACCOUNT SUMMARY"
"530567","2010-07-29 21:19:23.000000",1,"FAQ"
"530567","2010-07-29 21:20:58.000000",1,"VIEW BILL"
"530567","2010-08-07 14:20:58.000000",2,"SERVICE COMPLAINT"
"530567","2010-08-07 14:23:31.000000",3,"ACCOUNT SUMMARY"
"530567","2010-08-07 14:27:02.000000",3,"PROFILE UPDATE"
"530567","2010-08-07 14:27:38.000000",3,"SERVICE COMPLAINT"
"530567","2010-08-07 14:30:00.000000",3,"VIEW BILL"
"530567","2010-08-07 14:32:40.000000",3,"PROFILE UPDATE"
"530567","2010-08-14 18:32:40.000000",4,"SERVICE COMPLAINT"
"530567","2010-08-23 13:32:40.000000",5,"SERVICE COMPLAINT"
"530567","2010-08-23 13:34:56.000000",6,"ACCOUNT SUMMARY"
"530567","2010-08-23 13:36:29.000000",6,"BROWSE DEVICES"
"530567","2010-08-23 13:37:27.000000",6,"ACCOUNT SUMMARY"
"530567","2010-08-23 13:38:50.000000",6,"SERVICE COMPLAINT"
"530567","2010-08-25 21:38:50.000000",7,"SERVICE COMPLAINT"
"530567","2010-08-28 22:38:50.000000",8,"SERVICE COMPLAINT"
"530567","2010-09-04 21:38:50.000000",9,"SERVICE COMPLAINT"
"530567","2010-09-06 04:38:50.000000",10,"BILL DISPUTE"
"530567","2010-09-07 03:38:50.000000",11,"SERVICE COMPLAINT"
"530567","2010-09-15 21:38:50.000000",12,"CANCEL SERVICE"
"507901","2010-07-23 13:53:11.000000",0,"SERVICE COMPLAINT"
"507901","2010-08-01 04:53:11.000000",1,"BILL DISPUTE"
"507901","2010-08-01 04:56:58.000000",2,"ACCOUNT SUMMARY"
"507901","2010-08-01 04:58:09.000000",2,"VIEW BILL"
"507901","2010-08-01 05:00:38.000000",2,"BILL DISPUTE"
"507901","2010-08-01 05:04:19.000000",2,"REVIEW CONTRACT"
"507901","2010-08-07 02:04:19.000000",3,"BILL DISPUTE"
"507901","2010-08-12 00:04:19.000000",4,"CANCEL SERVICE"
"549125","2010-07-28 07:36:59.000000",0,"BILL DISPUTE"
"549125","2010-07-28 07:38:51.000000",1,"ACCOUNT SUMMARY"
"549125","2010-07-28 07:41:57.000000",1,"REVIEW CONTRACT"
"549125","2010-08-02 18:41:57.000000",2,"SERVICE COMPLAINT"
"549125","2010-08-02 18:44:49.000000",3,"ACCOUNT SUMMARY"
"549125","2010-08-02 18:48:30.000000",3,"REVIEW CONTRACT"
"549125","2010-08-02 18:49:42.000000",3,"BROWSE DEVICES"
"549125","2010-08-02 18:51:07.000000",3,"PROFILE UPDATE"
"549125","2010-08-12 09:51:07.000000",4,"SERVICE COMPLAINT"
"549125","2010-08-19 21:51:07.000000",5,"BILL DISPUTE"
"549125","2010-08-19 21:54:00.000000",6,"ACCOUNT SUMMARY"
