Temp,Flow,site_no,datetime,Velocity,GageHeight
81.1,145,09429070,2018-07-12 00:00,1.22,4.01
81.0,145,09429070,2018-07-12 00:15,1.21,4.03
81.0,145,09429070,2018-07-12 00:30,1.18,4.11
80.8,152,09429070,2018-07-12 00:45,1.20,4.17
80.8,150,09429070,2018-07-12 01:00,1.18,4.20
80.7,147,09429070,2018-07-12 01:15,1.11,4.32
80.6,146,09429070,2018-07-12 01:30,1.08,4.39
80.6,148,09429070,2018-07-12 01:45,1.08,4.44
80.6,185,09429070,2018-07-12 02:00,1.09,5.23
80.6,201,09429070,2018-07-12 02:15,1.14,5.39
80.5,155,09429070,2018-07-12 02:30,1.03,4.74
80.4,149,09429070,2018-07-12 02:45,1.04,4.60
80.3,144,09429070,2018-07-12 03:00,0.97,4.72
80.2,145,09429070,2018-07-12 03:15,0.93,4.90
80.2,145,09429070,2018-07-12 03:30,0.90,5.02
80.1,152,09429070,2018-07-12 03:45,0.91,5.15
80.1,138,09429070,2018-07-12 04:00,0.80,5.28
80.0,149,09429070,2018-07-12 04:15,0.85,5.36
80.0,143,09429070,2018-07-12 04:30,0.80,5.43
80.0,137,09429070,2018-07-12 04:45,0.74,5.59
79.9,137,09429070,2018-07-12 05:00,0.73,5.68
79.9,143,09429070,2018-07-12 05:15,0.75,5.74
79.9,138,09429070,2018-07-12 05:30,0.72,5.79
79.8,136,09429070,2018-07-12 05:45,0.69,5.89
79.8,134,09429070,2018-07-12 06:00,0.67,6.00
79.8,140,09429070,2018-07-12 06:15,0.68,6.07
79.8,141,09429070,2018-07-12 06:30,0.68,6.12
79.7,136,09429070,2018-07-12 06:45,0.64,6.24
79.7,140,09429070,2018-07-12 07:00,0.65,6.33
79.7,148,09429070,2018-07-12 07:15,0.68,6.39
79.7,143,09429070,2018-07-12 07:30,0.65,6.44
79.8,151,09429070,2018-07-12 07:45,0.68,6.47
79.8,154,09429070,2018-07-12 08:00,0.69,6.50
79.8,140,09429070,2018-07-12 08:15,0.63,6.52
79.9,140,09429070,2018-07-12 08:30,0.63,6.54
79.9,145,09429070,2018-07-12 08:45,0.65,6.56
80.0,140,09429070,2018-07-12 09:00,0.62,6.58
80.1,142,09429070,2018-07-12 09:15,0.63,6.58
80.1,139,09429070,2018-07-12 09:30,0.62,6.60
80.2,152,09429070,2018-07-12 09:45,0.67,6.60
80.4,138,09429070,2018-07-12 10:00,0.61,6.60
80.5,163,09429070,2018-07-12 10:15,0.73,6.49
80.6,157,09429070,2018-07-12 10:30,0.72,6.44
80.7,149,09429070,2018-07-12 10:45,0.68,6.40
80.9,155,09429070,2018-07-12 11:00,0.72,6.37
81.2,151,09429070,2018-07-12 11:15,0.70,6.35
81.4,158,09429070,2018-07-12 11:30,0.73,6.33
81.6,151,09429070,2018-07-12 11:45,0.70,6.32
81.9,150,09429070,2018-07-12 12:00,0.70,6.30
82.1,156,09429070,2018-07-12 12:15,0.75,6.14
82.3,151,09429070,2018-07-12 12:30,0.74,6.07
82.5,143,09429070,2018-07-12 12:45,0.70,6.02
82.7,143,09429070,2018-07-12 13:00,0.71,5.99
