Temp,Flow,site_no,datetime,Velocity,GageHeight
82.4,161,09429070,2018-07-17 00:00,1.04,4.86
82.4,164,09429070,2018-07-17 00:15,1.05,4.91
82.3,165,09429070,2018-07-17 00:30,1.04,4.94
82.2,165,09429070,2018-07-17 00:45,1.01,5.07
82.1,167,09429070,2018-07-17 01:00,1.01,5.14
82.0,164,09429070,2018-07-17 01:15,0.98,5.18
81.8,165,09429070,2018-07-17 01:30,0.97,5.23
81.7,161,09429070,2018-07-17 01:45,0.94,5.25
81.6,150,09429070,2018-07-17 02:00,0.85,5.38
81.5,147,09429070,2018-07-17 02:15,0.82,5.45
81.4,152,09429070,2018-07-17 02:30,0.83,5.53
81.4,152,09429070,2018-07-17 02:45,0.83,5.59
81.3,143,09429070,2018-07-17 03:00,0.77,5.62
81.2,148,09429070,2018-07-17 03:15,0.79,5.65
81.1,155,09429070,2018-07-17 03:30,0.82,5.68
81.0,150,09429070,2018-07-17 03:45,0.79,5.70
80.9,142,09429070,2018-07-17 04:00,0.73,5.84
80.8,145,09429070,2018-07-17 04:15,0.73,5.90
80.7,144,09429070,2018-07-17 04:30,0.73,5.94
80.6,136,09429070,2018-07-17 04:45,0.66,6.09
80.6,137,09429070,2018-07-17 05:00,0.66,6.16
80.5,144,09429070,2018-07-17 05:15,0.68,6.21
80.5,140,09429070,2018-07-17 05:30,0.66,6.25
80.4,146,09429070,2018-07-17 05:45,0.68,6.28
0.0,-9.72,09429070,2018-07-17 06:00,-0.04,6.39
80.3,138,09429070,2018-07-17 06:15,0.62,6.48
80.2,133,09429070,2018-07-17 06:30,0.60,6.52
80.2,136,09429070,2018-07-17 06:45,0.61,6.57
80.1,140,09429070,2018-07-17 07:00,0.62,6.59
80.1,141,09429070,2018-07-17 07:15,0.62,6.61
80.1,147,09429070,2018-07-17 07:30,0.65,6.63
80.1,133,09429070,2018-07-17 07:45,0.57,6.73
80.1,137,09429070,2018-07-17 08:00,0.58,6.79
80.1,141,09429070,2018-07-17 08:15,0.61,6.76
80.1,147,09429070,2018-07-17 08:30,0.64,6.70
80.2,143,09429070,2018-07-17 08:45,0.62,6.69
80.2,137,09429070,2018-07-17 09:00,0.59,6.68
80.3,138,09429070,2018-07-17 09:15,0.60,6.66
80.4,137,09429070,2018-07-17 09:30,0.60,6.66
80.5,140,09429070,2018-07-17 09:45,0.61,6.64
80.6,145,09429070,2018-07-17 10:00,0.65,6.58
80.7,148,09429070,2018-07-17 10:15,0.67,6.48
80.8,151,09429070,2018-07-17 10:30,0.69,6.43
81.0,147,09429070,2018-07-17 10:45,0.68,6.38
81.0,147,09429070,2018-07-17 11:00,0.68,6.38
81.3,155,09429070,2018-07-17 11:15,0.74,6.20
81.7,152,09429070,2018-07-17 11:30,0.73,6.13
81.8,154,09429070,2018-07-17 11:45,0.75,6.08
82.0,153,09429070,2018-07-17 12:00,0.76,6.04
82.2,155,09429070,2018-07-17 12:15,0.77,5.99
82.4,164,09429070,2018-07-17 12:30,0.84,5.82
82.7,158,09429070,2018-07-17 12:45,0.83,5.74
83.0,164,09429070,2018-07-17 13:00,0.87,5.68
83.0,158,09429070,2018-07-17 13:15,0.87,5.52
83.5,164,09429070,2018-07-17 13:30,0.92,5.41
83.7,154,09429070,2018-07-17 13:45,0.89,5.34
