Temp,Flow,site_no,datetime,Velocity,GageHeight
83.4,146,09429070,2018-07-26 00:00,1.19,4.10
83.3,142,09429070,2018-07-26 00:15,1.15,4.11
83.2,138,09429070,2018-07-26 00:30,1.12,4.12
83.0,137,09429070,2018-07-26 00:45,1.11,4.12
82.9,141,09429070,2018-07-26 01:00,1.13,4.14
82.8,146,09429070,2018-07-26 01:15,1.17,4.14
82.6,137,09429070,2018-07-26 01:30,1.10,4.15
82.5,133,09429070,2018-07-26 01:45,1.02,4.29
82.5,12.4,09429070,2018-07-26 02:00,0.06,6.33
82.4,185,09429070,2018-07-26 02:15,1.30,4.56
82.3,145,09429070,2018-07-26 02:30,1.19,4.07
82.1,120,09429070,2018-07-26 02:45,0.95,4.16
82.0,129,09429070,2018-07-26 03:00,1.03,4.15
81.9,126,09429070,2018-07-26 03:15,1.00,4.18
81.8,124,09429070,2018-07-26 03:30,0.97,4.22
81.7,133,09429070,2018-07-26 03:45,1.01,4.32
81.6,125,09429070,2018-07-26 04:00,0.92,4.38
81.5,137,09429070,2018-07-26 04:15,1.01,4.42
81.4,136,09429070,2018-07-26 04:30,0.99,4.45
81.3,141,09429070,2018-07-26 04:45,1.02,4.47
81.2,140,09429070,2018-07-26 05:00,0.98,4.56
81.2,136,09429070,2018-07-26 05:15,0.94,4.62
81.1,143,09429070,2018-07-26 05:30,0.97,4.68
81.0,137,09429070,2018-07-26 05:45,0.92,4.72
81.0,142,09429070,2018-07-26 06:00,0.95,4.74
81.0,141,09429070,2018-07-26 06:15,0.94,4.76
80.9,149,09429070,2018-07-26 06:30,0.98,4.78
80.9,143,09429070,2018-07-26 06:45,0.94,4.80
80.9,140,09429070,2018-07-26 07:00,0.90,4.90
80.9,144,09429070,2018-07-26 07:15,0.91,4.97
80.9,146,09429070,2018-07-26 07:30,0.91,5.00
80.9,143,09429070,2018-07-26 07:45,0.88,5.05
80.9,142,09429070,2018-07-26 08:00,0.87,5.07
80.9,146,09429070,2018-07-26 08:15,0.89,5.10
81.0,151,09429070,2018-07-26 08:30,0.92,5.12
81.0,152,09429070,2018-07-26 08:45,0.92,5.12
81.2,154,09429070,2018-07-26 09:00,0.93,5.14
81.2,153,09429070,2018-07-26 09:15,0.92,5.14
81.2,150,09429070,2018-07-26 09:30,0.90,5.16
81.3,159,09429070,2018-07-26 09:45,0.95,5.18
81.3,160,09429070,2018-07-26 10:00,0.95,5.20
81.9,179,09429070,2018-07-26 10:15,1.06,5.19
82.1,158,09429070,2018-07-26 10:30,0.94,5.19
82.2,165,09429070,2018-07-26 10:45,1.01,5.09
82.2,146,09429070,2018-07-26 11:00,0.91,5.00
82.2,144,09429070,2018-07-26 11:15,0.91,4.94
82.2,142,09429070,2018-07-26 11:30,0.91,4.90
82.3,142,09429070,2018-07-26 11:45,0.92,4.86
82.5,141,09429070,2018-07-26 12:00,0.92,4.84
82.5,144,09429070,2018-07-26 12:15,0.96,4.73
82.6,147,09429070,2018-07-26 12:30,1.02,4.63
82.6,146,09429070,2018-07-26 12:45,1.02,4.58
82.7,136,09429070,2018-07-26 13:00,0.97,4.52
