Temp,Flow,site_no,datetime,Velocity,GageHeight
81.3,134,09429070,2018-07-07 00:00,0.93,4.59
81.2,149,09429070,2018-07-07 00:15,1.03,4.63
81.2,139,09429070,2018-07-07 00:30,0.93,4.74
81.1,153,09429070,2018-07-07 00:45,1.00,4.82
81.0,185,09429070,2018-07-07 01:00,1.20,4.86
81.0,182,09429070,2018-07-07 01:15,1.17,4.90
80.9,217,09429070,2018-07-07 01:30,1.38,4.93
80.9,216,09429070,2018-07-07 01:45,1.36,4.96
80.8,204,09429070,2018-07-07 02:00,1.25,5.06
80.8,205,09429070,2018-07-07 02:15,1.23,5.14
80.7,203,09429070,2018-07-07 02:30,1.20,5.20
80.6,193,09429070,2018-07-07 02:45,1.13,5.24
80.6,194,09429070,2018-07-07 03:00,1.13,5.26
80.6,178,09429070,2018-07-07 03:15,1.01,5.40
80.5,181,09429070,2018-07-07 03:30,1.01,5.47
80.5,173,09429070,2018-07-07 03:45,0.95,5.52
80.5,173,09429070,2018-07-07 04:00,0.95,5.55
80.4,170,09429070,2018-07-07 04:15,0.91,5.64
80.4,168,09429070,2018-07-07 04:30,0.88,5.74
80.4,159,09429070,2018-07-07 04:45,0.82,5.80
80.3,165,09429070,2018-07-07 05:00,0.84,5.84
80.3,179,09429070,2018-07-07 05:15,0.91,5.87
80.3,149,09429070,2018-07-07 05:30,0.74,6.02
80.3,161,09429070,2018-07-07 05:45,0.79,6.09
80.2,154,09429070,2018-07-07 06:00,0.75,6.13
80.2,159,09429070,2018-07-07 06:15,0.76,6.16
80.2,158,09429070,2018-07-07 06:30,0.77,6.11
80.2,161,09429070,2018-07-07 06:45,0.79,6.05
80.2,151,09429070,2018-07-07 07:00,0.74,6.08
80.2,154,09429070,2018-07-07 07:15,0.75,6.13
80.1,159,09429070,2018-07-07 07:30,0.76,6.16
80.1,151,09429070,2018-07-07 07:45,0.71,6.25
80.1,153,09429070,2018-07-07 08:00,0.71,6.33
80.1,146,09429070,2018-07-07 08:15,0.67,6.38
80.2,157,09429070,2018-07-07 08:30,0.72,6.41
80.2,160,09429070,2018-07-07 08:45,0.73,6.44
80.2,144,09429070,2018-07-07 09:00,0.65,6.45
80.3,148,09429070,2018-07-07 09:15,0.67,6.47
80.4,165,09429070,2018-07-07 09:30,0.76,6.35
80.5,162,09429070,2018-07-07 09:45,0.76,6.25
80.6,154,09429070,2018-07-07 10:00,0.72,6.29
80.8,160,09429070,2018-07-07 10:15,0.75,6.30
81.0,163,09429070,2018-07-07 10:30,0.76,6.30
81.2,164,09429070,2018-07-07 10:45,0.76,6.31
81.4,167,09429070,2018-07-07 11:00,0.78,6.32
81.6,170,09429070,2018-07-07 11:15,0.79,6.32
81.8,179,09429070,2018-07-07 11:30,0.83,6.31
82.0,188,09429070,2018-07-07 11:45,0.88,6.31
82.2,218,09429070,2018-07-07 12:00,1.05,6.17
82.4,197,09429070,2018-07-07 12:15,0.96,6.11
82.6,201,09429070,2018-07-07 12:30,0.98,6.07
82.8,200,09429070,2018-07-07 12:45,0.98,6.04
83.1,199,09429070,2018-07-07 13:00,0.98,6.02
83.4,221,09429070,2018-07-07 13:15,1.10,6.00
83.6,222,09429070,2018-07-07 13:30,1.11,5.98
83.9,219,09429070,2018-07-07 13:45,1.09,5.97
84.2,224,09429070,2018-07-07 14:00,1.13,5.89
84.4,186,09429070,2018-07-07 14:15,0.96,5.78
84.6,178,09429070,2018-07-07 14:30,0.94,5.72
84.9,169,09429070,2018-07-07 14:45,0.90,5.68
85.1,163,09429070,2018-07-07 15:00,0.88,5.64
85.3,162,09429070,2018-07-07 15:15,0.88,5.61
85.4,159,09429070,2018-07-07 15:30,0.86,5.59
85.6,160,09429070,2018-07-07 15:45,0.87,5.57
85.7,171,09429070,2018-07-07 16:00,0.96,5.45
85.8,165,09429070,2018-07-07 16:15,0.94,5.36
85.9,154,09429070,2018-07-07 16:30,0.89,5.29
85.9,152,09429070,2018-07-07 16:45,0.89,5.24
86.0,150,09429070,2018-07-07 17:00,0.87,5.31
86.0,143,09429070,2018-07-07 17:15,0.83,5.32
85.9,151,09429070,2018-07-07 17:30,0.87,5.33
85.8,147,09429070,2018-07-07 17:45,0.84,5.33
85.8,159,09429070,2018-07-07 18:00,0.94,5.21
85.7,152,09429070,2018-07-07 18:15,0.92,5.13
85.6,152,09429070,2018-07-07 18:30,0.93,5.10
85.5,150,09429070,2018-07-07 18:45,0.93,5.05
85.3,151,09429070,2018-07-07 19:00,0.94,5.04
85.2,138,09429070,2018-07-07 19:15,0.86,5.00
85.1,132,09429070,2018-07-07 19:30,0.83,4.99
84.9,133,09429070,2018-07-07 19:45,0.83,4.98
84.8,133,09429070,2018-07-07 20:00,0.84,4.96
84.6,135,09429070,2018-07-07 20:15,0.85,4.95
84.4,134,09429070,2018-07-07 20:30,0.85,4.94
84.2,138,09429070,2018-07-07 20:45,0.87,4.95
84.1,191,09429070,2018-07-07 21:00,1.20,4.96
84.0,149,09429070,2018-07-07 21:15,0.94,4.94
83.9,145,09429070,2018-07-07 21:30,0.92,4.94
83.8,151,09429070,2018-07-07 21:45,0.98,4.85
83.7,144,09429070,2018-07-07 22:00,0.96,4.76
83.5,137,09429070,2018-07-07 22:15,0.92,4.71
83.3,130,09429070,2018-07-07 22:30,0.87,4.73
83.2,131,09429070,2018-07-07 22:45,0.87,4.77
83.0,131,09429070,2018-07-07 23:00,0.86,4.78
83.0,131,09429070,2018-07-07 23:15,0.86,4.79
82.9,133,09429070,2018-07-07 23:30,0.88,4.79
82.7,125,09429070,2018-07-07 23:45,0.82,4.83
