Temp,Flow,site_no,datetime,Velocity,GageHeight
81.9,146,09429070,2018-07-18 00:00,0.85,5.27
81.8,149,09429070,2018-07-18 00:15,0.85,5.35
81.7,147,09429070,2018-07-18 00:30,0.84,5.38
81.6,145,09429070,2018-07-18 00:45,0.80,5.54
81.6,148,09429070,2018-07-18 01:00,0.80,5.61
81.5,152,09429070,2018-07-18 01:15,0.80,5.68
81.4,137,09429070,2018-07-18 01:30,0.71,5.82
81.3,144,09429070,2018-07-18 01:45,0.73,5.91
81.3,142,09429070,2018-07-18 02:00,0.70,6.05
81.2,145,09429070,2018-07-18 02:15,0.70,6.15
81.1,140,09429070,2018-07-18 02:30,0.66,6.24
81.1,139,09429070,2018-07-18 02:45,0.65,6.29
81.0,154,09429070,2018-07-18 03:00,0.71,6.33
81.0,143,09429070,2018-07-18 03:15,0.66,6.36
80.9,145,09429070,2018-07-18 03:30,0.66,6.40
80.9,143,09429070,2018-07-18 03:45,0.64,6.51
80.8,142,09429070,2018-07-18 04:00,0.63,6.59
80.8,146,09429070,2018-07-18 04:15,0.64,6.64
80.8,139,09429070,2018-07-18 04:30,0.60,6.69
80.8,149,09429070,2018-07-18 04:45,0.64,6.72
80.8,130,09429070,2018-07-18 05:00,0.55,6.82
80.8,152,09429070,2018-07-18 05:15,0.64,6.90
80.8,153,09429070,2018-07-18 05:30,0.63,6.95
80.8,150,09429070,2018-07-18 05:45,0.62,6.98
80.8,151,09429070,2018-07-18 06:00,0.62,7.02
80.8,153,09429070,2018-07-18 06:15,0.63,7.04
80.8,153,09429070,2018-07-18 06:30,0.63,7.06
80.7,154,09429070,2018-07-18 06:45,0.63,7.08
80.7,155,09429070,2018-07-18 07:00,0.63,7.09
80.7,152,09429070,2018-07-18 07:15,0.62,7.10
80.7,155,09429070,2018-07-18 07:30,0.63,7.11
80.7,155,09429070,2018-07-18 07:45,0.63,7.12
80.7,157,09429070,2018-07-18 08:00,0.63,7.13
80.8,161,09429070,2018-07-18 08:15,0.65,7.14
80.8,159,09429070,2018-07-18 08:30,0.64,7.16
80.8,159,09429070,2018-07-18 08:45,0.64,7.15
81.1,154,09429070,2018-07-18 09:00,0.62,7.15
81.1,152,09429070,2018-07-18 09:15,0.61,7.16
81.2,165,09429070,2018-07-18 09:30,0.66,7.15
81.3,162,09429070,2018-07-18 09:45,0.65,7.16
81.5,170,09429070,2018-07-18 10:00,0.69,7.09
