Temp,Flow,site_no,datetime,Velocity,GageHeight
78.7,194,09429070,2018-07-05 00:00,1.01,5.77
78.6,191,09429070,2018-07-05 00:15,0.99,5.79
78.5,196,09429070,2018-07-05 00:30,1.01,5.81
78.4,190,09429070,2018-07-05 00:45,0.98,5.83
78.3,182,09429070,2018-07-05 01:00,0.94,5.84
78.2,174,09429070,2018-07-05 01:15,0.88,5.93
78.1,190,09429070,2018-07-05 01:30,0.94,6.00
78.0,185,09429070,2018-07-05 01:45,0.91,6.04
78.0,186,09429070,2018-07-05 02:00,0.91,6.08
77.9,234,09429070,2018-07-05 02:15,,7.02
77.8,213,09429070,2018-07-05 02:30,1.01,6.22
77.8,189,09429070,2018-07-05 02:45,0.89,6.25
77.7,193,09429070,2018-07-05 03:00,0.90,6.32
77.7,188,09429070,2018-07-05 03:15,0.87,6.35
77.6,195,09429070,2018-07-05 03:30,0.89,6.42
77.6,190,09429070,2018-07-05 03:45,0.86,6.46
77.6,166,09429070,2018-07-05 04:00,0.74,6.60
77.6,176,09429070,2018-07-05 04:15,0.77,6.67
77.5,184,09429070,2018-07-05 04:30,0.80,6.71
77.4,189,09429070,2018-07-05 04:45,0.81,6.74
77.4,189,09429070,2018-07-05 05:00,0.81,6.77
77.3,198,09429070,2018-07-05 05:15,0.85,6.79
77.2,203,09429070,2018-07-05 05:30,0.86,6.82
77.2,194,09429070,2018-07-05 05:45,0.82,6.82
77.1,201,09429070,2018-07-05 06:00,0.85,6.84
77.1,203,09429070,2018-07-05 06:15,0.86,6.85
77.0,209,09429070,2018-07-05 06:30,0.88,6.86
77.0,211,09429070,2018-07-05 06:45,0.89,6.86
76.9,208,09429070,2018-07-05 07:00,0.88,6.87
76.9,226,09429070,2018-07-05 07:15,0.95,6.89
76.9,211,09429070,2018-07-05 07:30,0.88,6.89
76.8,214,09429070,2018-07-05 07:45,0.90,6.89
76.8,214,09429070,2018-07-05 08:00,0.90,6.89
76.8,200,09429070,2018-07-05 08:15,0.84,6.90
76.8,217,09429070,2018-07-05 08:30,0.91,6.91
76.8,219,09429070,2018-07-05 08:45,0.91,6.92
76.9,223,09429070,2018-07-05 09:00,0.93,6.91
77.0,210,09429070,2018-07-05 09:15,0.88,6.92
77.0,203,09429070,2018-07-05 09:30,0.85,6.92
77.1,210,09429070,2018-07-05 09:45,0.88,6.91
77.3,230,09429070,2018-07-05 10:00,0.98,6.82
77.4,222,09429070,2018-07-05 10:15,0.95,6.75
77.6,222,09429070,2018-07-05 10:30,0.96,6.70
77.8,227,09429070,2018-07-05 10:45,0.99,6.67
78.0,210,09429070,2018-07-05 11:00,0.92,6.64
78.2,229,09429070,2018-07-05 11:15,1.01,6.63
78.5,232,09429070,2018-07-05 11:30,1.05,6.46
78.7,232,09429070,2018-07-05 11:45,1.07,6.37
78.7,229,09429070,2018-07-05 12:00,1.07,6.31
79.3,168,09429070,2018-07-05 12:15,0.79,6.26
79.5,170,09429070,2018-07-05 12:30,0.81,6.23
79.8,166,09429070,2018-07-05 12:45,0.79,6.22
79.8,161,09429070,2018-07-05 13:00,0.79,6.06
80.2,167,09429070,2018-07-05 13:15,0.84,5.96
80.6,165,09429070,2018-07-05 13:30,0.84,5.88
80.9,166,09429070,2018-07-05 13:45,0.85,5.83
81.1,164,09429070,2018-07-05 14:00,0.85,5.79
81.4,159,09429070,2018-07-05 14:15,0.83,5.77
81.7,176,09429070,2018-07-05 14:30,0.94,5.63
81.9,167,09429070,2018-07-05 14:45,0.92,5.53
82.1,166,09429070,2018-07-05 15:00,0.92,5.48
82.3,165,09429070,2018-07-05 15:15,0.93,5.42
