Temp,Flow,site_no,datetime,Velocity,GageHeight
83.8,162,09429070,2018-07-15 00:00,1.03,4.91
83.7,166,09429070,2018-07-15 00:15,1.02,5.08
83.6,159,09429070,2018-07-15 00:30,0.95,5.16
83.4,158,09429070,2018-07-15 00:45,0.92,5.28
83.3,161,09429070,2018-07-15 01:00,0.91,5.40
83.2,154,09429070,2018-07-15 01:15,0.85,5.51
83.1,155,09429070,2018-07-15 01:30,0.83,5.66
83.0,167,09429070,2018-07-15 01:45,0.87,5.76
82.9,156,09429070,2018-07-15 02:00,0.79,5.93
82.8,162,09429070,2018-07-15 02:15,0.80,6.04
82.8,163,09429070,2018-07-15 02:30,0.79,6.11
82.7,162,09429070,2018-07-15 02:45,0.78,6.16
82.7,160,09429070,2018-07-15 03:00,0.75,6.32
82.6,150,09429070,2018-07-15 03:15,0.69,6.40
82.5,139,09429070,2018-07-15 03:30,0.62,6.53
82.4,144,09429070,2018-07-15 03:45,0.63,6.63
82.4,147,09429070,2018-07-15 04:00,0.64,6.70
82.3,143,09429070,2018-07-15 04:15,0.62,6.76
82.2,135,09429070,2018-07-15 04:30,0.57,6.88
82.2,137,09429070,2018-07-15 04:45,0.57,6.95
82.1,143,09429070,2018-07-15 05:00,0.59,7.03
82.1,138,09429070,2018-07-15 05:15,0.56,7.07
82.0,148,09429070,2018-07-15 05:30,0.60,7.11
82.0,144,09429070,2018-07-15 05:45,0.57,7.22
82.0,137,09429070,2018-07-15 06:00,0.54,7.30
82.0,156,09429070,2018-07-15 06:15,0.61,7.34
82.0,139,09429070,2018-07-15 06:30,0.54,7.39
81.9,145,09429070,2018-07-15 06:45,0.56,7.41
81.9,155,09429070,2018-07-15 07:00,0.59,7.44
81.9,143,09429070,2018-07-15 07:15,0.55,7.46
81.9,146,09429070,2018-07-15 07:30,0.56,7.48
81.9,143,09429070,2018-07-15 07:45,0.54,7.57
81.9,143,09429070,2018-07-15 08:00,0.53,7.62
81.9,139,09429070,2018-07-15 08:15,0.52,7.67
81.9,152,09429070,2018-07-15 08:30,0.56,7.69
82.0,144,09429070,2018-07-15 08:45,0.53,7.72
82.0,151,09429070,2018-07-15 09:00,0.56,7.72
82.0,146,09429070,2018-07-15 09:15,0.54,7.63
82.1,144,09429070,2018-07-15 09:30,0.54,7.60
82.2,140,09429070,2018-07-15 09:45,0.53,7.57
82.2,152,09429070,2018-07-15 10:00,0.57,7.61
82.2,144,09429070,2018-07-15 10:15,0.53,7.66
82.3,138,09429070,2018-07-15 10:30,0.51,7.67
82.3,146,09429070,2018-07-15 10:45,0.54,7.63
82.3,146,09429070,2018-07-15 11:00,0.55,7.56
82.3,142,09429070,2018-07-15 11:15,0.54,7.52
82.4,151,09429070,2018-07-15 11:30,0.57,7.51
82.4,145,09429070,2018-07-15 11:45,0.56,7.41
82.4,147,09429070,2018-07-15 12:00,0.57,7.32
82.4,157,09429070,2018-07-15 12:15,0.62,7.25
82.4,141,09429070,2018-07-15 12:30,0.56,7.22
82.4,145,09429070,2018-07-15 12:45,0.58,7.19
82.4,164,09429070,2018-07-15 13:00,0.67,7.05
82.5,150,09429070,2018-07-15 13:15,0.62,6.97
82.6,153,09429070,2018-07-15 13:30,0.64,6.90
82.8,171,09429070,2018-07-15 13:45,0.74,6.75
83.0,159,09429070,2018-07-15 14:00,0.70,6.65
83.2,157,09429070,2018-07-15 14:15,0.70,6.59
83.4,165,09429070,2018-07-15 14:30,0.74,6.51
83.7,169,09429070,2018-07-15 14:45,0.77,6.40
83.9,168,09429070,2018-07-15 15:00,0.79,6.27
84.1,172,09429070,2018-07-15 15:15,0.82,6.20
