Temp,Flow,site_no,datetime,Velocity,GageHeight
82.3,147,09429070,2018-07-21 00:00,1.08,4.43
82.2,137,09429070,2018-07-21 00:15,0.97,4.54
82.1,146,09429070,2018-07-21 00:30,1.00,4.63
82.0,149,09429070,2018-07-21 00:45,1.01,4.69
82.0,145,09429070,2018-07-21 01:00,0.97,4.75
81.9,153,09429070,2018-07-21 01:15,1.01,4.79
81.8,146,09429070,2018-07-21 01:30,0.93,4.92
81.7,145,09429070,2018-07-21 01:45,0.90,5.01
81.7,147,09429070,2018-07-21 02:00,0.90,5.07
81.6,151,09429070,2018-07-21 02:15,0.92,5.09
81.5,148,09429070,2018-07-21 02:30,0.89,5.14
81.5,153,09429070,2018-07-21 02:45,0.89,5.26
81.5,145,09429070,2018-07-21 03:00,0.83,5.35
81.4,153,09429070,2018-07-21 03:15,0.86,5.41
81.3,147,09429070,2018-07-21 03:30,0.82,5.45
81.3,153,09429070,2018-07-21 03:45,0.85,5.49
81.2,148,09429070,2018-07-21 04:00,0.81,5.52
81.2,136,09429070,2018-07-21 04:15,0.73,5.62
81.2,150,09429070,2018-07-21 04:30,0.80,5.70
81.1,146,09429070,2018-07-21 04:45,0.76,5.75
81.0,140,09429070,2018-07-21 05:00,0.72,5.80
81.0,149,09429070,2018-07-21 05:15,0.76,5.82
81.0,144,09429070,2018-07-21 05:30,0.74,5.84
81.0,142,09429070,2018-07-21 05:45,0.73,5.87
80.9,147,09429070,2018-07-21 06:00,0.75,5.89
80.9,150,09429070,2018-07-21 06:15,0.76,5.90
80.9,150,09429070,2018-07-21 06:30,0.76,5.91
80.9,150,09429070,2018-07-21 06:45,0.76,5.92
80.8,149,09429070,2018-07-21 07:00,0.75,5.93
80.8,139,09429070,2018-07-21 07:15,0.70,5.96
80.7,145,09429070,2018-07-21 07:30,0.73,5.96
80.7,144,09429070,2018-07-21 07:45,0.72,5.98
80.6,142,09429070,2018-07-21 08:00,0.71,5.97
80.5,155,09429070,2018-07-21 08:15,0.80,5.85
80.4,145,09429070,2018-07-21 08:30,0.75,5.78
80.4,149,09429070,2018-07-21 08:45,0.77,5.77
80.3,142,09429070,2018-07-21 09:00,0.73,5.84
80.2,143,09429070,2018-07-21 09:15,0.74,5.84
80.1,153,09429070,2018-07-21 09:30,0.78,5.85
80.1,158,09429070,2018-07-21 09:45,0.81,5.86
80.0,220,09429070,2018-07-21 10:00,1.12,5.86
80.0,174,09429070,2018-07-21 10:15,0.91,5.76
80.0,166,09429070,2018-07-21 10:30,0.88,5.69
79.9,172,09429070,2018-07-21 10:45,0.92,5.65
79.9,169,09429070,2018-07-21 11:00,0.91,5.62
79.9,170,09429070,2018-07-21 11:15,0.92,5.60
79.9,165,09429070,2018-07-21 11:30,0.90,5.57
79.8,168,09429070,2018-07-21 11:45,0.92,5.55
