Temp,Flow,site_no,datetime,Velocity,GageHeight
83.3,165,09429070,2018-07-16 00:00,0.86,5.78
83.2,165,09429070,2018-07-16 00:15,0.85,5.84
83.1,169,09429070,2018-07-16 00:30,0.86,5.88
82.9,163,09429070,2018-07-16 00:45,0.82,5.96
82.8,168,09429070,2018-07-16 01:00,0.82,6.07
82.7,161,09429070,2018-07-16 01:15,0.77,6.19
82.6,160,09429070,2018-07-16 01:30,0.75,6.26
82.6,160,09429070,2018-07-16 01:45,0.75,6.32
82.5,153,09429070,2018-07-16 02:00,0.70,6.41
82.5,206,09429070,2018-07-16 02:15,0.70,8.22
82.4,282,09429070,2018-07-16 02:30,1.37,6.09
82.4,305,09429070,2018-07-16 02:45,1.37,6.51
82.4,153,09429070,2018-07-16 03:00,0.68,6.57
82.3,159,09429070,2018-07-16 03:15,0.70,6.60
82.2,143,09429070,2018-07-16 03:30,0.62,6.70
82.0,149,09429070,2018-07-16 03:45,0.64,6.77
82.0,152,09429070,2018-07-16 04:00,0.64,6.86
82.0,157,09429070,2018-07-16 04:15,0.65,6.97
82.0,159,09429070,2018-07-16 04:30,0.65,7.03
81.8,152,09429070,2018-07-16 04:45,0.62,7.08
81.7,164,09429070,2018-07-16 05:00,0.66,7.11
81.6,153,09429070,2018-07-16 05:15,0.62,7.13
81.6,146,09429070,2018-07-16 05:30,0.59,7.15
81.5,156,09429070,2018-07-16 05:45,0.62,7.18
81.4,162,09429070,2018-07-16 06:00,0.65,7.16
81.4,152,09429070,2018-07-16 06:15,0.61,7.16
81.4,148,09429070,2018-07-16 06:30,0.59,7.16
81.3,158,09429070,2018-07-16 06:45,0.63,7.16
81.3,164,09429070,2018-07-16 07:00,0.66,7.16
81.3,176,09429070,2018-07-16 07:15,0.71,7.08
81.3,154,09429070,2018-07-16 07:30,0.63,7.02
81.3,165,09429070,2018-07-16 07:45,0.68,6.98
81.3,168,09429070,2018-07-16 08:00,0.70,6.95
81.3,157,09429070,2018-07-16 08:15,0.64,7.04
81.3,148,09429070,2018-07-16 08:30,0.60,7.07
