Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
10.8,17400,09380000,2018-07-25 00:00,675,0.00,10.20
10.8,17200,09380000,2018-07-25 00:15,679,0.00,10.17
10.8,16800,09380000,2018-07-25 00:30,682,0.00,10.09
10.8,16400,09380000,2018-07-25 00:45,677,0.00,10.02
10.8,15900,09380000,2018-07-25 01:00,680,0.00,9.93
10.7,15500,09380000,2018-07-25 01:15,676,0.00,9.85
10.7,15100,09380000,2018-07-25 01:30,675,0.00,9.77
10.7,14700,09380000,2018-07-25 01:45,678,0.00,9.69
10.7,14300,09380000,2018-07-25 02:00,678,0.00,9.61
10.7,13900,09380000,2018-07-25 02:15,678,0.00,9.52
10.7,13500,09380000,2018-07-25 02:30,676,0.00,9.44
10.7,13100,09380000,2018-07-25 02:45,678,0.00,9.37
10.6,12800,09380000,2018-07-25 03:00,676,0.00,9.30
10.6,12500,09380000,2018-07-25 03:15,675,0.00,9.24
10.6,12300,09380000,2018-07-25 03:30,673,0.00,9.18
10.6,12000,09380000,2018-07-25 03:45,673,0.00,9.13
10.6,11800,09380000,2018-07-25 04:00,674,0.00,9.08
10.6,11600,09380000,2018-07-25 04:15,670,0.00,9.04
10.6,11500,09380000,2018-07-25 04:30,674,0.00,9.00
10.7,11300,09380000,2018-07-25 04:45,674,0.00,8.97
10.7,11200,09380000,2018-07-25 05:00,672,0.00,8.93
10.7,11100,09380000,2018-07-25 05:15,668,0.00,8.92
10.7,11000,09380000,2018-07-25 05:30,671,0.00,8.89
10.7,11000,09380000,2018-07-25 05:45,676,0.00,8.88
10.7,10800,09380000,2018-07-25 06:00,667,0.00,8.85
10.7,10800,09380000,2018-07-25 06:15,667,0.00,8.84
10.7,10700,09380000,2018-07-25 06:30,676,0.00,8.82
10.8,10700,09380000,2018-07-25 06:45,672,0.00,8.82
10.8,10700,09380000,2018-07-25 07:00,669,0.00,8.81
10.8,10700,09380000,2018-07-25 07:15,670,0.00,8.82
10.9,10700,09380000,2018-07-25 07:30,668,0.00,8.82
10.9,10700,09380000,2018-07-25 07:45,666,0.00,8.82
10.9,10700,09380000,2018-07-25 08:00,666,0.00,8.82
11.0,10800,09380000,2018-07-25 08:15,668,0.00,8.84
11.0,10800,09380000,2018-07-25 08:30,669,0.00,8.85
11.1,11000,09380000,2018-07-25 08:45,668,0.00,8.89
11.1,11100,09380000,2018-07-25 09:00,668,0.00,8.92
11.1,11400,09380000,2018-07-25 09:15,668,0.00,8.99
11.2,11700,09380000,2018-07-25 09:30,667,0.00,9.05
11.2,12100,09380000,2018-07-25 09:45,666,0.00,9.14
11.3,12500,09380000,2018-07-25 10:00,665,0.00,9.24
11.3,13000,09380000,2018-07-25 10:15,660,0.00,9.35
