Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
11.1,17500,09380000,2018-07-13 00:00,665,0.00,10.21
11.1,17200,09380000,2018-07-13 00:15,664,0.00,10.17
11.1,16800,09380000,2018-07-13 00:30,664,0.00,10.09
11.0,16400,09380000,2018-07-13 00:45,664,0.00,10.01
11.0,16000,09380000,2018-07-13 01:00,665,0.00,9.95
11.0,15700,09380000,2018-07-13 01:15,666,0.00,9.88
11.0,15200,09380000,2018-07-13 01:30,666,0.00,9.79
10.9,14900,09380000,2018-07-13 01:45,666,0.00,9.72
10.9,14500,09380000,2018-07-13 02:00,666,0.00,9.65
10.9,14200,09380000,2018-07-13 02:15,667,0.00,9.59
10.8,13900,09380000,2018-07-13 02:30,667,0.00,9.52
10.8,13500,09380000,2018-07-13 02:45,668,0.00,9.44
10.8,13200,09380000,2018-07-13 03:00,670,0.00,9.38
10.8,13000,09380000,2018-07-13 03:15,670,0.00,9.33
10.8,12700,09380000,2018-07-13 03:30,670,0.00,9.27
10.7,12500,09380000,2018-07-13 03:45,670,0.00,9.23
10.7,12200,09380000,2018-07-13 04:00,671,0.00,9.17
10.7,12100,09380000,2018-07-13 04:15,671,0.00,9.14
10.7,11900,09380000,2018-07-13 04:30,668,0.00,9.10
10.7,11700,09380000,2018-07-13 04:45,674,0.00,9.06
10.7,11600,09380000,2018-07-13 05:00,673,0.00,9.04
10.7,11600,09380000,2018-07-13 05:15,672,0.00,9.02
10.7,11400,09380000,2018-07-13 05:30,671,0.00,8.99
10.7,11300,09380000,2018-07-13 05:45,671,0.00,8.96
10.7,11200,09380000,2018-07-13 06:00,672,0.00,8.94
10.7,11200,09380000,2018-07-13 06:15,672,0.00,8.93
10.8,11100,09380000,2018-07-13 06:30,673,0.00,8.92
10.8,11000,09380000,2018-07-13 06:45,672,0.00,8.90
10.8,11000,09380000,2018-07-13 07:00,672,0.00,8.90
10.8,11000,09380000,2018-07-13 07:15,670,0.00,8.89
10.8,11000,09380000,2018-07-13 07:30,669,0.00,8.89
10.8,11100,09380000,2018-07-13 07:45,672,0.00,8.91
10.8,11100,09380000,2018-07-13 08:00,672,0.00,8.92
10.9,11300,09380000,2018-07-13 08:15,672,0.00,8.95
10.9,11400,09380000,2018-07-13 08:30,672,0.00,8.98
11.0,11600,09380000,2018-07-13 08:45,673,0.00,9.03
11.0,11800,09380000,2018-07-13 09:00,674,0.00,9.08
11.0,12100,09380000,2018-07-13 09:15,675,0.00,9.14
