Temp,Flow,site_no,datetime,Precipitation,GageHeight
81.3,0.00,09424900,2018-06-29 00:00,0.00,-0.13
80.3,0.00,09424900,2018-06-29 00:15,0.00,-0.13
78.6,0.00,09424900,2018-06-29 00:30,0.00,-0.13
77.3,0.00,09424900,2018-06-29 00:45,0.00,-0.13
76.7,0.00,09424900,2018-06-29 01:00,0.00,-0.13
76.7,0.00,09424900,2018-06-29 01:15,0.00,-0.13
75.7,0.00,09424900,2018-06-29 01:30,0.00,-0.13
76.0,0.00,09424900,2018-06-29 01:45,0.00,-0.13
75.2,0.00,09424900,2018-06-29 02:00,0.00,-0.13
75.3,0.00,09424900,2018-06-29 02:15,0.00,-0.13
73.8,0.00,09424900,2018-06-29 02:30,0.00,-0.13
74.9,0.00,09424900,2018-06-29 02:45,0.00,-0.13
73.4,0.00,09424900,2018-06-29 03:00,0.00,-0.13
73.7,0.00,09424900,2018-06-29 03:15,0.00,-0.13
72.0,0.00,09424900,2018-06-29 03:30,0.00,-0.13
73.9,0.00,09424900,2018-06-29 03:45,0.00,-0.13
74.9,0.00,09424900,2018-06-29 04:00,0.00,-0.13
76.8,0.00,09424900,2018-06-29 04:15,0.00,-0.13
76.3,0.00,09424900,2018-06-29 04:30,0.00,-0.13
75.0,0.00,09424900,2018-06-29 04:45,0.00,-0.13
75.3,0.00,09424900,2018-06-29 05:00,0.00,-0.13
74.8,0.00,09424900,2018-06-29 05:15,0.00,-0.13
76.2,0.00,09424900,2018-06-29 05:30,0.00,-0.13
75.2,0.00,09424900,2018-06-29 05:45,0.00,-0.13
76.8,0.00,09424900,2018-06-29 06:00,0.00,-0.13
79.4,0.00,09424900,2018-06-29 06:15,0.00,-0.13
81.8,0.00,09424900,2018-06-29 06:30,0.00,-0.13
83.1,0.00,09424900,2018-06-29 06:45,0.00,-0.13
83.7,0.00,09424900,2018-06-29 07:00,0.00,-0.13
85.0,0.00,09424900,2018-06-29 07:15,0.00,-0.13
85.9,0.00,09424900,2018-06-29 07:30,0.00,-0.13
87.5,0.00,09424900,2018-06-29 07:45,0.00,-0.13
88.6,0.00,09424900,2018-06-29 08:00,0.00,-0.13
89.6,0.00,09424900,2018-06-29 08:15,0.00,-0.13
89.2,0.00,09424900,2018-06-29 08:30,0.00,-0.13
89.1,0.00,09424900,2018-06-29 08:45,0.00,-0.13
90.1,0.00,09424900,2018-06-29 09:00,0.00,-0.12
91.2,0.00,09424900,2018-06-29 09:15,0.00,-0.12
92.4,0.00,09424900,2018-06-29 09:30,0.00,-0.12
92.2,0.00,09424900,2018-06-29 09:45,0.00,-0.12
93.6,0.00,09424900,2018-06-29 10:00,0.00,-0.12
93.7,0.00,09424900,2018-06-29 10:15,0.00,-0.12
95.2,0.00,09424900,2018-06-29 10:30,0.00,-0.12
94.1,0.00,09424900,2018-06-29 10:45,0.00,-0.12
97.2,0.00,09424900,2018-06-29 11:00,0.00,-0.12
97.6,0.00,09424900,2018-06-29 11:15,0.00,-0.12
97.2,0.00,09424900,2018-06-29 11:30,0.00,-0.12
97.5,0.00,09424900,2018-06-29 11:45,0.00,-0.12
96.5,0.00,09424900,2018-06-29 12:00,0.00,-0.12
96.3,0.00,09424900,2018-06-29 12:15,0.00,-0.12
98.8,0.00,09424900,2018-06-29 12:30,0.00,-0.12
98.2,0.00,09424900,2018-06-29 12:45,0.00,-0.12
99.8,0.00,09424900,2018-06-29 13:00,0.00,-0.12
99.4,0.00,09424900,2018-06-29 13:15,0.00,-0.12
99.2,0.00,09424900,2018-06-29 13:30,0.00,-0.12
100.2,0.00,09424900,2018-06-29 13:45,0.00,-0.12
100.2,0.00,09424900,2018-06-29 14:00,0.00,-0.12
99.6,0.00,09424900,2018-06-29 14:15,0.00,-0.12
101.8,0.00,09424900,2018-06-29 14:30,0.00,-0.12
101.0,0.00,09424900,2018-06-29 14:45,0.00,-0.12
101.6,0.00,09424900,2018-06-29 15:00,0.00,-0.12
101.1,0.00,09424900,2018-06-29 15:15,0.00,-0.12
101.1,0.00,09424900,2018-06-29 15:30,0.00,-0.12
101.3,0.00,09424900,2018-06-29 15:45,0.00,-0.12
101.6,0.00,09424900,2018-06-29 16:00,0.00,-0.12
101.8,0.00,09424900,2018-06-29 16:15,0.00,-0.12
100.4,0.00,09424900,2018-06-29 16:30,0.00,-0.12
101.8,0.00,09424900,2018-06-29 16:45,0.00,-0.12
101.4,0.00,09424900,2018-06-29 17:00,0.00,-0.12
101.1,0.00,09424900,2018-06-29 17:15,0.00,-0.12
101.3,0.00,09424900,2018-06-29 17:30,0.00,-0.12
100.3,0.00,09424900,2018-06-29 17:45,0.00,-0.12
100.0,0.00,09424900,2018-06-29 18:00,0.00,-0.12
99.6,0.00,09424900,2018-06-29 18:15,0.00,-0.12
99.9,0.00,09424900,2018-06-29 18:30,0.00,-0.12
98.7,0.00,09424900,2018-06-29 18:45,0.00,-0.12
98.9,0.00,09424900,2018-06-29 19:00,0.00,-0.12
97.4,0.00,09424900,2018-06-29 19:15,0.00,-0.12
97.0,0.00,09424900,2018-06-29 19:30,0.00,-0.12
96.0,0.00,09424900,2018-06-29 19:45,0.00,-0.12
95.0,0.00,09424900,2018-06-29 20:00,0.00,-0.13
94.8,0.00,09424900,2018-06-29 20:15,0.00,-0.13
93.2,0.00,09424900,2018-06-29 20:30,0.00,-0.13
92.2,0.00,09424900,2018-06-29 20:45,0.00,-0.13
91.1,0.00,09424900,2018-06-29 21:00,0.00,-0.13
90.4,0.00,09424900,2018-06-29 21:15,0.00,-0.13
88.9,0.00,09424900,2018-06-29 21:30,0.00,-0.13
87.6,0.00,09424900,2018-06-29 21:45,0.00,-0.13
84.8,0.00,09424900,2018-06-29 22:00,0.00,-0.13
82.9,0.00,09424900,2018-06-29 22:15,0.00,-0.13
81.4,0.00,09424900,2018-06-29 22:30,0.00,-0.13
80.1,0.00,09424900,2018-06-29 22:45,0.00,-0.13
79.4,0.00,09424900,2018-06-29 23:00,0.00,-0.13
78.5,0.00,09424900,2018-06-29 23:15,0.00,-0.13
77.5,0.00,09424900,2018-06-29 23:30,0.00,-0.13
77.6,0.00,09424900,2018-06-29 23:45,0.00,-0.13
