Temp,Flow,site_no,datetime,Velocity,GageHeight
79.6,150,09429070,2018-07-22 00:00,0.95,4.93
79.6,141,09429070,2018-07-22 00:15,0.88,4.98
79.6,147,09429070,2018-07-22 00:30,0.92,5.00
79.6,139,09429070,2018-07-22 00:45,0.84,5.11
79.6,149,09429070,2018-07-22 01:00,0.88,5.21
79.6,159,09429070,2018-07-22 01:15,0.93,5.26
79.6,150,09429070,2018-07-22 01:30,0.87,5.31
79.6,150,09429070,2018-07-22 01:45,0.86,5.34
79.7,149,09429070,2018-07-22 02:00,0.85,5.37
79.6,143,09429070,2018-07-22 02:15,0.79,5.51
79.6,153,09429070,2018-07-22 02:30,0.83,5.57
79.6,149,09429070,2018-07-22 02:45,0.80,5.61
79.6,153,09429070,2018-07-22 03:00,0.82,5.65
79.6,152,09429070,2018-07-22 03:15,0.81,5.69
79.5,148,09429070,2018-07-22 03:30,0.77,5.77
79.5,148,09429070,2018-07-22 03:45,0.76,5.86
79.4,154,09429070,2018-07-22 04:00,0.78,5.92
79.3,155,09429070,2018-07-22 04:15,0.78,5.95
79.2,157,09429070,2018-07-22 04:30,0.78,5.98
79.1,161,09429070,2018-07-22 04:45,0.80,6.01
79.0,150,09429070,2018-07-22 05:00,0.74,6.02
79.0,151,09429070,2018-07-22 05:15,0.74,6.04
78.9,160,09429070,2018-07-22 05:30,0.78,6.05
78.8,148,09429070,2018-07-22 05:45,0.73,6.06
78.8,155,09429070,2018-07-22 06:00,0.76,6.08
78.7,219,09429070,2018-07-22 06:15,1.07,6.07
78.6,212,09429070,2018-07-22 06:30,1.03,6.08
78.6,211,09429070,2018-07-22 06:45,1.03,6.09
78.5,222,09429070,2018-07-22 07:00,1.08,6.10
78.5,212,09429070,2018-07-22 07:15,1.03,6.10
78.5,219,09429070,2018-07-22 07:30,1.06,6.10
78.5,210,09429070,2018-07-22 07:45,1.02,6.10
78.5,211,09429070,2018-07-22 08:00,1.00,6.22
78.5,211,09429070,2018-07-22 08:15,0.99,6.26
78.6,208,09429070,2018-07-22 08:30,0.98,6.29
78.6,227,09429070,2018-07-22 08:45,1.09,6.17
78.7,226,09429070,2018-07-22 09:00,1.09,6.14
78.8,155,09429070,2018-07-22 09:15,0.76,6.10
78.9,157,09429070,2018-07-22 09:30,0.76,6.08
