Temp,Flow,site_no,datetime,Velocity,GageHeight
81.6,140,09429070,2018-07-11 00:00,0.79,5.43
81.6,138,09429070,2018-07-11 00:15,0.77,5.47
81.5,138,09429070,2018-07-11 00:30,0.74,5.62
81.4,143,09429070,2018-07-11 00:45,0.76,5.70
81.4,137,09429070,2018-07-11 01:00,0.72,5.75
81.3,140,09429070,2018-07-11 01:15,0.73,5.79
81.2,135,09429070,2018-07-11 01:30,0.68,5.94
81.2,138,09429070,2018-07-11 01:45,0.68,6.02
81.1,129,09429070,2018-07-11 02:00,0.63,6.07
81.0,131,09429070,2018-07-11 02:15,0.63,6.18
80.9,125,09429070,2018-07-11 02:30,0.59,6.28
80.9,135,09429070,2018-07-11 02:45,0.63,6.34
80.8,137,09429070,2018-07-11 03:00,0.63,6.39
80.7,138,09429070,2018-07-11 03:15,0.63,6.43
80.7,124,09429070,2018-07-11 03:30,0.56,6.54
80.6,134,09429070,2018-07-11 03:45,0.59,6.62
80.6,134,09429070,2018-07-11 04:00,0.59,6.68
80.6,131,09429070,2018-07-11 04:15,0.57,6.72
80.5,127,09429070,2018-07-11 04:30,0.55,6.75
80.5,131,09429070,2018-07-11 04:45,0.56,6.77
80.4,128,09429070,2018-07-11 05:00,0.55,6.79
80.4,132,09429070,2018-07-11 05:15,0.56,6.80
80.4,135,09429070,2018-07-11 05:30,0.57,6.82
80.3,130,09429070,2018-07-11 05:45,0.55,6.82
80.3,146,09429070,2018-07-11 06:00,0.63,6.70
80.3,145,09429070,2018-07-11 06:15,0.63,6.65
80.2,140,09429070,2018-07-11 06:30,0.62,6.62
80.2,146,09429070,2018-07-11 06:45,0.65,6.61
80.2,139,09429070,2018-07-11 07:00,0.61,6.59
80.2,136,09429070,2018-07-11 07:15,0.60,6.59
80.2,144,09429070,2018-07-11 07:30,0.64,6.58
80.3,145,09429070,2018-07-11 07:45,0.64,6.56
80.3,139,09429070,2018-07-11 08:00,0.62,6.55
80.4,141,09429070,2018-07-11 08:15,0.63,6.55
80.4,145,09429070,2018-07-11 08:30,0.65,6.54
80.5,149,09429070,2018-07-11 08:45,0.69,6.39
80.5,147,09429070,2018-07-11 09:00,0.68,6.32
80.6,136,09429070,2018-07-11 09:15,0.64,6.28
80.6,136,09429070,2018-07-11 09:30,0.64,6.24
80.7,131,09429070,2018-07-11 09:45,0.62,6.21
80.7,156,09429070,2018-07-11 10:00,0.76,6.06
80.8,147,09429070,2018-07-11 10:15,0.74,5.95
80.9,135,09429070,2018-07-11 10:30,0.69,5.89
81.0,143,09429070,2018-07-11 10:45,0.73,5.85
81.1,134,09429070,2018-07-11 11:00,0.69,5.81
81.2,153,09429070,2018-07-11 11:15,0.82,5.64
81.4,140,09429070,2018-07-11 11:30,0.76,5.55
81.6,144,09429070,2018-07-11 11:45,0.80,5.49
81.8,143,09429070,2018-07-11 12:00,0.80,5.43
81.9,151,09429070,2018-07-11 12:15,0.88,5.26
82.1,147,09429070,2018-07-11 12:30,0.88,5.16
82.3,145,09429070,2018-07-11 12:45,0.88,5.08
82.4,143,09429070,2018-07-11 13:00,0.89,5.03
82.4,140,09429070,2018-07-11 13:15,0.90,4.88
82.3,148,09429070,2018-07-11 13:30,0.98,4.79
82.0,150,09429070,2018-07-11 13:45,1.01,4.71
81.9,148,09429070,2018-07-11 14:00,1.02,4.63
81.8,144,09429070,2018-07-11 14:15,1.01,4.58
81.8,138,09429070,2018-07-11 14:30,0.98,4.54
81.8,143,09429070,2018-07-11 14:45,1.04,4.44
82.0,140,09429070,2018-07-11 15:00,1.06,4.31
82.2,140,09429070,2018-07-11 15:15,1.09,4.25
82.2,132,09429070,2018-07-11 15:30,1.04,4.19
82.4,122,09429070,2018-07-11 15:45,1.00,4.07
82.6,130,09429070,2018-07-11 16:00,1.10,3.98
82.6,128,09429070,2018-07-11 16:15,1.11,3.92
82.7,125,09429070,2018-07-11 16:30,1.10,3.89
82.7,136,09429070,2018-07-11 16:45,1.20,3.86
82.7,126,09429070,2018-07-11 17:00,1.11,3.85
82.7,134,09429070,2018-07-11 17:15,1.23,3.76
82.7,133,09429070,2018-07-11 17:30,1.23,3.73
82.6,136,09429070,2018-07-11 17:45,1.27,3.71
82.6,121,09429070,2018-07-11 18:00,1.13,3.71
82.5,112,09429070,2018-07-11 18:15,1.05,3.69
82.5,110,09429070,2018-07-11 18:30,1.03,3.69
82.5,119,09429070,2018-07-11 18:45,1.12,3.69
82.5,129,09429070,2018-07-11 19:00,1.21,3.69
82.5,122,09429070,2018-07-11 19:15,1.14,3.70
82.4,116,09429070,2018-07-11 19:30,1.09,3.68
82.4,128,09429070,2018-07-11 19:45,1.20,3.68
82.3,161,09429070,2018-07-11 20:00,1.51,3.69
82.2,157,09429070,2018-07-11 20:15,1.45,3.73
82.2,134,09429070,2018-07-11 20:30,1.23,3.75
82.2,124,09429070,2018-07-11 20:45,1.13,3.76
82.1,144,09429070,2018-07-11 21:00,1.31,3.78
82.1,164,09429070,2018-07-11 21:15,1.47,3.80
82.0,156,09429070,2018-07-11 21:30,1.39,3.83
82.0,151,09429070,2018-07-11 21:45,1.33,3.85
82.0,153,09429070,2018-07-11 22:00,1.33,3.88
82.0,165,09429070,2018-07-11 22:15,1.45,3.88
81.9,166,09429070,2018-07-11 22:30,1.46,3.88
81.9,166,09429070,2018-07-11 22:45,1.46,3.87
81.7,161,09429070,2018-07-11 23:00,1.40,3.90
81.5,157,09429070,2018-07-11 23:15,1.35,3.92
81.4,161,09429070,2018-07-11 23:30,1.38,3.93
81.2,154,09429070,2018-07-11 23:45,1.29,4.00
