GageHeight2,Flow,site_no,datetime,Precipitation,GageHeight
4.69,0.00,09394500,2018-06-30 00:00,0.00,4.70
4.69,0.00,09394500,2018-06-30 00:15,0.00,4.70
4.69,0.00,09394500,2018-06-30 00:30,0.00,4.70
4.69,0.00,09394500,2018-06-30 00:45,0.00,4.70
4.69,0.00,09394500,2018-06-30 01:00,0.00,4.70
4.69,0.00,09394500,2018-06-30 01:15,0.00,4.70
4.69,0.00,09394500,2018-06-30 01:30,0.00,4.70
4.69,0.00,09394500,2018-06-30 01:45,0.00,4.70
4.69,0.00,09394500,2018-06-30 02:00,0.00,4.70
4.68,0.00,09394500,2018-06-30 02:15,0.00,4.70
4.69,0.00,09394500,2018-06-30 02:30,0.00,4.70
4.68,0.00,09394500,2018-06-30 02:45,0.00,4.70
4.69,0.00,09394500,2018-06-30 03:00,0.00,4.70
4.69,0.00,09394500,2018-06-30 03:15,0.00,4.70
4.69,0.00,09394500,2018-06-30 03:30,0.00,4.70
4.69,0.00,09394500,2018-06-30 03:45,0.00,4.70
4.69,0.00,09394500,2018-06-30 04:00,0.00,4.70
4.69,0.00,09394500,2018-06-30 04:15,0.00,4.70
4.69,0.00,09394500,2018-06-30 04:30,0.00,4.70
4.69,0.00,09394500,2018-06-30 04:45,0.00,4.70
4.69,0.00,09394500,2018-06-30 05:00,0.00,4.70
4.69,0.00,09394500,2018-06-30 05:15,0.00,4.70
4.69,0.00,09394500,2018-06-30 05:30,0.00,4.70
4.69,0.00,09394500,2018-06-30 05:45,0.00,4.70
4.69,0.00,09394500,2018-06-30 06:00,0.00,4.70
4.68,0.00,09394500,2018-06-30 06:15,0.00,4.70
4.68,0.00,09394500,2018-06-30 06:30,0.00,4.70
4.67,0.00,09394500,2018-06-30 06:45,0.00,4.70
4.67,0.00,09394500,2018-06-30 07:00,0.00,4.70
4.67,0.00,09394500,2018-06-30 07:15,0.00,4.70
4.67,0.00,09394500,2018-06-30 07:30,0.00,4.70
4.67,0.00,09394500,2018-06-30 07:45,0.00,4.70
4.68,0.00,09394500,2018-06-30 08:00,0.00,4.70
4.68,0.00,09394500,2018-06-30 08:15,0.00,4.70
4.68,0.00,09394500,2018-06-30 08:30,0.00,4.70
4.68,0.00,09394500,2018-06-30 08:45,0.00,4.70
4.68,0.00,09394500,2018-06-30 09:00,0.00,4.70
4.69,0.00,09394500,2018-06-30 09:15,0.00,4.70
4.69,0.00,09394500,2018-06-30 09:30,0.00,4.70
4.69,0.00,09394500,2018-06-30 09:45,0.00,4.70
4.69,0.00,09394500,2018-06-30 10:00,0.00,4.70
4.69,0.00,09394500,2018-06-30 10:15,0.00,4.70
4.69,0.00,09394500,2018-06-30 10:30,0.00,4.70
4.68,0.00,09394500,2018-06-30 10:45,0.00,4.70
4.68,0.00,09394500,2018-06-30 11:00,0.00,4.70
4.68,0.00,09394500,2018-06-30 11:15,0.00,4.70
4.67,0.00,09394500,2018-06-30 11:30,0.00,4.70
4.67,0.00,09394500,2018-06-30 11:45,0.00,4.70
4.66,0.00,09394500,2018-06-30 12:00,0.00,4.70
4.66,0.00,09394500,2018-06-30 12:15,0.00,4.70
4.66,0.00,09394500,2018-06-30 12:30,0.00,4.70
4.66,0.00,09394500,2018-06-30 12:45,0.00,4.70
4.66,0.00,09394500,2018-06-30 13:00,0.00,4.70
4.66,0.00,09394500,2018-06-30 13:15,0.00,4.70
4.65,0.00,09394500,2018-06-30 13:30,0.00,4.70
4.66,0.00,09394500,2018-06-30 13:45,0.00,4.70
4.66,0.00,09394500,2018-06-30 14:00,0.00,4.70
4.65,0.00,09394500,2018-06-30 14:15,0.00,4.70
4.65,0.00,09394500,2018-06-30 14:30,0.00,4.70
4.65,0.00,09394500,2018-06-30 14:45,0.00,4.69
4.65,0.00,09394500,2018-06-30 15:00,0.00,4.69
4.65,0.00,09394500,2018-06-30 15:15,0.00,4.69
4.66,0.00,09394500,2018-06-30 15:30,0.00,4.69
4.70,0.00,09394500,2018-06-30 15:45,0.00,4.69
4.90,0.07,09394500,2018-06-30 16:00,0.00,4.80
4.93,0.16,09394500,2018-06-30 16:15,0.00,4.83
4.94,0.22,09394500,2018-06-30 16:30,0.00,4.83
4.92,0.11,09394500,2018-06-30 16:45,0.00,4.83
4.92,0.11,09394500,2018-06-30 17:00,0.00,4.83
4.91,0.08,09394500,2018-06-30 17:15,0.00,4.83
4.90,0.07,09394500,2018-06-30 17:30,0.00,4.83
4.89,0.05,09394500,2018-06-30 17:45,0.00,4.82
4.88,0.04,09394500,2018-06-30 18:00,0.00,4.82
4.88,0.04,09394500,2018-06-30 18:15,0.00,4.82
4.88,0.04,09394500,2018-06-30 18:30,0.00,4.82
4.88,0.04,09394500,2018-06-30 18:45,0.00,4.81
4.87,0.03,09394500,2018-06-30 19:00,0.00,4.80
4.87,0.03,09394500,2018-06-30 19:15,0.00,4.80
4.87,0.03,09394500,2018-06-30 19:30,0.00,4.79
4.86,0.03,09394500,2018-06-30 19:45,0.00,4.78
4.86,0.03,09394500,2018-06-30 20:00,0.00,4.78
4.85,0.02,09394500,2018-06-30 20:15,0.00,4.78
4.84,0.02,09394500,2018-06-30 20:30,0.00,4.78
4.85,0.02,09394500,2018-06-30 20:45,0.00,4.78
4.84,0.02,09394500,2018-06-30 21:00,0.00,4.77
4.84,0.02,09394500,2018-06-30 21:15,0.00,4.77
4.84,0.02,09394500,2018-06-30 21:30,0.00,4.77
4.83,0.01,09394500,2018-06-30 21:45,0.00,4.76
4.83,0.01,09394500,2018-06-30 22:00,0.00,4.76
4.83,0.01,09394500,2018-06-30 22:15,0.00,4.76
4.83,0.01,09394500,2018-06-30 22:30,0.00,4.76
4.83,0.01,09394500,2018-06-30 22:45,0.00,4.76
4.83,0.01,09394500,2018-06-30 23:00,0.00,4.76
