WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.99,71.3,118,09423560,2018-07-03 00:00,7.97
2.02,71.2,121,09423560,2018-07-03 00:15,8.01
2.01,71.1,121,09423560,2018-07-03 00:30,8.02
2.00,71.0,123,09423560,2018-07-03 00:45,8.06
2.02,70.9,125,09423560,2018-07-03 01:00,8.09
2.02,70.8,125,09423560,2018-07-03 01:15,8.10
2.02,70.6,126,09423560,2018-07-03 01:30,8.12
2.02,70.6,126,09423560,2018-07-03 01:45,8.12
2.00,70.5,124,09423560,2018-07-03 02:00,8.10
2.05,70.4,129,09423560,2018-07-03 02:15,8.13
2.00,70.3,126,09423560,2018-07-03 02:30,8.14
1.95,70.2,122,09423560,2018-07-03 02:45,8.13
1.94,70.1,122,09423560,2018-07-03 03:00,8.13
1.98,70.0,124,09423560,2018-07-03 03:15,8.12
1.94,69.9,121,09423560,2018-07-03 03:30,8.11
1.93,69.8,120,09423560,2018-07-03 03:45,8.10
1.84,69.7,113,09423560,2018-07-03 04:00,8.07
1.84,69.6,112,09423560,2018-07-03 04:15,8.05
1.82,69.5,110,09423560,2018-07-03 04:30,8.02
1.82,69.4,108,09423560,2018-07-03 04:45,7.98
1.80,69.3,106,09423560,2018-07-03 05:00,7.95
1.59,69.2,92.2,09423560,2018-07-03 05:15,7.90
1.63,69.1,93.5,09423560,2018-07-03 05:30,7.85
1.59,69.0,89.5,09423560,2018-07-03 05:45,7.81
1.57,69.0,87.0,09423560,2018-07-03 06:00,7.76
1.58,68.9,85.5,09423560,2018-07-03 06:15,7.69
1.53,68.9,81.1,09423560,2018-07-03 06:30,7.63
1.44,68.9,74.6,09423560,2018-07-03 06:45,7.56
1.39,68.8,70.2,09423560,2018-07-03 07:00,7.49
1.42,68.8,69.6,09423560,2018-07-03 07:15,7.41
1.35,68.9,64.2,09423560,2018-07-03 07:30,7.33
1.32,68.9,60.4,09423560,2018-07-03 07:45,7.23
1.27,69.0,56.0,09423560,2018-07-03 08:00,7.14
1.19,69.0,50.6,09423560,2018-07-03 08:15,7.05
1.06,69.1,43.5,09423560,2018-07-03 08:30,6.96
1.02,69.2,40.3,09423560,2018-07-03 08:45,6.86
0.99,69.4,37.6,09423560,2018-07-03 09:00,6.76
1.05,69.5,38.1,09423560,2018-07-03 09:15,6.65
0.90,69.7,31.1,09423560,2018-07-03 09:30,6.56
0.83,69.8,27.6,09423560,2018-07-03 09:45,6.47
0.81,70.0,26.0,09423560,2018-07-03 10:00,6.39
0.73,70.2,22.4,09423560,2018-07-03 10:15,6.30
0.56,70.5,16.6,09423560,2018-07-03 10:30,6.22
0.46,70.8,13.1,09423560,2018-07-03 10:45,6.14
0.44,71.2,12.1,09423560,2018-07-03 11:00,6.08
0.47,71.6,12.4,09423560,2018-07-03 11:15,6.01
0.32,72.1,8.28,09423560,2018-07-03 11:30,5.95
0.21,72.8,5.13,09423560,2018-07-03 11:45,5.90
0.19,73.6,4.52,09423560,2018-07-03 12:00,5.85
0.12,74.3,2.89,09423560,2018-07-03 12:15,5.87
0.18,74.8,4.40,09423560,2018-07-03 12:30,5.90
,75.2,3.24,09423560,2018-07-03 12:45,5.94
0.08,75.7,1.99,09423560,2018-07-03 13:00,5.93
0.35,76.2,8.94,09423560,2018-07-03 13:15,5.93
0.09,76.5,2.19,09423560,2018-07-03 13:30,5.89
0.12,76.9,2.85,09423560,2018-07-03 13:45,5.85
0.13,77.4,3.11,09423560,2018-07-03 14:00,5.86
0.07,77.7,1.67,09423560,2018-07-03 14:15,5.86
,77.9,2.08,09423560,2018-07-03 14:30,5.90
0.10,78.2,2.46,09423560,2018-07-03 14:45,5.91
0.30,78.5,7.21,09423560,2018-07-03 15:00,5.87
,78.7,6.34,09423560,2018-07-03 15:15,5.86
0.23,79.0,5.41,09423560,2018-07-03 15:30,5.83
0.13,79.3,3.16,09423560,2018-07-03 15:45,5.89
0.13,79.5,3.06,09423560,2018-07-03 16:00,5.83
0.09,79.6,2.15,09423560,2018-07-03 16:15,5.86
0.24,79.7,5.74,09423560,2018-07-03 16:30,5.86
0.11,79.9,2.62,09423560,2018-07-03 16:45,5.85
0.13,79.9,3.21,09423560,2018-07-03 17:00,5.92
0.11,79.9,2.66,09423560,2018-07-03 17:15,5.88
0.20,79.8,4.89,09423560,2018-07-03 17:30,5.90
0.35,77.5,8.89,09423560,2018-07-03 17:45,5.92
0.39,78.3,9.88,09423560,2018-07-03 18:00,5.92
0.47,75.3,12.0,09423560,2018-07-03 18:15,5.95
0.50,73.2,13.1,09423560,2018-07-03 18:30,5.99
0.59,72.4,15.6,09423560,2018-07-03 18:45,6.02
0.62,72.0,17.0,09423560,2018-07-03 19:00,6.08
0.86,71.6,24.0,09423560,2018-07-03 19:15,6.12
0.94,71.4,27.0,09423560,2018-07-03 19:30,6.18
0.99,71.2,29.5,09423560,2018-07-03 19:45,6.23
1.09,71.1,33.6,09423560,2018-07-03 20:00,6.30
1.21,71.0,38.6,09423560,2018-07-03 20:15,6.37
1.25,71.0,41.6,09423560,2018-07-03 20:30,6.46
1.29,71.0,44.5,09423560,2018-07-03 20:45,6.54
1.40,71.0,50.1,09423560,2018-07-03 21:00,6.63
1.47,71.1,54.6,09423560,2018-07-03 21:15,6.72
1.53,71.1,59.0,09423560,2018-07-03 21:30,6.81
1.61,71.2,64.6,09423560,2018-07-03 21:45,6.90
1.71,71.3,71.2,09423560,2018-07-03 22:00,7.00
1.71,71.4,74.0,09423560,2018-07-03 22:15,7.09
1.69,71.4,76.0,09423560,2018-07-03 22:30,7.18
1.80,71.5,83.9,09423560,2018-07-03 22:45,7.28
1.78,71.6,85.9,09423560,2018-07-03 23:00,7.36
1.82,71.6,90.2,09423560,2018-07-03 23:15,7.44
1.83,71.6,93.2,09423560,2018-07-03 23:30,7.51
1.82,71.6,95.1,09423560,2018-07-03 23:45,7.58
