BatteryVoltage,Flow,site_no,datetime,Precipitation,GageHeight
,0.00,09400815,2018-06-29 00:00,0.00,-0.01
12.6,,09400815,2018-06-29 00:07,,
,0.00,09400815,2018-06-29 00:15,0.00,-0.01
,0.00,09400815,2018-06-29 00:30,0.00,-0.01
,0.00,09400815,2018-06-29 00:45,0.00,-0.01
,0.00,09400815,2018-06-29 01:00,0.00,-0.01
12.6,,09400815,2018-06-29 01:07,,
,0.00,09400815,2018-06-29 01:15,0.00,-0.01
,0.00,09400815,2018-06-29 01:30,0.00,-0.01
,0.00,09400815,2018-06-29 01:45,0.00,-0.01
,0.00,09400815,2018-06-29 02:00,0.00,-0.01
12.6,,09400815,2018-06-29 02:07,,
,0.00,09400815,2018-06-29 02:15,0.00,-0.01
,0.00,09400815,2018-06-29 02:30,0.00,-0.01
,0.00,09400815,2018-06-29 02:45,0.00,-0.01
,0.00,09400815,2018-06-29 03:00,0.00,-0.01
12.6,,09400815,2018-06-29 03:07,,
,0.00,09400815,2018-06-29 03:15,0.00,-0.01
,0.00,09400815,2018-06-29 03:30,0.00,-0.01
,0.00,09400815,2018-06-29 03:45,0.00,-0.01
,0.00,09400815,2018-06-29 04:00,0.00,-0.01
12.6,,09400815,2018-06-29 04:07,,
,0.00,09400815,2018-06-29 04:15,0.00,-0.01
,0.00,09400815,2018-06-29 04:30,0.00,-0.01
,0.00,09400815,2018-06-29 04:45,0.00,-0.01
,0.00,09400815,2018-06-29 05:00,0.00,-0.01
12.6,,09400815,2018-06-29 05:07,,
,0.00,09400815,2018-06-29 05:15,0.00,-0.01
,0.00,09400815,2018-06-29 05:30,0.00,-0.01
,0.00,09400815,2018-06-29 05:45,0.00,-0.01
,0.00,09400815,2018-06-29 06:00,0.00,-0.01
12.5,,09400815,2018-06-29 06:07,,
,0.00,09400815,2018-06-29 06:15,0.00,-0.01
,0.00,09400815,2018-06-29 06:30,0.00,-0.01
,0.00,09400815,2018-06-29 06:45,0.00,-0.01
,0.00,09400815,2018-06-29 07:00,0.00,-0.01
12.5,,09400815,2018-06-29 07:07,,
,0.00,09400815,2018-06-29 07:15,0.00,-0.01
,0.00,09400815,2018-06-29 07:30,0.00,-0.01
,0.00,09400815,2018-06-29 07:45,0.00,-0.01
,0.00,09400815,2018-06-29 08:00,0.00,-0.01
12.6,,09400815,2018-06-29 08:07,,
,0.00,09400815,2018-06-29 08:15,0.00,-0.01
,0.00,09400815,2018-06-29 08:30,0.00,-0.01
,0.00,09400815,2018-06-29 08:45,0.00,-0.01
,0.00,09400815,2018-06-29 09:00,0.00,-0.01
12.6,,09400815,2018-06-29 09:07,,
,0.00,09400815,2018-06-29 09:15,0.00,-0.01
,0.00,09400815,2018-06-29 09:30,0.00,-0.01
,0.00,09400815,2018-06-29 09:45,0.97,-0.01
,0.00,09400815,2018-06-29 10:00,0.19,-0.01
12.3,,09400815,2018-06-29 10:07,,
,0.00,09400815,2018-06-29 10:15,0.00,-0.01
,0.00,09400815,2018-06-29 10:30,0.00,-0.01
,0.00,09400815,2018-06-29 10:45,0.00,-0.01
,0.00,09400815,2018-06-29 11:00,0.00,-0.01
12.5,,09400815,2018-06-29 11:07,,
,0.00,09400815,2018-06-29 11:15,0.00,-0.01
,0.00,09400815,2018-06-29 11:30,0.00,-0.01
,0.00,09400815,2018-06-29 11:45,0.00,-0.01
,0.00,09400815,2018-06-29 12:00,0.00,-0.01
13.0,,09400815,2018-06-29 12:07,,
,0.00,09400815,2018-06-29 12:15,0.00,-0.01
,0.00,09400815,2018-06-29 12:30,0.00,-0.01
,0.00,09400815,2018-06-29 12:45,0.00,-0.01
,0.00,09400815,2018-06-29 13:00,0.00,-0.01
12.9,,09400815,2018-06-29 13:07,,
,0.00,09400815,2018-06-29 13:15,0.00,-0.01
,0.00,09400815,2018-06-29 13:30,0.00,-0.01
,0.00,09400815,2018-06-29 13:45,0.00,-0.01
,0.00,09400815,2018-06-29 14:00,0.00,-0.01
13.9,,09400815,2018-06-29 14:07,,
,0.00,09400815,2018-06-29 14:15,0.00,-0.01
,0.00,09400815,2018-06-29 14:30,0.00,-0.01
,0.00,09400815,2018-06-29 14:45,0.00,-0.01
,0.00,09400815,2018-06-29 15:00,0.00,-0.01
13.6,,09400815,2018-06-29 15:07,,
,0.00,09400815,2018-06-29 15:15,0.00,-0.01
,0.00,09400815,2018-06-29 15:30,0.00,-0.01
,0.00,09400815,2018-06-29 15:45,0.00,-0.01
,0.00,09400815,2018-06-29 16:00,0.00,-0.01
13.6,,09400815,2018-06-29 16:07,,
,0.00,09400815,2018-06-29 16:15,0.00,-0.01
,0.00,09400815,2018-06-29 16:30,0.00,-0.01
,0.00,09400815,2018-06-29 16:45,0.00,-0.01
,0.00,09400815,2018-06-29 17:00,0.00,-0.01
13.4,,09400815,2018-06-29 17:07,,
,0.00,09400815,2018-06-29 17:15,0.00,-0.01
,0.00,09400815,2018-06-29 17:30,0.00,-0.01
,0.00,09400815,2018-06-29 17:45,0.00,-0.01
,0.00,09400815,2018-06-29 18:00,0.00,-0.01
13.2,,09400815,2018-06-29 18:07,,
,0.00,09400815,2018-06-29 18:15,0.00,-0.01
,0.00,09400815,2018-06-29 18:30,0.00,-0.01
,0.00,09400815,2018-06-29 18:45,0.00,-0.01
,0.00,09400815,2018-06-29 19:00,0.00,-0.01
13.0,,09400815,2018-06-29 19:07,,
,0.00,09400815,2018-06-29 19:15,0.00,-0.01
,0.00,09400815,2018-06-29 19:30,0.00,-0.01
,0.00,09400815,2018-06-29 19:45,0.00,-0.01
,0.00,09400815,2018-06-29 20:00,0.00,-0.01
12.8,,09400815,2018-06-29 20:07,,
,0.00,09400815,2018-06-29 20:15,0.00,-0.01
,0.00,09400815,2018-06-29 20:30,0.00,-0.01
,0.00,09400815,2018-06-29 20:45,0.00,-0.01
,0.00,09400815,2018-06-29 21:00,0.00,-0.01
12.7,,09400815,2018-06-29 21:07,,
,0.00,09400815,2018-06-29 21:15,0.00,-0.01
,0.00,09400815,2018-06-29 21:30,0.00,-0.01
,0.00,09400815,2018-06-29 21:45,0.00,-0.01
,0.00,09400815,2018-06-29 22:00,0.00,-0.01
12.6,,09400815,2018-06-29 22:07,,
,0.00,09400815,2018-06-29 22:15,0.00,-0.01
,0.00,09400815,2018-06-29 22:30,0.00,-0.01
,0.00,09400815,2018-06-29 22:45,0.00,-0.01
,0.00,09400815,2018-06-29 23:00,0.00,-0.01
12.6,,09400815,2018-06-29 23:07,,
,0.00,09400815,2018-06-29 23:15,0.00,-0.01
,0.00,09400815,2018-06-29 23:30,0.00,-0.01
,0.00,09400815,2018-06-29 23:45,0.00,-0.01
