BatteryVoltage,Flow,site_no,datetime,Precipitation,GageHeight
,0.00,09400815,2018-07-24 00:00,0.00,0.40
12.6,,09400815,2018-07-24 00:07,,
,0.00,09400815,2018-07-24 00:15,0.00,0.40
,0.00,09400815,2018-07-24 00:30,0.00,0.40
,0.00,09400815,2018-07-24 00:45,0.00,0.40
,0.00,09400815,2018-07-24 01:00,0.00,0.40
12.6,,09400815,2018-07-24 01:07,,
,0.00,09400815,2018-07-24 01:15,0.00,0.40
,0.00,09400815,2018-07-24 01:30,0.00,0.40
,0.00,09400815,2018-07-24 01:45,0.00,0.40
,0.00,09400815,2018-07-24 02:00,0.00,0.40
12.6,,09400815,2018-07-24 02:07,,
,0.00,09400815,2018-07-24 02:15,0.00,0.40
,0.00,09400815,2018-07-24 02:30,0.00,0.40
,0.00,09400815,2018-07-24 02:45,0.00,0.40
,0.00,09400815,2018-07-24 03:00,0.00,0.40
12.6,,09400815,2018-07-24 03:07,,
,0.00,09400815,2018-07-24 03:15,0.00,0.40
,0.00,09400815,2018-07-24 03:30,0.00,0.40
,0.00,09400815,2018-07-24 03:45,0.00,0.40
,0.00,09400815,2018-07-24 04:00,0.00,0.40
12.5,,09400815,2018-07-24 04:07,,
,0.00,09400815,2018-07-24 04:15,0.00,0.40
,0.00,09400815,2018-07-24 04:30,0.00,0.40
,0.00,09400815,2018-07-24 04:45,0.00,0.40
,0.00,09400815,2018-07-24 05:00,0.00,0.40
12.5,,09400815,2018-07-24 05:07,,
,0.00,09400815,2018-07-24 05:15,0.00,0.40
,0.00,09400815,2018-07-24 05:30,0.00,0.40
,0.00,09400815,2018-07-24 05:45,0.00,0.40
,0.00,09400815,2018-07-24 06:00,0.00,0.40
12.5,,09400815,2018-07-24 06:07,,
,0.00,09400815,2018-07-24 06:15,0.00,0.40
,0.00,09400815,2018-07-24 06:30,0.00,0.40
,0.00,09400815,2018-07-24 06:45,0.00,0.40
,0.00,09400815,2018-07-24 07:00,0.00,0.40
12.5,,09400815,2018-07-24 07:07,,
,0.00,09400815,2018-07-24 07:15,0.00,0.40
,0.00,09400815,2018-07-24 07:30,0.00,0.40
,0.00,09400815,2018-07-24 07:45,0.00,0.40
,0.00,09400815,2018-07-24 08:00,0.00,0.39
12.5,,09400815,2018-07-24 08:07,,
,0.00,09400815,2018-07-24 08:15,0.00,0.40
,0.00,09400815,2018-07-24 08:30,0.00,0.40
,0.00,09400815,2018-07-24 08:45,0.00,0.40
,0.00,09400815,2018-07-24 09:00,0.00,0.40
12.6,,09400815,2018-07-24 09:07,,
,0.00,09400815,2018-07-24 09:15,0.00,0.39
,0.00,09400815,2018-07-24 09:30,0.00,0.40
,0.00,09400815,2018-07-24 09:45,0.00,0.40
,0.00,09400815,2018-07-24 10:00,0.00,0.40
13.4,,09400815,2018-07-24 10:07,,
,0.00,09400815,2018-07-24 10:15,0.00,0.40
,0.00,09400815,2018-07-24 10:30,0.00,0.40
,0.00,09400815,2018-07-24 10:45,0.00,0.40
,0.00,09400815,2018-07-24 11:00,0.00,0.39
13.1,,09400815,2018-07-24 11:07,,
,0.00,09400815,2018-07-24 11:15,0.00,0.40
,0.00,09400815,2018-07-24 11:30,0.00,0.39
,0.00,09400815,2018-07-24 11:45,0.00,0.40
,0.00,09400815,2018-07-24 12:00,0.00,0.39
13.1,,09400815,2018-07-24 12:07,,
,0.00,09400815,2018-07-24 12:15,0.00,0.39
,0.00,09400815,2018-07-24 12:30,0.00,0.39
,0.00,09400815,2018-07-24 12:45,0.00,0.39
,0.00,09400815,2018-07-24 13:00,0.00,0.39
13.4,,09400815,2018-07-24 13:07,,
,0.00,09400815,2018-07-24 13:15,0.00,0.39
,0.00,09400815,2018-07-24 13:30,0.00,0.39
,0.00,09400815,2018-07-24 13:45,0.00,0.39
,0.00,09400815,2018-07-24 14:00,0.00,0.39
13.8,,09400815,2018-07-24 14:07,,
,0.00,09400815,2018-07-24 14:15,0.00,0.39
,0.00,09400815,2018-07-24 14:30,0.00,0.39
,0.00,09400815,2018-07-24 14:45,0.00,0.39
,0.00,09400815,2018-07-24 15:00,0.00,0.39
13.5,,09400815,2018-07-24 15:07,,
,0.00,09400815,2018-07-24 15:15,0.00,0.39
,0.00,09400815,2018-07-24 15:30,0.00,0.38
,0.00,09400815,2018-07-24 15:45,0.00,0.39
,0.00,09400815,2018-07-24 16:00,0.00,0.39
12.9,,09400815,2018-07-24 16:07,,
