BatteryVoltage,Flow,site_no,datetime,Precipitation,GageHeight
,0.00,09400815,2018-07-09 00:00,0.00,-0.01
12.6,,09400815,2018-07-09 00:07,,
,0.00,09400815,2018-07-09 00:15,0.01,-0.01
,0.00,09400815,2018-07-09 00:30,0.01,-0.01
,0.00,09400815,2018-07-09 00:45,0.00,-0.01
,0.00,09400815,2018-07-09 01:00,0.00,-0.01
12.6,,09400815,2018-07-09 01:07,,
,0.00,09400815,2018-07-09 01:15,0.00,-0.01
,0.00,09400815,2018-07-09 01:30,0.00,-0.01
,0.00,09400815,2018-07-09 01:45,0.00,-0.01
,0.00,09400815,2018-07-09 02:00,0.00,-0.01
12.6,,09400815,2018-07-09 02:07,,
,0.00,09400815,2018-07-09 02:15,0.00,-0.01
,0.00,09400815,2018-07-09 02:30,0.00,-0.01
,0.00,09400815,2018-07-09 02:45,0.00,-0.01
,0.00,09400815,2018-07-09 03:00,0.00,-0.01
12.5,,09400815,2018-07-09 03:07,,
,0.00,09400815,2018-07-09 03:15,0.00,-0.01
,0.00,09400815,2018-07-09 03:30,0.00,-0.01
,0.00,09400815,2018-07-09 03:45,0.00,-0.01
,0.00,09400815,2018-07-09 04:00,0.00,-0.01
12.5,,09400815,2018-07-09 04:07,,
,0.00,09400815,2018-07-09 04:15,0.00,-0.01
,0.00,09400815,2018-07-09 04:30,0.00,-0.01
,0.00,09400815,2018-07-09 04:45,0.00,-0.01
,0.00,09400815,2018-07-09 05:00,0.00,-0.01
12.5,,09400815,2018-07-09 05:07,,
,0.00,09400815,2018-07-09 05:15,0.00,-0.01
,0.00,09400815,2018-07-09 05:30,0.00,-0.01
,0.00,09400815,2018-07-09 05:45,0.00,-0.01
,0.00,09400815,2018-07-09 06:00,0.00,-0.01
12.5,,09400815,2018-07-09 06:07,,
,0.00,09400815,2018-07-09 06:15,0.00,-0.01
,0.00,09400815,2018-07-09 06:30,0.00,-0.01
,0.00,09400815,2018-07-09 06:45,0.00,-0.01
,0.00,09400815,2018-07-09 07:00,0.00,-0.01
12.5,,09400815,2018-07-09 07:07,,
,0.00,09400815,2018-07-09 07:15,0.00,-0.01
,0.00,09400815,2018-07-09 07:30,0.00,-0.01
,0.00,09400815,2018-07-09 07:45,0.00,-0.01
,0.00,09400815,2018-07-09 08:00,0.00,-0.01
12.5,,09400815,2018-07-09 08:07,,
,0.00,09400815,2018-07-09 08:15,0.00,-0.01
,0.00,09400815,2018-07-09 08:30,0.00,-0.01
,0.00,09400815,2018-07-09 08:45,0.00,-0.01
,0.00,09400815,2018-07-09 09:00,0.00,-0.01
12.8,,09400815,2018-07-09 09:07,,
,0.00,09400815,2018-07-09 09:15,0.00,-0.01
,0.00,09400815,2018-07-09 09:30,0.00,-0.01
,0.00,09400815,2018-07-09 09:45,0.00,-0.01
,0.00,09400815,2018-07-09 10:00,0.00,-0.01
13.3,,09400815,2018-07-09 10:07,,
,0.00,09400815,2018-07-09 10:15,0.00,-0.01
,0.00,09400815,2018-07-09 10:30,0.00,-0.01
,0.00,09400815,2018-07-09 10:45,0.00,-0.01
,0.00,09400815,2018-07-09 11:00,0.00,-0.01
13.4,,09400815,2018-07-09 11:07,,
,0.00,09400815,2018-07-09 11:15,0.00,-0.01
,0.00,09400815,2018-07-09 11:30,0.00,-0.01
,0.00,09400815,2018-07-09 11:45,0.00,-0.01
,0.00,09400815,2018-07-09 12:00,0.00,-0.01
13.2,,09400815,2018-07-09 12:07,,
,0.00,09400815,2018-07-09 12:15,0.00,-0.01
,0.00,09400815,2018-07-09 12:30,0.00,-0.01
,0.00,09400815,2018-07-09 12:45,0.00,-0.01
