Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
10.9,17700,09380000,2018-07-24 00:00,670,0.00,10.25
10.8,17300,09380000,2018-07-24 00:15,671,0.00,10.18
10.8,17000,09380000,2018-07-24 00:30,670,0.00,10.12
10.7,16500,09380000,2018-07-24 00:45,671,0.00,10.04
10.7,16200,09380000,2018-07-24 01:00,672,0.00,9.97
10.7,15800,09380000,2018-07-24 01:15,675,0.00,9.90
10.7,15300,09380000,2018-07-24 01:30,670,0.00,9.81
10.6,15000,09380000,2018-07-24 01:45,679,0.00,9.74
10.6,14600,09380000,2018-07-24 02:00,680,0.00,9.68
10.6,14200,09380000,2018-07-24 02:15,678,0.00,9.60
10.6,13900,09380000,2018-07-24 02:30,676,0.00,9.53
10.6,13700,09380000,2018-07-24 02:45,682,0.00,9.48
10.6,13300,09380000,2018-07-24 03:00,684,0.00,9.41
10.6,13000,09380000,2018-07-24 03:15,684,0.00,9.34
10.6,12800,09380000,2018-07-24 03:30,684,0.00,9.29
10.6,12500,09380000,2018-07-24 03:45,684,0.00,9.23
10.6,12300,09380000,2018-07-24 04:00,682,0.00,9.18
10.6,12100,09380000,2018-07-24 04:15,685,0.00,9.14
10.6,11800,09380000,2018-07-24 04:30,686,0.00,9.08
10.6,11600,09380000,2018-07-24 04:45,687,0.00,9.04
10.6,11500,09380000,2018-07-24 05:00,688,0.00,9.01
10.6,11400,09380000,2018-07-24 05:15,687,0.00,8.99
10.6,11300,09380000,2018-07-24 05:30,685,0.00,8.96
10.6,11200,09380000,2018-07-24 05:45,682,0.00,8.93
10.6,11100,09380000,2018-07-24 06:00,684,0.00,8.91
10.5,11000,09380000,2018-07-24 06:15,685,0.00,8.89
10.6,11000,09380000,2018-07-24 06:30,688,0.00,8.88
10.6,10900,09380000,2018-07-24 06:45,680,0.00,8.87
10.6,10800,09380000,2018-07-24 07:00,679,0.00,8.85
10.6,10800,09380000,2018-07-24 07:15,682,0.00,8.85
10.6,10800,09380000,2018-07-24 07:30,683,0.00,8.85
10.6,10900,09380000,2018-07-24 07:45,678,0.00,8.87
10.7,11000,09380000,2018-07-24 08:00,675,0.00,8.88
10.7,11100,09380000,2018-07-24 08:15,674,0.00,8.91
10.7,11300,09380000,2018-07-24 08:30,673,0.00,8.95
10.8,11500,09380000,2018-07-24 08:45,671,0.00,9.00
10.8,11600,09380000,2018-07-24 09:00,670,0.00,9.04
10.9,12000,09380000,2018-07-24 09:15,670,0.00,9.11
10.9,12300,09380000,2018-07-24 09:30,669,0.00,9.18
11.0,12700,09380000,2018-07-24 09:45,670,0.00,9.27
11.1,13100,09380000,2018-07-24 10:00,668,0.00,9.36
11.1,13500,09380000,2018-07-24 10:15,664,0.00,9.45
