Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
11.5,11500,09380000,2018-07-08 00:00,664,0.00,9.01
11.4,11600,09380000,2018-07-08 00:15,665,0.00,9.03
11.4,11500,09380000,2018-07-08 00:30,664,0.00,9.01
11.4,11500,09380000,2018-07-08 00:45,664,0.00,9.01
11.4,11500,09380000,2018-07-08 01:00,664,0.00,9.00
11.4,11500,09380000,2018-07-08 01:15,664,0.00,9.01
11.4,11500,09380000,2018-07-08 01:30,662,0.00,9.00
11.3,11500,09380000,2018-07-08 01:45,662,0.00,9.00
11.3,11500,09380000,2018-07-08 02:00,663,0.00,9.01
11.2,11500,09380000,2018-07-08 02:15,661,0.00,9.00
11.2,11500,09380000,2018-07-08 02:30,664,0.00,9.00
11.2,11400,09380000,2018-07-08 02:45,664,0.00,8.99
11.1,11500,09380000,2018-07-08 03:00,665,0.00,9.00
11.1,11500,09380000,2018-07-08 03:15,664,0.00,9.00
11.1,11500,09380000,2018-07-08 03:30,664,0.00,9.00
11.0,11400,09380000,2018-07-08 03:45,665,0.00,8.99
11.0,11500,09380000,2018-07-08 04:00,665,0.00,9.00
11.0,11500,09380000,2018-07-08 04:15,668,0.00,9.00
11.0,11500,09380000,2018-07-08 04:30,663,0.00,9.00
10.9,11500,09380000,2018-07-08 04:45,668,0.00,9.00
10.9,11400,09380000,2018-07-08 05:00,662,0.00,8.99
10.8,11400,09380000,2018-07-08 05:15,665,0.00,8.99
10.8,11500,09380000,2018-07-08 05:30,663,0.00,9.00
10.8,11400,09380000,2018-07-08 05:45,664,0.00,8.98
10.8,11400,09380000,2018-07-08 06:00,667,0.00,8.99
10.8,11500,09380000,2018-07-08 06:15,663,0.00,9.00
10.7,11500,09380000,2018-07-08 06:30,664,0.00,9.00
10.7,11500,09380000,2018-07-08 06:45,665,0.00,9.00
10.7,11500,09380000,2018-07-08 07:00,664,0.00,9.00
10.6,11400,09380000,2018-07-08 07:15,664,0.00,8.99
10.6,11500,09380000,2018-07-08 07:30,664,0.00,9.00
10.6,11400,09380000,2018-07-08 07:45,666,0.00,8.99
10.7,11300,09380000,2018-07-08 08:00,664,0.00,8.97
10.7,11400,09380000,2018-07-08 08:15,667,0.00,8.99
10.7,11400,09380000,2018-07-08 08:30,672,0.00,8.99
10.7,11400,09380000,2018-07-08 08:45,672,0.00,8.99
10.8,11400,09380000,2018-07-08 09:00,672,0.00,8.99
10.8,11400,09380000,2018-07-08 09:15,672,0.00,8.98
10.8,11300,09380000,2018-07-08 09:30,671,0.00,8.97
10.9,11400,09380000,2018-07-08 09:45,671,0.00,8.99
10.9,11400,09380000,2018-07-08 10:00,671,0.00,8.99
11.0,11400,09380000,2018-07-08 10:15,670,0.00,8.99
11.0,11500,09380000,2018-07-08 10:30,670,0.00,9.00
11.1,11400,09380000,2018-07-08 10:45,668,0.00,8.99
11.1,11400,09380000,2018-07-08 11:00,667,0.00,8.99
11.2,11400,09380000,2018-07-08 11:15,667,0.00,8.99
11.2,11500,09380000,2018-07-08 11:30,667,0.00,9.00
11.3,11500,09380000,2018-07-08 11:45,666,0.00,9.00
11.4,11500,09380000,2018-07-08 12:00,671,0.00,9.00
11.4,11500,09380000,2018-07-08 12:15,668,0.00,9.00
11.5,11400,09380000,2018-07-08 12:30,667,0.00,8.99
11.5,11400,09380000,2018-07-08 12:45,667,0.00,8.98
11.6,11400,09380000,2018-07-08 13:00,666,0.00,8.98
11.6,11400,09380000,2018-07-08 13:15,666,0.00,8.98
11.6,11400,09380000,2018-07-08 13:30,666,0.00,8.98
11.7,11400,09380000,2018-07-08 13:45,665,0.00,8.99
11.7,11500,09380000,2018-07-08 14:00,666,0.00,9.00
11.7,11500,09380000,2018-07-08 14:15,666,0.00,9.01
11.7,11500,09380000,2018-07-08 14:30,666,0.00,9.01
11.7,11600,09380000,2018-07-08 14:45,662,0.00,9.03
11.8,11600,09380000,2018-07-08 15:00,663,0.00,9.02
11.8,11600,09380000,2018-07-08 15:15,665,0.00,9.02
11.8,11500,09380000,2018-07-08 15:30,664,0.00,9.01
11.9,11600,09380000,2018-07-08 15:45,664,0.00,9.02
11.9,11600,09380000,2018-07-08 16:00,666,0.00,9.02
11.9,11500,09380000,2018-07-08 16:15,668,0.00,9.01
11.9,11500,09380000,2018-07-08 16:30,667,0.00,9.01
11.9,11500,09380000,2018-07-08 16:45,666,0.00,9.01
11.9,11500,09380000,2018-07-08 17:00,670,0.00,9.01
11.9,11500,09380000,2018-07-08 17:15,669,0.00,9.00
11.9,11500,09380000,2018-07-08 17:30,665,0.00,9.00
12.0,11400,09380000,2018-07-08 17:45,668,0.00,8.99
12.0,11500,09380000,2018-07-08 18:00,664,0.00,9.00
12.0,11500,09380000,2018-07-08 18:15,664,0.00,9.00
12.0,11400,09380000,2018-07-08 18:30,663,0.00,8.99
12.0,11500,09380000,2018-07-08 18:45,665,0.00,9.00
12.0,11400,09380000,2018-07-08 19:00,661,0.00,8.99
12.0,11500,09380000,2018-07-08 19:15,660,0.00,9.01
12.0,11500,09380000,2018-07-08 19:30,661,0.00,9.00
12.0,11400,09380000,2018-07-08 19:45,662,0.00,8.99
12.0,11500,09380000,2018-07-08 20:00,662,0.00,9.00
12.0,11400,09380000,2018-07-08 20:15,657,0.00,8.98
12.1,11300,09380000,2018-07-08 20:30,659,0.00,8.97
12.0,11400,09380000,2018-07-08 20:45,663,0.00,8.99
12.1,11300,09380000,2018-07-08 21:00,661,0.00,8.97
12.0,11400,09380000,2018-07-08 21:15,658,0.00,8.99
12.1,11400,09380000,2018-07-08 21:30,663,0.00,8.99
12.1,11400,09380000,2018-07-08 21:45,663,0.00,8.99
12.1,11400,09380000,2018-07-08 22:00,664,0.00,8.98
12.1,11300,09380000,2018-07-08 22:15,664,0.00,8.97
12.1,11300,09380000,2018-07-08 22:30,662,0.00,8.97
