GageHeight2,Flow,site_no,datetime,Precipitation,GageHeight
5.82,0.00,09400568,2018-07-03 00:00,0.00,6.51
5.82,0.00,09400568,2018-07-03 00:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 00:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 00:45,0.00,6.51
5.82,0.00,09400568,2018-07-03 01:00,0.00,6.51
5.82,0.00,09400568,2018-07-03 01:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 01:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 01:45,0.00,6.51
5.82,0.00,09400568,2018-07-03 02:00,0.00,6.51
5.82,0.00,09400568,2018-07-03 02:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 02:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 02:45,0.00,6.51
5.82,0.00,09400568,2018-07-03 03:00,0.00,6.51
5.82,0.00,09400568,2018-07-03 03:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 03:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 03:45,0.00,6.51
5.82,0.00,09400568,2018-07-03 04:00,0.00,6.51
5.82,0.00,09400568,2018-07-03 04:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 04:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 04:45,0.00,6.51
5.82,0.00,09400568,2018-07-03 05:00,0.00,6.51
5.82,0.00,09400568,2018-07-03 05:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 05:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 05:45,0.00,6.51
5.82,0.00,09400568,2018-07-03 06:00,0.00,6.51
5.82,0.00,09400568,2018-07-03 06:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 06:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 06:45,0.00,6.51
5.82,0.00,09400568,2018-07-03 07:00,0.00,6.51
5.82,0.00,09400568,2018-07-03 07:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 07:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 07:45,0.00,6.51
5.82,0.00,09400568,2018-07-03 08:00,0.00,6.51
5.82,0.00,09400568,2018-07-03 08:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 08:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 08:45,0.00,6.51
5.82,0.00,09400568,2018-07-03 09:00,0.00,6.51
5.83,0.00,09400568,2018-07-03 09:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 09:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 09:45,0.00,6.51
5.82,0.00,09400568,2018-07-03 10:00,0.00,6.51
5.82,0.00,09400568,2018-07-03 10:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 10:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 10:45,0.00,6.51
5.82,0.00,09400568,2018-07-03 11:00,0.00,6.51
5.82,0.00,09400568,2018-07-03 11:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 11:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 11:45,0.00,6.51
5.82,0.00,09400568,2018-07-03 12:00,0.00,6.51
5.83,0.00,09400568,2018-07-03 12:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 12:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 12:45,0.00,6.51
5.82,0.00,09400568,2018-07-03 13:00,0.00,6.51
5.82,0.00,09400568,2018-07-03 13:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 13:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 13:45,0.00,6.51
5.83,0.00,09400568,2018-07-03 14:00,0.00,6.52
5.82,0.00,09400568,2018-07-03 14:15,0.00,6.51
5.83,0.00,09400568,2018-07-03 14:30,0.00,6.51
5.83,0.00,09400568,2018-07-03 14:45,0.00,6.52
5.83,0.00,09400568,2018-07-03 15:00,0.00,6.51
5.82,0.00,09400568,2018-07-03 15:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 15:30,0.00,6.51
5.82,0.00,09400568,2018-07-03 15:45,0.00,6.51
5.82,0.00,09400568,2018-07-03 16:00,0.00,6.51
5.82,0.00,09400568,2018-07-03 16:15,0.00,6.51
5.82,0.00,09400568,2018-07-03 16:30,0.00,6.51
