"935"	"2016-11-19"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-18"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-17"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-16"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-15"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-14"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-13"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-12"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-11"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-10"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-09"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-08"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-07"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-06"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-05"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-04"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-03"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-02"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-11-01"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-10-31"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-10-30"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-10-29"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-10-28"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-10-27"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
"935"	"2016-10-26"	0.00	0					0	0	0		0.00	0	"N"	"N"	"N"	"N"	"N"	0.00		0	0	0	0.00	0.00	0.00	0	0	0.00
