Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
12.1,11500,09380000,2018-07-09 00:00,664,0.00,9.00
12.1,11500,09380000,2018-07-09 00:15,661,0.00,9.00
12.1,11500,09380000,2018-07-09 00:30,662,0.01,9.01
12.0,11400,09380000,2018-07-09 00:45,662,0.00,8.99
12.0,11500,09380000,2018-07-09 01:00,665,0.00,9.00
12.0,11500,09380000,2018-07-09 01:15,664,0.00,9.01
11.9,11400,09380000,2018-07-09 01:30,663,0.00,8.99
11.9,11400,09380000,2018-07-09 01:45,664,0.00,8.98
11.8,11400,09380000,2018-07-09 02:00,665,0.00,8.99
11.8,11500,09380000,2018-07-09 02:15,663,0.00,9.01
11.8,11500,09380000,2018-07-09 02:30,665,0.00,9.00
11.8,11500,09380000,2018-07-09 02:45,663,0.00,9.00
11.7,11500,09380000,2018-07-09 03:00,664,0.00,9.01
11.7,11400,09380000,2018-07-09 03:15,663,0.00,8.98
11.6,11300,09380000,2018-07-09 03:30,667,0.00,8.97
11.5,11300,09380000,2018-07-09 03:45,668,0.00,8.97
11.5,11300,09380000,2018-07-09 04:00,669,0.00,8.95
11.5,11200,09380000,2018-07-09 04:15,669,0.00,8.93
11.5,11000,09380000,2018-07-09 04:30,670,0.00,8.90
11.3,11000,09380000,2018-07-09 04:45,672,0.00,8.90
11.3,11000,09380000,2018-07-09 05:00,671,0.00,8.88
11.2,10900,09380000,2018-07-09 05:15,670,0.00,8.87
11.2,10800,09380000,2018-07-09 05:30,672,0.00,8.85
11.2,10800,09380000,2018-07-09 05:45,668,0.00,8.85
11.2,10800,09380000,2018-07-09 06:00,669,0.00,8.83
11.1,10800,09380000,2018-07-09 06:15,675,0.00,8.83
11.1,10700,09380000,2018-07-09 06:30,672,0.00,8.81
11.1,10700,09380000,2018-07-09 06:45,666,0.00,8.82
11.1,10700,09380000,2018-07-09 07:00,664,0.00,8.82
11.1,10700,09380000,2018-07-09 07:15,668,0.00,8.81
11.1,10700,09380000,2018-07-09 07:30,668,0.00,8.82
11.1,10800,09380000,2018-07-09 07:45,668,0.00,8.83
11.2,10800,09380000,2018-07-09 08:00,667,0.00,8.85
11.2,11000,09380000,2018-07-09 08:15,667,0.00,8.88
11.2,11100,09380000,2018-07-09 08:30,668,0.00,8.92
11.2,11400,09380000,2018-07-09 08:45,668,0.00,8.98
11.1,11600,09380000,2018-07-09 09:00,667,0.00,9.04
11.1,12000,09380000,2018-07-09 09:15,666,0.00,9.12
11.1,12400,09380000,2018-07-09 09:30,666,0.00,9.20
11.1,12900,09380000,2018-07-09 09:45,665,0.00,9.32
11.2,13300,09380000,2018-07-09 10:00,665,0.00,9.41
11.2,13900,09380000,2018-07-09 10:15,668,0.00,9.52
11.2,14400,09380000,2018-07-09 10:30,666,0.00,9.62
11.3,14900,09380000,2018-07-09 10:45,668,0.00,9.73
11.3,15300,09380000,2018-07-09 11:00,667,0.00,9.80
11.3,15700,09380000,2018-07-09 11:15,668,0.00,9.88
11.3,16200,09380000,2018-07-09 11:30,667,0.00,9.97
11.3,16600,09380000,2018-07-09 11:45,668,0.00,10.05
11.3,16900,09380000,2018-07-09 12:00,668,0.00,10.11
11.4,17200,09380000,2018-07-09 12:15,667,0.00,10.16
11.4,17300,09380000,2018-07-09 12:30,666,0.00,10.18
11.4,17500,09380000,2018-07-09 12:45,666,0.00,10.22
11.5,17700,09380000,2018-07-09 13:00,665,0.00,10.25
11.5,17900,09380000,2018-07-09 13:15,665,0.00,10.28
11.5,18100,09380000,2018-07-09 13:30,665,0.00,10.32
11.5,18200,09380000,2018-07-09 13:45,664,0.00,10.34
11.6,18300,09380000,2018-07-09 14:00,662,0.00,10.36
11.6,18400,09380000,2018-07-09 14:15,661,0.00,10.37
11.6,18400,09380000,2018-07-09 14:30,661,0.00,10.37
11.6,18500,09380000,2018-07-09 14:45,663,0.00,10.39
11.6,18500,09380000,2018-07-09 15:00,662,0.00,10.40
11.7,18600,09380000,2018-07-09 15:15,661,0.00,10.41
11.7,18700,09380000,2018-07-09 15:30,660,0.00,10.43
11.8,18700,09380000,2018-07-09 15:45,660,0.00,10.42
11.8,18700,09380000,2018-07-09 16:00,660,0.00,10.43
11.7,18800,09380000,2018-07-09 16:15,662,0.00,10.44
11.7,18800,09380000,2018-07-09 16:30,662,0.00,10.45
11.7,18800,09380000,2018-07-09 16:45,662,0.00,10.44
11.6,18800,09380000,2018-07-09 17:00,663,0.00,10.45
11.6,18800,09380000,2018-07-09 17:15,664,0.00,10.44
11.6,18800,09380000,2018-07-09 17:30,667,0.00,10.45
11.6,18800,09380000,2018-07-09 17:45,668,0.00,10.45
11.6,18800,09380000,2018-07-09 18:00,669,0.00,10.44
11.5,18800,09380000,2018-07-09 18:15,670,0.00,10.45
11.5,18800,09380000,2018-07-09 18:30,671,0.00,10.45
11.5,18800,09380000,2018-07-09 18:45,672,0.00,10.45
11.4,18700,09380000,2018-07-09 19:00,673,0.00,10.42
11.4,18800,09380000,2018-07-09 19:15,675,0.00,10.44
11.3,18900,09380000,2018-07-09 19:30,674,0.00,10.46
11.3,18700,09380000,2018-07-09 19:45,674,0.00,10.43
11.3,18700,09380000,2018-07-09 20:00,679,0.00,10.43
11.2,18800,09380000,2018-07-09 20:15,679,0.00,10.44
11.2,18600,09380000,2018-07-09 20:30,680,0.00,10.41
11.2,18600,09380000,2018-07-09 20:45,679,0.00,10.41
11.1,18700,09380000,2018-07-09 21:00,674,0.00,10.43
11.1,18500,09380000,2018-07-09 21:15,685,0.00,10.40
11.1,18700,09380000,2018-07-09 21:30,678,0.00,10.42
11.0,18600,09380000,2018-07-09 21:45,680,0.00,10.41
11.0,18700,09380000,2018-07-09 22:00,680,0.00,10.43
11.0,18700,09380000,2018-07-09 22:15,680,0.00,10.42
10.9,18700,09380000,2018-07-09 22:30,680,0.00,10.42
10.9,18400,09380000,2018-07-09 22:45,680,0.00,10.37
10.9,18500,09380000,2018-07-09 23:00,680,0.00,10.39
10.8,18300,09380000,2018-07-09 23:15,680,0.00,10.36
10.8,18200,09380000,2018-07-09 23:30,680,0.00,10.34
10.8,17900,09380000,2018-07-09 23:45,680,0.00,10.29
