Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
11.4,11400,09380000,2018-07-22 00:00,659,0.00,8.99
11.3,11400,09380000,2018-07-22 00:15,663,0.00,8.98
11.3,11400,09380000,2018-07-22 00:30,662,0.00,8.99
11.3,11400,09380000,2018-07-22 00:45,660,0.00,8.98
11.2,11400,09380000,2018-07-22 01:00,660,0.00,8.99
11.2,11400,09380000,2018-07-22 01:15,658,0.00,8.98
11.2,11400,09380000,2018-07-22 01:30,652,0.00,8.98
11.2,11400,09380000,2018-07-22 01:45,653,0.00,8.98
11.1,11400,09380000,2018-07-22 02:00,656,0.00,8.98
11.1,11300,09380000,2018-07-22 02:15,657,0.00,8.97
11.1,11400,09380000,2018-07-22 02:30,657,0.00,8.99
11.0,11400,09380000,2018-07-22 02:45,658,0.00,8.99
11.0,11400,09380000,2018-07-22 03:00,658,0.00,8.99
11.0,11400,09380000,2018-07-22 03:15,656,0.00,8.98
11.0,11400,09380000,2018-07-22 03:30,653,0.00,8.99
10.9,11400,09380000,2018-07-22 03:45,657,0.00,8.99
10.9,11400,09380000,2018-07-22 04:00,658,0.00,8.99
10.9,11400,09380000,2018-07-22 04:15,659,0.00,8.99
10.9,11400,09380000,2018-07-22 04:30,659,0.00,8.99
10.8,11400,09380000,2018-07-22 04:45,663,0.00,8.99
10.8,11500,09380000,2018-07-22 05:00,655,0.00,9.00
10.8,11500,09380000,2018-07-22 05:15,656,0.00,9.00
10.7,11400,09380000,2018-07-22 05:30,665,0.00,8.98
10.7,11500,09380000,2018-07-22 05:45,661,0.00,9.00
10.7,11400,09380000,2018-07-22 06:00,663,0.00,8.99
10.7,11400,09380000,2018-07-22 06:15,663,0.00,8.99
10.7,11400,09380000,2018-07-22 06:30,663,0.00,8.99
10.7,11400,09380000,2018-07-22 06:45,664,0.00,8.99
10.7,11400,09380000,2018-07-22 07:00,663,0.00,8.99
10.7,11500,09380000,2018-07-22 07:15,661,0.00,9.00
10.8,11400,09380000,2018-07-22 07:30,658,0.00,8.99
10.8,11500,09380000,2018-07-22 07:45,659,0.00,9.00
10.8,11500,09380000,2018-07-22 08:00,661,0.00,9.00
10.8,11400,09380000,2018-07-22 08:15,659,0.00,8.99
10.9,11500,09380000,2018-07-22 08:30,659,0.00,9.00
10.9,11500,09380000,2018-07-22 08:45,657,0.00,9.00
10.9,11500,09380000,2018-07-22 09:00,659,0.00,9.00
10.9,11500,09380000,2018-07-22 09:15,659,0.00,9.00
10.9,11500,09380000,2018-07-22 09:30,660,0.00,9.00
11.0,11500,09380000,2018-07-22 09:45,662,0.00,9.00
11.0,11400,09380000,2018-07-22 10:00,663,0.00,8.99
11.0,11400,09380000,2018-07-22 10:15,664,0.00,8.99
11.0,11500,09380000,2018-07-22 10:30,661,0.00,9.00
11.0,11400,09380000,2018-07-22 10:45,662,0.00,8.99
11.1,11500,09380000,2018-07-22 11:00,661,0.00,9.00
11.1,11500,09380000,2018-07-22 11:15,661,0.00,9.00
11.1,11500,09380000,2018-07-22 11:30,663,0.00,9.00
11.1,11500,09380000,2018-07-22 11:45,662,0.00,9.00
11.2,11500,09380000,2018-07-22 12:00,662,0.00,9.00
11.2,11500,09380000,2018-07-22 12:15,662,0.00,9.00
11.2,11500,09380000,2018-07-22 12:30,656,0.00,9.00
11.3,11500,09380000,2018-07-22 12:45,658,0.00,9.01
11.3,11500,09380000,2018-07-22 13:00,657,0.00,9.00
11.4,11500,09380000,2018-07-22 13:15,658,0.00,9.00
11.4,11500,09380000,2018-07-22 13:30,662,0.00,9.00
11.5,11500,09380000,2018-07-22 13:45,661,0.00,9.00
11.5,11500,09380000,2018-07-22 14:00,663,0.00,9.00
11.6,11500,09380000,2018-07-22 14:15,663,0.00,9.00
11.7,11500,09380000,2018-07-22 14:30,662,0.00,9.01
11.7,11500,09380000,2018-07-22 14:45,662,0.00,9.00
11.7,11500,09380000,2018-07-22 15:00,660,0.00,9.00
11.8,11400,09380000,2018-07-22 15:15,658,0.00,8.99
11.8,11400,09380000,2018-07-22 15:30,660,0.00,8.99
11.8,11500,09380000,2018-07-22 15:45,659,0.00,9.00
11.8,11400,09380000,2018-07-22 16:00,661,0.00,8.99
11.8,11500,09380000,2018-07-22 16:15,659,0.00,9.00
11.8,11400,09380000,2018-07-22 16:30,662,0.00,8.99
11.8,11400,09380000,2018-07-22 16:45,661,0.00,8.99
11.8,11400,09380000,2018-07-22 17:00,659,0.00,8.99
11.9,11500,09380000,2018-07-22 17:15,660,0.00,9.00
11.9,11400,09380000,2018-07-22 17:30,660,0.00,8.98
11.9,11400,09380000,2018-07-22 17:45,659,0.00,8.99
11.9,11400,09380000,2018-07-22 18:00,659,0.00,8.99
11.9,11400,09380000,2018-07-22 18:15,662,0.00,8.98
11.9,11400,09380000,2018-07-22 18:30,665,0.00,8.99
11.9,11400,09380000,2018-07-22 18:45,664,0.00,8.99
11.9,11500,09380000,2018-07-22 19:00,662,0.00,9.00
11.9,11400,09380000,2018-07-22 19:15,663,0.00,8.99
11.9,11400,09380000,2018-07-22 19:30,660,0.00,8.99
11.9,11400,09380000,2018-07-22 19:45,657,0.00,8.99
11.9,11500,09380000,2018-07-22 20:00,663,0.00,9.00
11.9,11400,09380000,2018-07-22 20:15,662,0.00,8.99
11.9,11500,09380000,2018-07-22 20:30,660,0.00,9.00
11.9,11400,09380000,2018-07-22 20:45,659,0.00,8.99
11.9,11400,09380000,2018-07-22 21:00,663,0.00,8.99
11.9,11500,09380000,2018-07-22 21:15,659,0.00,9.00
11.8,11400,09380000,2018-07-22 21:30,665,0.00,8.99
11.8,11500,09380000,2018-07-22 21:45,666,0.00,9.00
11.8,11500,09380000,2018-07-22 22:00,661,0.00,9.00
11.8,11500,09380000,2018-07-22 22:15,664,0.00,9.00
11.8,11400,09380000,2018-07-22 22:30,663,0.00,8.99
11.8,11400,09380000,2018-07-22 22:45,663,0.00,8.99
11.8,11500,09380000,2018-07-22 23:00,663,0.00,9.00
11.8,11400,09380000,2018-07-22 23:15,663,0.00,8.99
11.7,11500,09380000,2018-07-22 23:30,662,0.00,9.00
11.7,11400,09380000,2018-07-22 23:45,666,0.00,8.98
