Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
11.2,17700,09380000,2018-07-11 00:00,671,0.00,10.25
11.2,17400,09380000,2018-07-11 00:15,671,0.00,10.19
11.1,17100,09380000,2018-07-11 00:30,669,0.00,10.15
11.1,16700,09380000,2018-07-11 00:45,673,0.00,10.08
11.1,16500,09380000,2018-07-11 01:00,671,0.00,10.04
11.1,16000,09380000,2018-07-11 01:15,671,0.00,9.95
11.1,15700,09380000,2018-07-11 01:30,669,0.00,9.89
11.0,15400,09380000,2018-07-11 01:45,672,0.00,9.82
11.0,14900,09380000,2018-07-11 02:00,672,0.00,9.73
11.0,14600,09380000,2018-07-11 02:15,671,0.00,9.67
11.0,14300,09380000,2018-07-11 02:30,672,0.00,9.60
10.9,13900,09380000,2018-07-11 02:45,673,0.00,9.52
10.9,13600,09380000,2018-07-11 03:00,674,0.00,9.46
10.9,13300,09380000,2018-07-11 03:15,676,0.00,9.40
10.8,13000,09380000,2018-07-11 03:30,672,0.00,9.33
10.8,12600,09380000,2018-07-11 03:45,672,0.00,9.26
10.8,12400,09380000,2018-07-11 04:00,673,0.00,9.22
10.8,12200,09380000,2018-07-11 04:15,673,0.00,9.17
10.8,12000,09380000,2018-07-11 04:30,673,0.00,9.11
10.8,11700,09380000,2018-07-11 04:45,673,0.00,9.05
10.8,11600,09380000,2018-07-11 05:00,671,0.00,9.03
10.8,11500,09380000,2018-07-11 05:15,671,0.00,9.00
10.8,11300,09380000,2018-07-11 05:30,675,0.00,8.97
10.8,11200,09380000,2018-07-11 05:45,671,0.00,8.94
10.7,11100,09380000,2018-07-11 06:00,675,0.00,8.92
10.7,11000,09380000,2018-07-11 06:15,673,0.00,8.89
10.7,11000,09380000,2018-07-11 06:30,675,0.00,8.88
10.7,10900,09380000,2018-07-11 06:45,676,0.00,8.87
10.6,10800,09380000,2018-07-11 07:00,683,0.00,8.85
10.6,10800,09380000,2018-07-11 07:15,677,0.00,8.84
10.6,10800,09380000,2018-07-11 07:30,676,0.00,8.85
10.6,10800,09380000,2018-07-11 07:45,674,0.00,8.85
10.6,10900,09380000,2018-07-11 08:00,677,0.00,8.87
10.6,11000,09380000,2018-07-11 08:15,671,0.00,8.88
10.6,11100,09380000,2018-07-11 08:30,671,0.00,8.92
