Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
10.9,17300,09380000,2018-07-27 00:00,670,0.00,10.18
10.9,17000,09380000,2018-07-27 00:15,670,0.00,10.13
10.9,16600,09380000,2018-07-27 00:30,671,0.00,10.06
10.8,16300,09380000,2018-07-27 00:45,671,0.00,9.99
10.8,15900,09380000,2018-07-27 01:00,671,0.00,9.92
10.8,15500,09380000,2018-07-27 01:15,671,0.00,9.84
10.8,15100,09380000,2018-07-27 01:30,673,0.00,9.77
10.8,14700,09380000,2018-07-27 01:45,675,0.00,9.69
10.8,14200,09380000,2018-07-27 02:00,675,0.00,9.60
10.8,13900,09380000,2018-07-27 02:15,675,0.00,9.53
10.8,13600,09380000,2018-07-27 02:30,675,0.00,9.46
10.8,13300,09380000,2018-07-27 02:45,672,0.00,9.40
10.8,13000,09380000,2018-07-27 03:00,674,0.00,9.33
10.8,12700,09380000,2018-07-27 03:15,674,0.00,9.27
10.8,12400,09380000,2018-07-27 03:30,673,0.00,9.20
10.8,12100,09380000,2018-07-27 03:45,673,0.00,9.15
10.8,11900,09380000,2018-07-27 04:00,672,0.00,9.09
10.8,11800,09380000,2018-07-27 04:15,672,0.00,9.07
10.8,11500,09380000,2018-07-27 04:30,671,0.00,9.01
10.8,11300,09380000,2018-07-27 04:45,671,0.00,8.97
10.8,11300,09380000,2018-07-27 05:00,673,0.00,8.95
10.8,11100,09380000,2018-07-27 05:15,671,0.00,8.92
10.8,11000,09380000,2018-07-27 05:30,673,0.00,8.89
10.8,11000,09380000,2018-07-27 05:45,673,0.00,8.88
10.8,10800,09380000,2018-07-27 06:00,670,0.00,8.85
10.8,10800,09380000,2018-07-27 06:15,669,0.00,8.84
10.8,10700,09380000,2018-07-27 06:30,669,0.00,8.82
10.8,10700,09380000,2018-07-27 06:45,665,0.00,8.82
10.8,10700,09380000,2018-07-27 07:00,664,0.00,8.83
10.8,10700,09380000,2018-07-27 07:15,663,0.00,8.82
10.8,10700,09380000,2018-07-27 07:30,660,0.00,8.81
10.8,10800,09380000,2018-07-27 07:45,660,0.00,8.85
10.9,10800,09380000,2018-07-27 08:00,660,0.00,8.85
10.9,10900,09380000,2018-07-27 08:15,658,0.00,8.87
10.9,11000,09380000,2018-07-27 08:30,661,0.00,8.88
11.0,11100,09380000,2018-07-27 08:45,663,0.00,8.91
11.0,11300,09380000,2018-07-27 09:00,661,0.00,8.95
11.0,11500,09380000,2018-07-27 09:15,660,0.00,9.00
11.1,11700,09380000,2018-07-27 09:30,660,0.00,9.05
11.1,12000,09380000,2018-07-27 09:45,659,0.00,9.13
11.2,12400,09380000,2018-07-27 10:00,659,0.00,9.21
11.2,12800,09380000,2018-07-27 10:15,662,0.00,9.29
11.3,13300,09380000,2018-07-27 10:30,661,0.00,9.40
11.3,13700,09380000,2018-07-27 10:45,661,0.00,9.49
11.4,14200,09380000,2018-07-27 11:00,658,0.00,9.59
11.4,14600,09380000,2018-07-27 11:15,659,0.00,9.67
11.5,15100,09380000,2018-07-27 11:30,659,0.00,9.76
11.5,15500,09380000,2018-07-27 11:45,658,0.00,9.84
11.6,15900,09380000,2018-07-27 12:00,658,0.00,9.92
11.6,16300,09380000,2018-07-27 12:15,655,0.00,9.99
11.7,16500,09380000,2018-07-27 12:30,656,0.00,10.04
11.7,16800,09380000,2018-07-27 12:45,653,0.00,10.09
11.8,17100,09380000,2018-07-27 13:00,650,0.00,10.14
11.8,17400,09380000,2018-07-27 13:15,654,0.00,10.19
11.9,17500,09380000,2018-07-27 13:30,653,0.00,10.21
11.9,17600,09380000,2018-07-27 13:45,651,0.00,10.24
12.0,17700,09380000,2018-07-27 14:00,652,0.00,10.26
11.9,17500,09380000,2018-07-27 14:15,655,0.00,10.21
11.9,18000,09380000,2018-07-27 14:30,654,0.00,10.31
11.9,18200,09380000,2018-07-27 14:45,654,0.00,10.34
11.8,18300,09380000,2018-07-27 15:00,655,0.00,10.36
11.8,18300,09380000,2018-07-27 15:15,659,0.00,10.36
11.8,18200,09380000,2018-07-27 15:30,658,0.00,10.34
11.8,18300,09380000,2018-07-27 15:45,660,0.00,10.36
11.8,18400,09380000,2018-07-27 16:00,661,0.00,10.37
