Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
11.0,17900,09380000,2018-07-07 00:00,667,0.00,10.28
10.9,17400,09380000,2018-07-07 00:15,667,0.00,10.20
10.9,17000,09380000,2018-07-07 00:30,671,0.00,10.13
10.9,16700,09380000,2018-07-07 00:45,671,0.00,10.07
10.8,16300,09380000,2018-07-07 01:00,670,0.00,10.00
10.8,15900,09380000,2018-07-07 01:15,671,0.00,9.92
10.8,15400,09380000,2018-07-07 01:30,669,0.00,9.83
10.8,15100,09380000,2018-07-07 01:45,670,0.00,9.76
10.8,14800,09380000,2018-07-07 02:00,669,0.00,9.70
10.8,14300,09380000,2018-07-07 02:15,669,0.00,9.61
10.8,14100,09380000,2018-07-07 02:30,669,0.00,9.56
10.8,13700,09380000,2018-07-07 02:45,669,0.00,9.48
10.8,13400,09380000,2018-07-07 03:00,664,0.00,9.42
10.8,13200,09380000,2018-07-07 03:15,664,0.00,9.37
10.8,13000,09380000,2018-07-07 03:30,663,0.00,9.33
10.8,12700,09380000,2018-07-07 03:45,664,0.00,9.28
10.8,12500,09380000,2018-07-07 04:00,663,0.00,9.24
10.7,12500,09380000,2018-07-07 04:15,660,0.00,9.23
10.8,12300,09380000,2018-07-07 04:30,662,0.00,9.19
10.7,12200,09380000,2018-07-07 04:45,660,0.00,9.17
10.7,12100,09380000,2018-07-07 05:00,661,0.00,9.14
10.7,12000,09380000,2018-07-07 05:15,657,0.00,9.12
10.7,12000,09380000,2018-07-07 05:30,659,0.00,9.11
10.7,11900,09380000,2018-07-07 05:45,656,0.00,9.10
10.7,11900,09380000,2018-07-07 06:00,659,0.00,9.09
10.8,11800,09380000,2018-07-07 06:15,658,0.00,9.08
10.8,11700,09380000,2018-07-07 06:30,658,0.00,9.06
10.8,11700,09380000,2018-07-07 06:45,659,0.00,9.05
10.8,11700,09380000,2018-07-07 07:00,657,0.00,9.04
10.8,11700,09380000,2018-07-07 07:15,655,0.00,9.04
10.8,11700,09380000,2018-07-07 07:30,656,0.00,9.04
10.8,11700,09380000,2018-07-07 07:45,657,0.00,9.04
10.9,11600,09380000,2018-07-07 08:00,660,0.00,9.03
10.9,11600,09380000,2018-07-07 08:15,656,0.00,9.03
10.9,11600,09380000,2018-07-07 08:30,656,0.00,9.03
11.0,11600,09380000,2018-07-07 08:45,655,0.00,9.03
11.0,11500,09380000,2018-07-07 09:00,659,0.00,9.01
11.0,11600,09380000,2018-07-07 09:15,660,0.00,9.02
11.1,11600,09380000,2018-07-07 09:30,661,0.00,9.02
11.1,11600,09380000,2018-07-07 09:45,660,0.00,9.02
11.2,11500,09380000,2018-07-07 10:00,660,0.00,9.01
11.2,11500,09380000,2018-07-07 10:15,659,0.00,9.01
11.3,11500,09380000,2018-07-07 10:30,660,0.00,9.01
11.3,11600,09380000,2018-07-07 10:45,659,0.00,9.03
11.4,11600,09380000,2018-07-07 11:00,656,0.00,9.03
11.4,11500,09380000,2018-07-07 11:15,656,0.00,9.01
11.4,11600,09380000,2018-07-07 11:30,653,0.00,9.02
11.5,11500,09380000,2018-07-07 11:45,654,0.00,9.01
11.5,11500,09380000,2018-07-07 12:00,656,0.00,9.01
11.6,11500,09380000,2018-07-07 12:15,652,0.00,9.01
11.6,11500,09380000,2018-07-07 12:30,654,0.00,9.01
11.6,11500,09380000,2018-07-07 12:45,652,0.00,9.01
11.6,11500,09380000,2018-07-07 13:00,657,0.00,9.00
11.7,11500,09380000,2018-07-07 13:15,657,0.00,9.00
11.7,11500,09380000,2018-07-07 13:30,658,0.00,9.01
11.8,11500,09380000,2018-07-07 13:45,658,0.00,9.00
11.8,11500,09380000,2018-07-07 14:00,660,0.00,9.01
11.8,11500,09380000,2018-07-07 14:15,660,0.00,9.01
11.8,11500,09380000,2018-07-07 14:30,657,0.00,9.01
11.8,11500,09380000,2018-07-07 14:45,656,0.00,9.01
11.8,11500,09380000,2018-07-07 15:00,656,0.00,9.00
11.8,11500,09380000,2018-07-07 15:15,658,0.00,9.01
11.8,11500,09380000,2018-07-07 15:30,658,0.00,9.01
11.8,11600,09380000,2018-07-07 15:45,660,0.00,9.03
11.8,11500,09380000,2018-07-07 16:00,661,0.00,9.00
11.8,11500,09380000,2018-07-07 16:15,662,0.00,9.00
11.8,11500,09380000,2018-07-07 16:30,664,0.00,9.00
11.8,11400,09380000,2018-07-07 16:45,667,0.00,8.99
11.8,11400,09380000,2018-07-07 17:00,666,0.00,8.99
11.8,11500,09380000,2018-07-07 17:15,668,0.00,9.00
11.7,11500,09380000,2018-07-07 17:30,669,0.00,9.00
11.8,11500,09380000,2018-07-07 17:45,668,0.00,9.00
11.7,11500,09380000,2018-07-07 18:00,669,0.00,9.01
11.7,11500,09380000,2018-07-07 18:15,668,0.00,9.01
11.7,11500,09380000,2018-07-07 18:30,667,0.00,9.01
11.7,11500,09380000,2018-07-07 18:45,668,0.00,9.00
11.6,11500,09380000,2018-07-07 19:00,669,0.00,9.01
11.6,11500,09380000,2018-07-07 19:15,670,0.00,9.01
11.6,11500,09380000,2018-07-07 19:30,672,0.00,9.00
11.6,11500,09380000,2018-07-07 19:45,670,0.00,9.01
11.6,11500,09380000,2018-07-07 20:00,665,0.00,9.01
11.6,11500,09380000,2018-07-07 20:15,669,0.00,9.01
11.6,11500,09380000,2018-07-07 20:30,664,0.00,9.00
11.6,11500,09380000,2018-07-07 20:45,663,0.00,9.00
