Temp,Flow,site_no,datetime,Conductance,Precipitation,GageHeight
10.6,17600,09380000,2018-07-03 00:00,674,0.00,10.23
10.6,17300,09380000,2018-07-03 00:15,677,0.00,10.18
10.6,17000,09380000,2018-07-03 00:30,677,0.00,10.12
10.5,16600,09380000,2018-07-03 00:45,675,0.00,10.04
10.5,16200,09380000,2018-07-03 01:00,674,0.00,9.97
10.5,15800,09380000,2018-07-03 01:15,674,0.00,9.89
10.5,15300,09380000,2018-07-03 01:30,676,0.00,9.81
10.4,14900,09380000,2018-07-03 01:45,678,0.00,9.73
10.4,14500,09380000,2018-07-03 02:00,678,0.00,9.65
10.4,14300,09380000,2018-07-03 02:15,680,0.00,9.60
10.4,14000,09380000,2018-07-03 02:30,679,0.00,9.54
10.4,13600,09380000,2018-07-03 02:45,679,0.00,9.46
10.3,13300,09380000,2018-07-03 03:00,678,0.00,9.41
10.3,13100,09380000,2018-07-03 03:15,679,0.00,9.35
10.3,12800,09380000,2018-07-03 03:30,684,0.00,9.30
10.3,12600,09380000,2018-07-03 03:45,682,0.00,9.24
10.3,12300,09380000,2018-07-03 04:00,682,0.00,9.19
10.2,12100,09380000,2018-07-03 04:15,682,0.00,9.15
10.2,11900,09380000,2018-07-03 04:30,684,0.00,9.10
10.2,11800,09380000,2018-07-03 04:45,682,0.00,9.07
10.2,11600,09380000,2018-07-03 05:00,681,0.00,9.03
10.2,11500,09380000,2018-07-03 05:15,677,0.00,9.00
10.2,11400,09380000,2018-07-03 05:30,676,0.00,8.98
10.2,11300,09380000,2018-07-03 05:45,675,0.00,8.96
10.2,11200,09380000,2018-07-03 06:00,677,0.00,8.93
10.1,11100,09380000,2018-07-03 06:15,676,0.00,8.90
10.1,11000,09380000,2018-07-03 06:30,677,0.00,8.89
10.1,11000,09380000,2018-07-03 06:45,676,0.00,8.88
10.1,10900,09380000,2018-07-03 07:00,677,0.00,8.87
10.1,10900,09380000,2018-07-03 07:15,679,0.00,8.86
10.2,11000,09380000,2018-07-03 07:30,677,0.00,8.88
10.2,11000,09380000,2018-07-03 07:45,677,0.00,8.89
10.2,11100,09380000,2018-07-03 08:00,677,0.00,8.90
10.2,11200,09380000,2018-07-03 08:15,676,0.00,8.93
10.3,11400,09380000,2018-07-03 08:30,673,0.00,8.97
10.3,11500,09380000,2018-07-03 08:45,679,0.00,9.01
10.4,11700,09380000,2018-07-03 09:00,669,0.00,9.06
10.4,12000,09380000,2018-07-03 09:15,666,0.00,9.12
10.4,12200,09380000,2018-07-03 09:30,668,0.00,9.17
10.4,12600,09380000,2018-07-03 09:45,666,0.00,9.26
10.5,13000,09380000,2018-07-03 10:00,668,0.00,9.33
10.6,13300,09380000,2018-07-03 10:15,665,0.00,9.40
10.6,13700,09380000,2018-07-03 10:30,665,0.00,9.49
10.6,14200,09380000,2018-07-03 10:45,667,0.00,9.59
10.7,14700,09380000,2018-07-03 11:00,664,0.00,9.68
10.7,15100,09380000,2018-07-03 11:15,668,0.00,9.76
