GageHeight2,Flow,site_no,datetime,Precipitation,GageHeight
6.01,102,09394500,2018-07-14 00:00,0.04,6.02
6.03,107,09394500,2018-07-14 00:15,0.03,6.04
6.06,114,09394500,2018-07-14 00:30,0.02,6.07
6.10,123,09394500,2018-07-14 00:45,0.03,6.09
6.14,132,09394500,2018-07-14 01:00,0.01,6.12
6.18,141,09394500,2018-07-14 01:15,0.01,6.17
6.22,151,09394500,2018-07-14 01:30,0.00,6.23
6.28,166,09394500,2018-07-14 01:45,0.00,6.29
6.37,188,09394500,2018-07-14 02:00,0.00,6.38
6.49,220,09394500,2018-07-14 02:15,0.01,6.44
6.57,235,09394500,2018-07-14 02:30,0.00,6.45
6.67,253,09394500,2018-07-14 02:45,0.00,6.45
6.68,257,09394500,2018-07-14 03:00,0.00,6.45
6.73,267,09394500,2018-07-14 03:15,0.00,6.45
6.77,275,09394500,2018-07-14 03:30,0.00,6.45
6.83,288,09394500,2018-07-14 03:45,0.00,6.45
6.86,294,09394500,2018-07-14 04:00,0.00,6.45
6.92,307,09394500,2018-07-14 04:15,0.00,6.45
7.02,327,09394500,2018-07-14 04:30,0.00,6.45
7.11,346,09394500,2018-07-14 04:45,0.00,6.45
7.19,363,09394500,2018-07-14 05:00,0.00,6.45
7.27,380,09394500,2018-07-14 05:15,0.00,6.45
7.36,400,09394500,2018-07-14 05:30,0.00,6.45
7.49,428,09394500,2018-07-14 05:45,0.00,6.45
7.64,457,09394500,2018-07-14 06:00,0.00,6.45
7.78,485,09394500,2018-07-14 06:15,0.00,7.76
7.98,525,09394500,2018-07-14 06:30,0.00,7.98
8.17,564,09394500,2018-07-14 06:45,0.00,8.15
8.42,615,09394500,2018-07-14 07:00,0.00,8.46
8.67,667,09394500,2018-07-14 07:15,0.00,8.65
8.93,722,09394500,2018-07-14 07:30,0.00,8.66
9.28,797,09394500,2018-07-14 07:45,0.00,8.66
9.52,849,09394500,2018-07-14 08:00,0.00,9.48
9.69,886,09394500,2018-07-14 08:15,0.00,9.67
9.86,923,09394500,2018-07-14 08:30,0.00,9.83
9.97,947,09394500,2018-07-14 08:45,0.00,9.95
10.10,979,09394500,2018-07-14 09:00,0.00,10.06
10.23,1010,09394500,2018-07-14 09:15,0.00,10.14
10.36,1050,09394500,2018-07-14 09:30,0.00,10.29
10.48,1080,09394500,2018-07-14 09:45,0.00,10.29
10.57,1100,09394500,2018-07-14 10:00,0.00,10.52
10.65,1120,09394500,2018-07-14 10:15,0.00,10.61
10.72,1140,09394500,2018-07-14 10:30,0.00,10.61
10.78,1160,09394500,2018-07-14 10:45,0.00,10.61
10.82,1170,09394500,2018-07-14 11:00,0.00,10.61
10.91,1190,09394500,2018-07-14 11:15,0.00,10.61
10.94,1200,09394500,2018-07-14 11:30,0.00,10.61
11.00,1210,09394500,2018-07-14 11:45,0.00,10.61
11.00,1210,09394500,2018-07-14 12:00,0.00,10.61
11.03,1220,09394500,2018-07-14 12:15,0.00,10.61
11.05,1230,09394500,2018-07-14 12:30,0.00,10.61
11.06,1230,09394500,2018-07-14 12:45,0.00,10.61
11.04,1230,09394500,2018-07-14 13:00,0.00,10.61
11.05,1230,09394500,2018-07-14 13:15,0.00,10.61
11.00,1210,09394500,2018-07-14 13:30,0.00,10.61
10.94,1200,09394500,2018-07-14 13:45,0.00,10.61
10.84,1170,09394500,2018-07-14 14:00,0.00,10.61
10.73,1140,09394500,2018-07-14 14:15,0.00,10.61
10.60,1110,09394500,2018-07-14 14:30,0.00,10.56
10.45,1070,09394500,2018-07-14 14:45,0.00,10.41
10.24,1010,09394500,2018-07-14 15:00,0.00,10.20
10.02,959,09394500,2018-07-14 15:15,0.00,9.98
9.78,908,09394500,2018-07-14 15:30,0.00,9.75
9.51,853,09394500,2018-07-14 15:45,0.00,9.48
9.23,797,09394500,2018-07-14 16:00,0.00,9.18
8.92,735,09394500,2018-07-14 16:15,0.00,8.90
8.64,681,09394500,2018-07-14 16:30,0.00,8.61
8.37,629,09394500,2018-07-14 16:45,0.00,8.34
8.15,588,09394500,2018-07-14 17:00,0.00,8.10
7.93,548,09394500,2018-07-14 17:15,0.00,7.90
7.79,523,09394500,2018-07-14 17:30,0.00,7.75
7.68,503,09394500,2018-07-14 17:45,0.00,7.62
7.59,487,09394500,2018-07-14 18:00,0.00,7.56
7.54,478,09394500,2018-07-14 18:15,0.00,7.48
7.49,469,09394500,2018-07-14 18:30,0.01,7.41
7.42,455,09394500,2018-07-14 18:45,0.00,7.37
7.41,452,09394500,2018-07-14 19:00,0.00,7.33
7.39,448,09394500,2018-07-14 19:15,0.00,7.30
7.33,436,09394500,2018-07-14 19:30,0.00,7.28
7.31,432,09394500,2018-07-14 19:45,0.00,7.26
7.30,430,09394500,2018-07-14 20:00,0.00,7.23
7.25,419,09394500,2018-07-14 20:15,0.00,7.22
7.23,415,09394500,2018-07-14 20:30,0.00,7.19
7.20,409,09394500,2018-07-14 20:45,0.00,7.16
7.18,405,09394500,2018-07-14 21:00,0.00,7.14
7.18,405,09394500,2018-07-14 21:15,0.00,7.13
7.17,403,09394500,2018-07-14 21:30,0.00,7.11
7.16,401,09394500,2018-07-14 21:45,0.00,7.08
7.15,399,09394500,2018-07-14 22:00,0.00,7.06
7.13,395,09394500,2018-07-14 22:15,0.00,7.06
7.09,387,09394500,2018-07-14 22:30,0.00,7.04
7.08,385,09394500,2018-07-14 22:45,0.00,7.02
7.02,373,09394500,2018-07-14 23:00,0.00,7.00
7.04,377,09394500,2018-07-14 23:15,0.00,6.99
7.00,369,09394500,2018-07-14 23:30,0.00,6.98
6.98,365,09394500,2018-07-14 23:45,0.00,6.97
