GageHeight2,Flow,site_no,datetime,Precipitation,GageHeight
6.91,351,09394500,2018-07-17 00:00,0.00,6.89
6.90,350,09394500,2018-07-17 00:15,0.00,6.89
6.91,351,09394500,2018-07-17 00:30,0.00,6.88
6.91,351,09394500,2018-07-17 00:45,0.00,6.87
6.92,353,09394500,2018-07-17 01:00,0.00,6.87
6.88,346,09394500,2018-07-17 01:15,0.00,6.87
6.89,348,09394500,2018-07-17 01:30,0.00,6.86
6.88,346,09394500,2018-07-17 01:45,0.00,6.86
6.87,344,09394500,2018-07-17 02:00,0.00,6.85
6.86,342,09394500,2018-07-17 02:15,0.00,6.84
6.87,344,09394500,2018-07-17 02:30,0.00,6.83
6.85,340,09394500,2018-07-17 02:45,0.00,6.84
6.85,340,09394500,2018-07-17 03:00,0.00,6.82
6.86,342,09394500,2018-07-17 03:15,0.00,6.83
6.85,340,09394500,2018-07-17 03:30,0.00,6.82
6.85,340,09394500,2018-07-17 03:45,0.00,6.81
6.83,336,09394500,2018-07-17 04:00,0.00,6.82
6.83,336,09394500,2018-07-17 04:15,0.00,6.81
6.83,336,09394500,2018-07-17 04:30,0.00,6.81
6.84,338,09394500,2018-07-17 04:45,0.00,6.81
6.86,342,09394500,2018-07-17 05:00,0.00,6.81
6.83,336,09394500,2018-07-17 05:15,0.00,6.81
6.84,338,09394500,2018-07-17 05:30,0.00,6.82
6.86,342,09394500,2018-07-17 05:45,0.00,6.82
6.87,344,09394500,2018-07-17 06:00,0.00,6.82
6.85,340,09394500,2018-07-17 06:15,0.00,6.82
6.86,342,09394500,2018-07-17 06:30,0.00,6.83
6.87,344,09394500,2018-07-17 06:45,0.00,6.82
6.86,342,09394500,2018-07-17 07:00,0.00,6.81
6.86,342,09394500,2018-07-17 07:15,0.00,6.81
6.83,336,09394500,2018-07-17 07:30,0.00,6.81
6.81,332,09394500,2018-07-17 07:45,0.00,6.81
6.81,332,09394500,2018-07-17 08:00,0.00,6.80
6.81,332,09394500,2018-07-17 08:15,0.00,6.79
6.80,330,09394500,2018-07-17 08:30,0.00,6.77
6.79,328,09394500,2018-07-17 08:45,0.00,6.76
6.77,325,09394500,2018-07-17 09:00,0.00,6.74
6.74,319,09394500,2018-07-17 09:15,0.00,6.73
6.75,321,09394500,2018-07-17 09:30,0.00,6.72
6.73,317,09394500,2018-07-17 09:45,0.00,6.71
6.74,319,09394500,2018-07-17 10:00,0.00,6.72
6.73,317,09394500,2018-07-17 10:15,0.00,6.71
6.75,321,09394500,2018-07-17 10:30,0.00,6.72
6.73,317,09394500,2018-07-17 10:45,0.00,6.71
6.79,328,09394500,2018-07-17 11:00,0.00,6.73
6.74,319,09394500,2018-07-17 11:15,0.00,6.72
6.76,323,09394500,2018-07-17 11:30,0.00,6.73
6.77,325,09394500,2018-07-17 11:45,0.00,6.74
6.79,328,09394500,2018-07-17 12:00,0.00,6.75
6.81,332,09394500,2018-07-17 12:15,0.00,6.79
6.88,346,09394500,2018-07-17 12:30,0.00,6.86
6.95,359,09394500,2018-07-17 12:45,0.00,6.95
7.09,387,09394500,2018-07-17 13:00,0.00,7.06
7.18,405,09394500,2018-07-17 13:15,0.00,7.17
7.31,432,09394500,2018-07-17 13:30,0.00,7.25
7.40,450,09394500,2018-07-17 13:45,0.00,7.36
7.49,469,09394500,2018-07-17 14:00,0.00,7.45
7.56,482,09394500,2018-07-17 14:15,0.00,7.53
7.62,492,09394500,2018-07-17 14:30,0.00,7.60
7.73,512,09394500,2018-07-17 14:45,0.00,7.69
7.78,521,09394500,2018-07-17 15:00,0.00,7.75
7.82,528,09394500,2018-07-17 15:15,0.00,7.80
7.84,532,09394500,2018-07-17 15:30,0.00,7.82
7.86,535,09394500,2018-07-17 15:45,0.00,7.84
7.88,539,09394500,2018-07-17 16:00,0.00,7.86
7.87,537,09394500,2018-07-17 16:15,0.00,7.85
7.86,535,09394500,2018-07-17 16:30,0.00,7.85
7.86,535,09394500,2018-07-17 16:45,0.00,7.81
