Temp,Flow,site_no,datetime,Velocity,GageHeight
83.9,156,09429070,2018-07-24 00:00,0.96,5.05
83.8,153,09429070,2018-07-24 00:15,0.94,5.09
83.7,149,09429070,2018-07-24 00:30,0.88,5.20
83.6,155,09429070,2018-07-24 00:45,0.91,5.28
83.5,161,09429070,2018-07-24 01:00,0.93,5.33
83.4,155,09429070,2018-07-24 01:15,0.88,5.37
83.3,149,09429070,2018-07-24 01:30,0.82,5.52
83.2,148,09429070,2018-07-24 01:45,0.80,5.59
83.1,148,09429070,2018-07-24 02:00,0.79,5.64
83.0,150,09429070,2018-07-24 02:15,0.80,5.68
82.9,146,09429070,2018-07-24 02:30,0.77,5.71
82.8,156,09429070,2018-07-24 02:45,0.82,5.74
82.7,144,09429070,2018-07-24 03:00,0.74,5.86
82.6,145,09429070,2018-07-24 03:15,0.73,5.94
82.6,148,09429070,2018-07-24 03:30,0.74,5.98
82.5,146,09429070,2018-07-24 03:45,0.72,6.02
82.4,140,09429070,2018-07-24 04:00,0.69,6.04
82.4,140,09429070,2018-07-24 04:15,0.69,6.07
82.3,141,09429070,2018-07-24 04:30,0.69,6.09
82.2,142,09429070,2018-07-24 04:45,0.69,6.11
82.1,136,09429070,2018-07-24 05:00,0.66,6.12
82.1,136,09429070,2018-07-24 05:15,0.66,6.13
82.0,143,09429070,2018-07-24 05:30,0.69,6.14
82.0,145,09429070,2018-07-24 05:45,0.70,6.15
82.0,139,09429070,2018-07-24 06:00,0.67,6.15
81.9,137,09429070,2018-07-24 06:15,0.66,6.15
81.9,140,09429070,2018-07-24 06:30,0.67,6.16
81.9,146,09429070,2018-07-24 06:45,0.70,6.16
81.9,156,09429070,2018-07-24 07:00,0.76,6.05
81.9,153,09429070,2018-07-24 07:15,0.76,5.99
81.9,153,09429070,2018-07-24 07:30,0.76,5.96
81.9,142,09429070,2018-07-24 07:45,0.70,5.99
82.0,151,09429070,2018-07-24 08:00,0.74,6.04
82.0,149,09429070,2018-07-24 08:15,0.73,6.06
82.1,148,09429070,2018-07-24 08:30,0.72,6.08
82.2,171,09429070,2018-07-24 08:45,0.85,5.99
82.4,162,09429070,2018-07-24 09:00,0.82,5.92
82.5,166,09429070,2018-07-24 09:15,0.85,5.87
82.6,170,09429070,2018-07-24 09:30,0.87,5.84
82.8,163,09429070,2018-07-24 09:45,0.84,5.83
82.9,172,09429070,2018-07-24 10:00,0.92,5.66
83.1,170,09429070,2018-07-24 10:15,0.92,5.58
83.2,161,09429070,2018-07-24 10:30,0.89,5.51
83.4,162,09429070,2018-07-24 10:45,0.90,5.48
83.5,183,09429070,2018-07-24 11:00,1.03,5.45
83.7,157,09429070,2018-07-24 11:15,0.89,5.42
83.9,171,09429070,2018-07-24 11:30,1.00,5.25
84.1,168,09429070,2018-07-24 11:45,1.00,5.17
84.3,166,09429070,2018-07-24 12:00,1.00,5.12
84.5,157,09429070,2018-07-24 12:15,0.96,5.07
84.7,159,09429070,2018-07-24 12:30,1.00,4.97
84.8,159,09429070,2018-07-24 12:45,1.03,4.85
85.0,161,09429070,2018-07-24 13:00,1.07,4.77
85.2,156,09429070,2018-07-24 13:15,1.05,4.72
