WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.67,73.1,67.8,09423560,2018-07-27 00:00,6.93
1.60,73.1,66.5,09423560,2018-07-27 00:15,6.99
1.65,73.0,70.0,09423560,2018-07-27 00:30,7.04
1.68,72.9,73.1,09423560,2018-07-27 00:45,7.10
1.67,72.8,74.2,09423560,2018-07-27 01:00,7.15
1.71,72.7,76.9,09423560,2018-07-27 01:15,7.18
1.70,72.6,77.7,09423560,2018-07-27 01:30,7.22
1.71,72.5,79.4,09423560,2018-07-27 01:45,7.26
1.66,72.3,78.1,09423560,2018-07-27 02:00,7.29
1.69,72.2,80.4,09423560,2018-07-27 02:15,7.32
1.67,72.1,79.8,09423560,2018-07-27 02:30,7.33
1.70,72.0,81.5,09423560,2018-07-27 02:45,7.34
1.72,71.9,82.7,09423560,2018-07-27 03:00,7.35
1.72,71.8,82.4,09423560,2018-07-27 03:15,7.34
1.66,71.6,79.9,09423560,2018-07-27 03:30,7.35
1.63,71.6,77.9,09423560,2018-07-27 03:45,7.33
1.60,71.5,75.9,09423560,2018-07-27 04:00,7.31
1.60,71.4,75.3,09423560,2018-07-27 04:15,7.29
1.60,71.3,74.2,09423560,2018-07-27 04:30,7.27
1.54,71.2,70.6,09423560,2018-07-27 04:45,7.24
1.53,71.1,69.1,09423560,2018-07-27 05:00,7.20
1.52,71.0,67.8,09423560,2018-07-27 05:15,7.17
1.51,71.0,65.9,09423560,2018-07-27 05:30,7.12
1.44,70.9,61.6,09423560,2018-07-27 05:45,7.07
1.40,70.8,58.4,09423560,2018-07-27 06:00,7.01
1.37,70.7,55.8,09423560,2018-07-27 06:15,6.95
1.27,70.7,50.6,09423560,2018-07-27 06:30,6.89
1.27,70.7,49.3,09423560,2018-07-27 06:45,6.82
1.26,70.7,47.5,09423560,2018-07-27 07:00,6.75
1.20,70.7,43.8,09423560,2018-07-27 07:15,6.67
1.11,70.7,39.4,09423560,2018-07-27 07:30,6.60
1.05,70.8,36.0,09423560,2018-07-27 07:45,6.52
1.01,70.8,33.4,09423560,2018-07-27 08:00,6.44
0.96,70.9,30.1,09423560,2018-07-27 08:15,6.35
0.95,71.0,28.6,09423560,2018-07-27 08:30,6.27
0.91,71.2,26.3,09423560,2018-07-27 08:45,6.19
0.81,71.3,22.5,09423560,2018-07-27 09:00,6.11
0.77,71.5,20.4,09423560,2018-07-27 09:15,6.03
0.74,71.7,18.9,09423560,2018-07-27 09:30,5.96
0.66,72.0,16.2,09423560,2018-07-27 09:45,5.88
0.56,72.3,13.3,09423560,2018-07-27 10:00,5.81
0.46,72.6,10.6,09423560,2018-07-27 10:15,5.75
0.33,73.1,7.38,09423560,2018-07-27 10:30,5.69
0.17,73.8,3.60,09423560,2018-07-27 10:45,5.65
0.10,74.7,2.07,09423560,2018-07-27 11:00,5.61
,75.2,1.86,09423560,2018-07-27 11:15,5.61
0.08,75.8,1.69,09423560,2018-07-27 11:30,5.64
0.08,76.6,1.72,09423560,2018-07-27 11:45,5.67
0.10,77.1,2.17,09423560,2018-07-27 12:00,5.69
,77.7,2.06,09423560,2018-07-27 12:15,5.69
,78.4,1.91,09423560,2018-07-27 12:30,5.65
,78.8,1.79,09423560,2018-07-27 12:45,5.64
0.08,79.3,1.67,09423560,2018-07-27 13:00,5.62
,79.8,1.82,09423560,2018-07-27 13:15,5.63
,80.3,1.99,09423560,2018-07-27 13:30,5.66
0.10,80.9,2.13,09423560,2018-07-27 13:45,5.66
,81.3,2.12,09423560,2018-07-27 14:00,5.65
,81.7,2.13,09423560,2018-07-27 14:15,5.66
0.10,82.1,2.15,09423560,2018-07-27 14:30,5.67
0.08,82.5,1.72,09423560,2018-07-27 14:45,5.67
,82.8,,09423560,2018-07-27 15:00,5.66
,83.1,,09423560,2018-07-27 15:15,5.67
,83.4,,09423560,2018-07-27 15:30,5.68
,83.6,,09423560,2018-07-27 15:45,5.67
