WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
2.06,71.2,130,09423560,2018-07-01 00:00,8.15
2.11,71.1,134,09423560,2018-07-01 00:15,8.17
2.02,71.0,129,09423560,2018-07-01 00:30,8.17
2.11,70.9,135,09423560,2018-07-01 00:45,8.19
2.08,70.8,135,09423560,2018-07-01 01:00,8.22
2.06,70.7,134,09423560,2018-07-01 01:15,8.23
2.10,70.6,136,09423560,2018-07-01 01:30,8.23
2.08,70.5,135,09423560,2018-07-01 01:45,8.24
2.07,70.4,135,09423560,2018-07-01 02:00,8.24
2.09,70.3,136,09423560,2018-07-01 02:15,8.24
2.08,70.2,135,09423560,2018-07-01 02:30,8.23
2.04,70.1,132,09423560,2018-07-01 02:45,8.22
1.98,70.0,127,09423560,2018-07-01 03:00,8.21
2.03,69.8,131,09423560,2018-07-01 03:15,8.21
1.99,69.7,127,09423560,2018-07-01 03:30,8.18
1.90,69.6,121,09423560,2018-07-01 03:45,8.17
1.91,69.5,120,09423560,2018-07-01 04:00,8.15
1.84,69.4,114,09423560,2018-07-01 04:15,8.11
1.90,69.3,117,09423560,2018-07-01 04:30,8.09
1.84,69.2,112,09423560,2018-07-01 04:45,8.05
1.80,69.1,108,09423560,2018-07-01 05:00,8.01
1.78,69.0,106,09423560,2018-07-01 05:15,7.98
1.65,68.9,97.3,09423560,2018-07-01 05:30,7.94
1.64,68.8,94.9,09423560,2018-07-01 05:45,7.88
1.63,68.8,92.8,09423560,2018-07-01 06:00,7.83
1.60,68.7,89.4,09423560,2018-07-01 06:15,7.77
1.55,68.7,84.4,09423560,2018-07-01 06:30,7.71
1.53,68.6,81.1,09423560,2018-07-01 06:45,7.63
1.48,68.6,76.5,09423560,2018-07-01 07:00,7.56
1.43,68.6,71.9,09423560,2018-07-01 07:15,7.48
1.40,68.6,68.6,09423560,2018-07-01 07:30,7.41
1.37,68.7,64.6,09423560,2018-07-01 07:45,7.31
1.31,68.8,59.7,09423560,2018-07-01 08:00,7.22
1.25,68.8,54.4,09423560,2018-07-01 08:15,7.11
1.19,68.9,50.1,09423560,2018-07-01 08:30,7.03
1.13,69.0,45.8,09423560,2018-07-01 08:45,6.93
1.01,69.2,39.3,09423560,2018-07-01 09:00,6.82
1.00,69.3,37.3,09423560,2018-07-01 09:15,6.72
0.92,69.5,32.6,09423560,2018-07-01 09:30,6.62
0.86,69.7,29.3,09423560,2018-07-01 09:45,6.53
0.89,69.9,28.9,09423560,2018-07-01 10:00,6.42
0.82,70.1,25.5,09423560,2018-07-01 10:15,6.33
0.68,70.4,20.2,09423560,2018-07-01 10:30,6.24
0.56,70.7,15.9,09423560,2018-07-01 10:45,6.15
0.53,71.1,14.4,09423560,2018-07-01 11:00,6.07
0.44,71.5,11.5,09423560,2018-07-01 11:15,5.99
0.32,72.1,7.93,09423560,2018-07-01 11:30,5.93
0.22,73.1,5.22,09423560,2018-07-01 11:45,5.85
0.19,74.2,4.46,09423560,2018-07-01 12:00,5.83
0.08,74.6,1.90,09423560,2018-07-01 12:15,5.85
0.10,75.1,2.43,09423560,2018-07-01 12:30,5.89
,75.8,2.71,09423560,2018-07-01 12:45,5.92
0.12,76.1,2.94,09423560,2018-07-01 13:00,5.91
0.14,76.6,3.42,09423560,2018-07-01 13:15,5.90
0.14,77.2,3.42,09423560,2018-07-01 13:30,5.90
0.17,77.4,4.06,09423560,2018-07-01 13:45,5.86
0.14,77.7,3.38,09423560,2018-07-01 14:00,5.88
0.07,77.7,1.68,09423560,2018-07-01 14:15,5.87
0.15,78.1,3.60,09423560,2018-07-01 14:30,5.87
0.12,78.6,2.90,09423560,2018-07-01 14:45,5.88
,78.8,3.10,09423560,2018-07-01 15:00,5.86
0.14,79.1,3.34,09423560,2018-07-01 15:15,5.86
,79.3,2.77,09423560,2018-07-01 15:30,5.85
,79.5,2.22,09423560,2018-07-01 15:45,5.85
