GageHeight2,Flow,site_no,datetime,Precipitation,GageHeight
6.63,0.17,09474000,2018-07-16 00:00,0.00,3.60
6.63,0.17,09474000,2018-07-16 00:15,0.00,3.59
6.62,0.06,09474000,2018-07-16 00:30,0.00,3.59
6.63,0.17,09474000,2018-07-16 00:45,0.00,3.60
6.63,0.17,09474000,2018-07-16 01:00,0.00,3.59
6.63,0.17,09474000,2018-07-16 01:15,0.00,3.60
6.63,0.17,09474000,2018-07-16 01:30,0.00,3.59
6.63,0.17,09474000,2018-07-16 01:45,0.00,3.60
6.63,0.17,09474000,2018-07-16 02:00,0.00,3.60
6.63,0.17,09474000,2018-07-16 02:15,0.00,3.60
6.63,0.17,09474000,2018-07-16 02:30,0.00,3.60
6.62,0.06,09474000,2018-07-16 02:45,0.00,3.60
6.62,0.06,09474000,2018-07-16 03:00,0.00,3.60
6.62,0.06,09474000,2018-07-16 03:15,0.00,3.59
6.62,0.06,09474000,2018-07-16 03:30,0.00,3.60
6.62,0.06,09474000,2018-07-16 03:45,0.00,3.59
6.62,0.06,09474000,2018-07-16 04:00,0.00,3.59
6.62,0.06,09474000,2018-07-16 04:15,0.00,3.60
6.62,0.06,09474000,2018-07-16 04:30,0.00,3.59
6.63,0.17,09474000,2018-07-16 04:45,0.00,3.59
6.62,0.06,09474000,2018-07-16 05:00,0.00,3.58
6.62,0.06,09474000,2018-07-16 05:15,0.00,3.60
6.62,0.06,09474000,2018-07-16 05:30,0.00,3.60
6.62,0.06,09474000,2018-07-16 05:45,0.00,3.60
6.62,0.06,09474000,2018-07-16 06:00,0.00,3.59
6.62,0.06,09474000,2018-07-16 06:15,0.00,3.59
6.62,0.06,09474000,2018-07-16 06:30,0.00,3.59
6.62,0.06,09474000,2018-07-16 06:45,0.00,3.59
6.62,0.06,09474000,2018-07-16 07:00,0.00,3.59
6.62,0.06,09474000,2018-07-16 07:15,0.00,3.59
6.62,0.06,09474000,2018-07-16 07:30,0.00,3.59
6.62,0.06,09474000,2018-07-16 07:45,0.00,3.60
6.62,0.06,09474000,2018-07-16 08:00,0.00,3.59
6.62,0.06,09474000,2018-07-16 08:15,0.00,3.59
6.63,0.17,09474000,2018-07-16 08:30,0.00,3.59
6.62,0.06,09474000,2018-07-16 08:45,0.00,3.59
6.63,0.17,09474000,2018-07-16 09:00,0.00,3.59
6.63,0.17,09474000,2018-07-16 09:15,0.00,3.59
6.63,0.17,09474000,2018-07-16 09:30,0.00,3.59
6.63,0.17,09474000,2018-07-16 09:45,0.00,3.58
6.63,0.17,09474000,2018-07-16 10:00,0.00,3.59
6.63,0.17,09474000,2018-07-16 10:15,0.00,3.59
6.63,0.17,09474000,2018-07-16 10:30,0.00,3.59
6.63,0.17,09474000,2018-07-16 10:45,0.00,3.59
6.63,0.17,09474000,2018-07-16 11:00,0.00,3.59
6.63,0.17,09474000,2018-07-16 11:15,0.00,3.58
6.63,0.17,09474000,2018-07-16 11:30,0.00,3.57
6.63,0.17,09474000,2018-07-16 11:45,0.00,3.59
6.63,0.17,09474000,2018-07-16 12:00,0.00,3.57
6.63,0.17,09474000,2018-07-16 12:15,0.00,3.58
6.63,0.17,09474000,2018-07-16 12:30,0.00,3.58
6.63,0.17,09474000,2018-07-16 12:45,0.00,3.57
6.63,0.17,09474000,2018-07-16 13:00,0.00,3.57
6.63,0.17,09474000,2018-07-16 13:15,0.00,3.58
6.63,0.17,09474000,2018-07-16 13:30,0.00,3.57
6.63,0.17,09474000,2018-07-16 13:45,0.00,3.57
6.62,0.06,09474000,2018-07-16 14:00,0.00,3.58
6.62,0.06,09474000,2018-07-16 14:15,0.00,3.57
6.62,0.06,09474000,2018-07-16 14:30,0.00,3.57
6.62,0.06,09474000,2018-07-16 14:45,0.00,3.57
6.62,0.06,09474000,2018-07-16 15:00,0.00,3.57
6.62,0.06,09474000,2018-07-16 15:15,0.00,3.57
6.62,0.06,09474000,2018-07-16 15:30,0.00,3.57
6.62,0.06,09474000,2018-07-16 15:45,0.00,3.57
6.62,0.06,09474000,2018-07-16 16:00,0.00,3.57
6.62,0.06,09474000,2018-07-16 16:15,0.00,3.56
6.62,0.06,09474000,2018-07-16 16:30,0.00,3.57
6.62,0.06,09474000,2018-07-16 16:45,0.00,3.56
6.62,0.06,09474000,2018-07-16 17:00,0.00,3.56
6.62,0.06,09474000,2018-07-16 17:15,0.00,3.55
6.61,0.00,09474000,2018-07-16 17:30,0.00,3.57
6.61,0.00,09474000,2018-07-16 17:45,0.00,3.56
6.61,0.00,09474000,2018-07-16 18:00,0.00,3.56
6.61,0.00,09474000,2018-07-16 18:15,0.00,3.55
6.61,0.00,09474000,2018-07-16 18:30,0.02,3.57
6.57,0.00,09474000,2018-07-16 18:45,0.13,3.57
6.66,0.80,09474000,2018-07-16 19:00,0.18,3.62
6.64,0.34,09474000,2018-07-16 19:15,0.11,3.63
6.71,2.51,09474000,2018-07-16 19:30,0.28,3.65
6.89,13.9,09474000,2018-07-16 19:45,0.26,3.72
6.93,17.3,09474000,2018-07-16 20:00,0.00,3.79
7.31,63.5,09474000,2018-07-16 20:15,0.00,3.88
7.38,74.3,09474000,2018-07-16 20:30,0.00,4.13
7.29,60.5,09474000,2018-07-16 20:45,0.00,4.24
7.20,47.8,09474000,2018-07-16 21:00,0.00,4.24
7.13,38.7,09474000,2018-07-16 21:15,0.00,4.18
7.08,32.8,09474000,2018-07-16 21:30,0.00,4.12
7.03,27.2,09474000,2018-07-16 21:45,0.00,4.07
6.99,23.0,09474000,2018-07-16 22:00,0.00,4.02
6.95,19.1,09474000,2018-07-16 22:15,0.00,3.98
6.92,16.4,09474000,2018-07-16 22:30,0.00,3.95
6.88,13.1,09474000,2018-07-16 22:45,0.00,3.90
6.85,10.7,09474000,2018-07-16 23:00,0.00,3.88
6.83,9.30,09474000,2018-07-16 23:15,0.00,3.86
6.81,7.94,09474000,2018-07-16 23:30,0.00,3.83
6.79,6.66,09474000,2018-07-16 23:45,0.00,3.80
