Temp,Flow,site_no,datetime,Velocity,GageHeight
83.2,149,09429070,2018-07-19 00:00,0.70,6.33
83.1,136,09429070,2018-07-19 00:15,0.62,6.47
83.0,148,09429070,2018-07-19 00:30,0.66,6.56
82.8,153,09429070,2018-07-19 00:45,0.67,6.63
82.8,149,09429070,2018-07-19 01:00,0.64,6.76
82.7,144,09429070,2018-07-19 01:15,0.61,6.85
82.7,146,09429070,2018-07-19 01:30,0.61,6.92
82.6,150,09429070,2018-07-19 01:45,0.62,6.96
82.5,154,09429070,2018-07-19 02:00,0.64,7.00
82.4,149,09429070,2018-07-19 02:15,0.60,7.14
82.3,118,09429070,2018-07-19 02:30,0.46,7.37
82.2,169,09429070,2018-07-19 02:45,0.67,7.20
82.2,152,09429070,2018-07-19 03:00,0.60,7.28
82.1,155,09429070,2018-07-19 03:15,0.60,7.37
82.1,154,09429070,2018-07-19 03:30,0.59,7.48
82.0,161,09429070,2018-07-19 03:45,0.61,7.54
82.0,162,09429070,2018-07-19 04:00,0.61,7.58
82.0,163,09429070,2018-07-19 04:15,0.61,7.62
82.0,162,09429070,2018-07-19 04:30,0.60,7.64
81.9,166,09429070,2018-07-19 04:45,0.61,7.66
81.8,155,09429070,2018-07-19 05:00,0.57,7.69
81.7,158,09429070,2018-07-19 05:15,0.58,7.75
81.7,136,09429070,2018-07-19 05:30,0.49,7.83
81.6,155,09429070,2018-07-19 05:45,0.56,7.87
81.6,157,09429070,2018-07-19 06:00,0.56,7.90
81.6,153,09429070,2018-07-19 06:15,0.55,7.92
81.5,158,09429070,2018-07-19 06:30,0.56,7.95
81.5,161,09429070,2018-07-19 06:45,0.57,7.96
81.5,159,09429070,2018-07-19 07:00,0.56,7.97
81.5,148,09429070,2018-07-19 07:15,0.52,7.99
81.5,147,09429070,2018-07-19 07:30,0.52,7.99
81.5,142,09429070,2018-07-19 07:45,0.50,8.00
81.5,155,09429070,2018-07-19 08:00,0.55,8.00
81.5,150,09429070,2018-07-19 08:15,0.53,8.00
81.5,165,09429070,2018-07-19 08:30,0.59,7.89
81.6,157,09429070,2018-07-19 08:45,0.56,7.85
81.6,147,09429070,2018-07-19 09:00,0.53,7.81
81.7,144,09429070,2018-07-19 09:15,0.52,7.79
81.8,149,09429070,2018-07-19 09:30,0.54,7.77
81.9,149,09429070,2018-07-19 09:45,0.55,7.76
82.0,146,09429070,2018-07-19 10:00,0.53,7.75
82.1,155,09429070,2018-07-19 10:15,0.58,7.63
82.2,147,09429070,2018-07-19 10:30,0.55,7.57
82.4,156,09429070,2018-07-19 10:45,0.59,7.52
82.5,153,09429070,2018-07-19 11:00,0.59,7.47
82.7,161,09429070,2018-07-19 11:15,0.63,7.35
82.8,159,09429070,2018-07-19 11:30,0.63,7.25
83.0,157,09429070,2018-07-19 11:45,0.63,7.18
83.2,153,09429070,2018-07-19 12:00,0.62,7.13
83.3,156,09429070,2018-07-19 12:15,0.65,6.96
83.5,151,09429070,2018-07-19 12:30,0.64,6.88
83.7,155,09429070,2018-07-19 12:45,0.66,6.81
83.9,169,09429070,2018-07-19 13:00,0.74,6.66
