Temp,Flow,site_no,datetime,Velocity,GageHeight
79.1,156,09429070,2018-07-02 00:00,0.86,5.52
79.0,154,09429070,2018-07-02 00:15,0.83,5.60
78.9,145,09429070,2018-07-02 00:30,0.77,5.68
78.8,152,09429070,2018-07-02 00:45,0.80,5.72
78.8,149,09429070,2018-07-02 01:00,0.78,5.75
78.7,198,09429070,2018-07-02 01:15,1.00,5.90
78.6,200,09429070,2018-07-02 01:30,1.00,5.97
78.5,164,09429070,2018-07-02 01:45,0.74,6.52
78.4,304,09429070,2018-07-02 02:00,1.28,6.88
78.3,316,09429070,2018-07-02 02:15,1.76,5.47
78.2,129,09429070,2018-07-02 02:30,0.59,6.37
78.1,192,09429070,2018-07-02 02:45,0.87,6.45
78.1,179,09429070,2018-07-02 03:00,0.81,6.50
78.0,190,09429070,2018-07-02 03:15,0.85,6.55
78.0,184,09429070,2018-07-02 03:30,0.81,6.58
77.9,181,09429070,2018-07-02 03:45,0.79,6.65
77.8,170,09429070,2018-07-02 04:00,0.73,6.75
77.7,177,09429070,2018-07-02 04:15,0.75,6.81
77.7,174,09429070,2018-07-02 04:30,0.73,6.89
77.6,172,09429070,2018-07-02 04:45,0.71,6.99
77.5,174,09429070,2018-07-02 05:00,0.71,7.06
77.4,182,09429070,2018-07-02 05:15,0.74,7.11
77.3,196,09429070,2018-07-02 05:30,0.79,7.14
77.2,190,09429070,2018-07-02 05:45,0.76,7.17
77.1,201,09429070,2018-07-02 06:00,0.81,7.13
77.0,210,09429070,2018-07-02 06:15,0.86,7.07
77.0,213,09429070,2018-07-02 06:30,0.87,7.04
76.9,199,09429070,2018-07-02 06:45,0.81,7.10
76.9,210,09429070,2018-07-02 07:00,0.84,7.15
76.8,209,09429070,2018-07-02 07:15,0.84,7.17
76.8,228,09429070,2018-07-02 07:30,0.91,7.18
76.8,218,09429070,2018-07-02 07:45,0.87,7.20
76.8,217,09429070,2018-07-02 08:00,0.87,7.20
76.8,216,09429070,2018-07-02 08:15,0.86,7.17
76.7,231,09429070,2018-07-02 08:30,0.94,7.08
76.7,221,09429070,2018-07-02 08:45,0.90,7.04
76.8,231,09429070,2018-07-02 09:00,0.95,7.00
76.8,217,09429070,2018-07-02 09:15,0.90,6.99
76.9,219,09429070,2018-07-02 09:30,0.91,6.97
77.0,213,09429070,2018-07-02 09:45,0.88,6.95
77.0,201,09429070,2018-07-02 10:00,0.84,6.95
77.2,183,09429070,2018-07-02 10:15,0.76,6.94
77.3,198,09429070,2018-07-02 10:30,0.82,6.94
77.5,205,09429070,2018-07-02 10:45,0.86,6.92
77.7,197,09429070,2018-07-02 11:00,0.82,6.91
77.9,229,09429070,2018-07-02 11:15,0.98,6.79
78.2,224,09429070,2018-07-02 11:30,0.97,6.74
78.5,228,09429070,2018-07-02 11:45,0.99,6.69
78.7,161,09429070,2018-07-02 12:00,0.70,6.66
79.0,169,09429070,2018-07-02 12:15,0.75,6.55
79.2,172,09429070,2018-07-02 12:30,0.78,6.46
79.5,168,09429070,2018-07-02 12:45,0.77,6.39
79.7,165,09429070,2018-07-02 13:00,0.76,6.34
80.0,159,09429070,2018-07-02 13:15,0.75,6.30
80.2,164,09429070,2018-07-02 13:30,0.77,6.27
80.4,165,09429070,2018-07-02 13:45,0.78,6.24
80.6,171,09429070,2018-07-02 14:00,0.83,6.08
0.0,197,09429070,2018-07-02 14:15,,6.02
0.0,223,09429070,2018-07-02 14:30,,5.97
,,09429070,2018-07-02 14:35,1.16,
,,09429070,2018-07-02 14:36,1.09,
,,09429070,2018-07-02 14:37,1.07,
,,09429070,2018-07-02 14:38,1.06,
,,09429070,2018-07-02 14:39,1.18,
,,09429070,2018-07-02 14:40,1.21,
,,09429070,2018-07-02 14:41,1.15,
,,09429070,2018-07-02 14:42,1.11,
,,09429070,2018-07-02 14:43,1.14,
,,09429070,2018-07-02 14:44,1.22,
0.0,222,09429070,2018-07-02 14:45,1.13,5.91
,,09429070,2018-07-02 14:46,1.18,
,,09429070,2018-07-02 14:47,1.10,
,,09429070,2018-07-02 14:48,1.16,
,,09429070,2018-07-02 14:49,1.16,
,,09429070,2018-07-02 14:50,1.16,
,,09429070,2018-07-02 14:51,0.91,
,,09429070,2018-07-02 14:52,1.18,
,,09429070,2018-07-02 14:53,1.25,
,,09429070,2018-07-02 14:54,1.17,
,,09429070,2018-07-02 14:55,1.17,
,,09429070,2018-07-02 14:56,1.17,
,,09429070,2018-07-02 14:57,1.11,
,,09429070,2018-07-02 14:58,1.18,
,,09429070,2018-07-02 14:59,1.07,
0.0,213,09429070,2018-07-02 15:00,1.09,5.88
,,09429070,2018-07-02 15:01,1.08,
,,09429070,2018-07-02 15:02,1.07,
,,09429070,2018-07-02 15:03,1.11,
,,09429070,2018-07-02 15:04,1.18,
,,09429070,2018-07-02 15:05,1.13,
,,09429070,2018-07-02 15:06,1.16,
,,09429070,2018-07-02 15:07,1.11,
,,09429070,2018-07-02 15:08,1.14,
,,09429070,2018-07-02 15:09,1.16,
,,09429070,2018-07-02 15:10,1.12,
,,09429070,2018-07-02 15:11,1.13,
,,09429070,2018-07-02 15:12,1.21,
,,09429070,2018-07-02 15:13,1.15,
,,09429070,2018-07-02 15:14,1.10,
0.0,217,09429070,2018-07-02 15:15,1.11,5.86
