1,0,0.75381767700138825
1,1,0.0000000000000000000
1,2,0.25790529076045041
1,3,0.77510411846367422
1,4,0.23908684251118309
1,5,0.0023137436372049977
1,6,0.41693660342434058
1,7,0.19481721425266081
1,8,0.16335030078667284
1,9,0.25204380687953108
1,10,0.25127255900046275
1,11,0.16597254357550517
1,12,0.13728212247416320
1,13,0.15826006478482184
1,14,0.062162579052907605
1,15,0.00092549745488199907
1,16,0.012031466913465988
1,17,0.013882461823229986
1,18,0.043035631652012957
1,19,0.028998920252969304
1,20,0.015887706308807651
1,21,0.019743945704149314
1,22,0.028073422798087305
1,23,0.048125867653863952
1,24,0.016967453339503316
1,25,0.018201449946012648
1,26,0.12201141446861021
1,27,0.027919173222273639
1,28,0.12077741786210088
1,29,0.069875057843590930
1,30,0.17939225667129415
1,32,0.100107974703069567
1,33,0.43189881227826623
1,34,0.25775104118463674
1,35,0.32330711090544501
1,36,0.38145920098719729
1,37,0.34428505321610366
1,38,0.098256979793305568
1,39,0.076199290451951257
1,40,0.18957272867499614
1,41,0.062625327780348604
1,42,0.0100262224278883233
1,43,0.042418633348758291
1,44,0.021594940613913312
1,45,0.045040876137590622
1,46,0.012494215640906988
1,47,0.027456424494832639
1,48,0.048742865957118618
1,49,0.0053987351534783279
1,50,0.0000000000000000000
1,51,0.027302174919018973
1,52,0.045195125713404288
1,53,0.087305259910535246
1,54,0.084220268394261916
2,0,0.67148328690807799
2,1,0.34610027855153203
2,2,0.0000000000000000000
2,3,0.43889275766016713
2,4,0.59888579387186630
2,5,0.0022632311977715877
2,6,0.40668523676880223
2,7,0.52385097493036212
2,8,0.25766016713091922
2,9,0.20630222841225627
2,10,0.16138579387186630
2,11,0.11246518105849582
2,12,0.092792479108635097
2,13,0.071552924791086351
2,14,0.083565459610027855
2,15,0.0000000000000000000
2,16,0.0024373259052924791
2,17,0.0064415041782729805
2,18,0.039171309192200557
2,19,0.0050487465181058496
2,20,0.0080083565459610028
2,21,0.013753481894150418
2,22,0.013057103064066852
2,23,0.044220055710306407
2,24,0.020717270194986072
2,25,0.0087047353760445682
2,26,0.085828690807799443
2,27,0.102193593314763231
2,28,0.036037604456824513
2,29,0.099408077994428969
2,30,0.13579387186629526
2,32,0.11995125348189415
2,33,0.43993732590529248
2,34,0.55710306406685237
2,35,0.47179665738161560
2,36,0.35132311977715877
2,37,0.29456824512534819
2,38,0.19986072423398329
2,39,0.13109331476323120
2,40,0.093314763231197772
2,41,0.068419220055710306
2,42,0.022632311977715877
2,43,0.044742339832869081
2,44,0.028551532033426184
2,45,0.031162952646239554
2,46,0.015668523676880223
2,47,0.027332869080779944
2,48,0.044394150417827298
2,49,0.0048746518105849582
2,50,0.0043523676880222841
2,51,0.0092270194986072423
2,52,0.051706128133704735
2,53,0.093662952646239554
2,54,0.12360724233983287
3,0,0.68233781080308660
3,1,0.75335810231494713
3,2,0.22234924264075450
3,3,0.0000000000000000000
3,4,0.40783080880251500
3,5,0.0017147756501857674
3,6,0.50757359245498714
3,7,0.16990568733923978
3,8,0.13961131751929123
3,9,0.18791083166619034
3,10,0.32695055730208631
3,11,0.22892254929979994
3,12,0.078308088025150043
3,13,0.12875107173478137
3,14,0.10002857959416976
3,15,0.0022863675335810231
3,16,0.012575021434695627
3,17,0.049585595884538440
3,18,0.033295227207773650
3,19,0.034438410974564161
3,20,0.026436124607030580
3,21,0.025435838811088883
3,22,0.029865675907402115
3,23,0.032723635324378394
3,24,0.039868533866819091
3,25,0.032437839382680766
3,26,0.13489568448128037
3,27,0.049728493855387254
3,28,0.052443555301514718
3,29,0.11846241783366676
3,30,0.12517862246356102
3,32,0.19862817947985139
3,33,0.44498428122320663
3,34,0.48528150900257216
3,35,0.24535581594741355
3,36,0.24449842812232066
3,37,0.29694198342383538
3,38,0.13446699056873392
3,39,0.066161760503000857
3,40,0.12932266361817662
3,41,0.021291797656473278
3,42,0.022006287510717348
3,43,0.038868248070877394
3,44,0.023006573306659045
3,45,0.030865961703343813
3,46,0.022720777364961418
3,47,0.015575878822520720
3,48,0.020291511860531580
3,49,0.0084309802800800229
3,50,0.0037153472420691626
3,51,0.019862817947985139
3,52,0.037582166333238068
3,53,0.048156616176050300
3,54,0.083595312946556159
4,0,0.61066235864297254
4,1,0.18534292847701571
4,2,0.57130268761932736
4,3,0.51784402996034660
4,4,0.0000000000000000000
4,5,0.0032310177705977383
4,6,0.29519753267733882
4,7,0.21618446174181231
4,8,0.15303275077103833
4,9,0.21633132618593039
4,10,0.31796152151564106
4,11,0.22308709061536202
4,12,0.11587604640916434
4,13,0.14304596857100896
4,14,0.088559259803201645
4,15,0.0058745777647231605
4,16,0.025701277720663827
4,17,0.051255690997209576
4,18,0.041268908797180203
4,19,0.027757379938316933
4,20,0.012336613305918637
