GageHeight2,Flow,site_no,datetime,Precipitation,GageHeight
6.34,0.00,09400568,2018-07-22 00:00,0.00,6.51
6.35,0.00,09400568,2018-07-22 00:15,0.00,6.51
6.34,0.00,09400568,2018-07-22 00:30,0.00,6.51
6.34,0.00,09400568,2018-07-22 00:45,0.00,6.51
6.33,0.00,09400568,2018-07-22 01:00,0.00,6.51
6.33,0.00,09400568,2018-07-22 01:15,0.00,6.51
6.33,0.00,09400568,2018-07-22 01:30,0.00,6.51
6.33,0.00,09400568,2018-07-22 01:45,0.00,6.51
6.33,0.00,09400568,2018-07-22 02:00,0.00,6.51
6.32,0.00,09400568,2018-07-22 02:15,0.00,6.51
6.33,0.00,09400568,2018-07-22 02:30,0.00,6.51
6.32,0.00,09400568,2018-07-22 02:45,0.00,6.51
6.32,0.00,09400568,2018-07-22 03:00,0.00,6.51
6.31,0.00,09400568,2018-07-22 03:15,0.00,6.51
6.32,0.00,09400568,2018-07-22 03:30,0.00,6.51
6.32,0.00,09400568,2018-07-22 03:45,0.00,6.51
6.32,0.00,09400568,2018-07-22 04:00,0.00,6.51
6.32,0.00,09400568,2018-07-22 04:15,0.00,6.51
6.32,0.00,09400568,2018-07-22 04:30,0.00,6.51
6.32,0.00,09400568,2018-07-22 04:45,0.00,6.51
6.31,0.00,09400568,2018-07-22 05:00,0.00,6.51
6.32,0.00,09400568,2018-07-22 05:15,0.00,6.51
6.31,0.00,09400568,2018-07-22 05:30,0.00,6.51
6.32,0.00,09400568,2018-07-22 05:45,0.00,6.51
6.32,0.00,09400568,2018-07-22 06:00,0.00,6.51
6.31,0.00,09400568,2018-07-22 06:15,0.00,6.51
6.31,0.00,09400568,2018-07-22 06:30,0.00,6.51
6.31,0.00,09400568,2018-07-22 06:45,0.00,6.51
6.31,0.00,09400568,2018-07-22 07:00,0.00,6.51
6.30,0.00,09400568,2018-07-22 07:15,0.00,6.51
6.31,0.00,09400568,2018-07-22 07:30,0.00,6.51
6.33,0.00,09400568,2018-07-22 07:45,0.00,6.51
6.34,0.00,09400568,2018-07-22 08:00,0.00,6.51
6.36,0.00,09400568,2018-07-22 08:15,0.00,6.53
6.38,0.00,09400568,2018-07-22 08:30,0.00,6.55
6.38,0.00,09400568,2018-07-22 08:45,0.00,6.56
6.40,0.00,09400568,2018-07-22 09:00,0.00,6.56
6.40,0.00,09400568,2018-07-22 09:15,0.00,6.57
6.40,0.00,09400568,2018-07-22 09:30,0.00,6.56
6.41,0.00,09400568,2018-07-22 09:45,0.00,6.58
6.40,0.00,09400568,2018-07-22 10:00,0.00,6.57
6.40,0.00,09400568,2018-07-22 10:15,0.00,6.57
6.39,0.00,09400568,2018-07-22 10:30,0.00,6.57
6.40,0.00,09400568,2018-07-22 10:45,0.00,6.57
6.39,0.00,09400568,2018-07-22 11:00,0.00,6.57
6.39,0.00,09400568,2018-07-22 11:15,0.00,6.57
6.40,0.00,09400568,2018-07-22 11:30,0.00,6.57
6.41,0.00,09400568,2018-07-22 11:45,0.00,6.58
6.42,0.00,09400568,2018-07-22 12:00,0.00,6.59
6.43,0.00,09400568,2018-07-22 12:15,0.00,6.59
6.44,0.00,09400568,2018-07-22 12:30,0.00,6.60
6.45,0.00,09400568,2018-07-22 12:45,0.00,6.60
6.45,0.00,09400568,2018-07-22 13:00,0.00,6.60
6.44,0.00,09400568,2018-07-22 13:15,0.00,6.60
6.44,0.00,09400568,2018-07-22 13:30,0.00,6.60
6.44,0.00,09400568,2018-07-22 13:45,0.00,6.60
6.43,0.00,09400568,2018-07-22 14:00,0.00,6.60
6.43,0.00,09400568,2018-07-22 14:15,0.00,6.59
6.43,0.00,09400568,2018-07-22 14:30,0.00,6.59
6.43,0.00,09400568,2018-07-22 14:45,0.00,6.59
6.42,0.00,09400568,2018-07-22 15:00,0.00,6.58
6.42,0.00,09400568,2018-07-22 15:15,0.00,6.60
6.42,0.00,09400568,2018-07-22 15:30,0.00,6.58
6.42,0.00,09400568,2018-07-22 15:45,0.00,6.58
6.42,0.00,09400568,2018-07-22 16:00,0.00,6.58
6.42,0.00,09400568,2018-07-22 16:15,0.00,6.57
6.41,0.00,09400568,2018-07-22 16:30,0.00,6.57
6.41,0.00,09400568,2018-07-22 16:45,0.00,6.57
6.40,0.00,09400568,2018-07-22 17:00,0.00,6.57
6.41,0.00,09400568,2018-07-22 17:15,0.00,6.56
6.40,0.00,09400568,2018-07-22 17:30,0.00,6.56
6.40,0.00,09400568,2018-07-22 17:45,0.00,6.55
6.40,0.00,09400568,2018-07-22 18:00,0.00,6.55
6.39,0.00,09400568,2018-07-22 18:15,0.00,6.55
6.38,0.00,09400568,2018-07-22 18:30,0.00,6.55
6.38,0.00,09400568,2018-07-22 18:45,0.00,6.54
6.37,0.00,09400568,2018-07-22 19:00,0.00,6.54
6.37,0.00,09400568,2018-07-22 19:15,0.00,6.53
6.36,0.00,09400568,2018-07-22 19:30,0.00,6.54
6.37,0.00,09400568,2018-07-22 19:45,0.00,6.53
6.38,0.00,09400568,2018-07-22 20:00,0.00,6.53
6.37,0.00,09400568,2018-07-22 20:15,0.00,6.53
6.36,0.00,09400568,2018-07-22 20:30,0.00,6.53
6.37,0.00,09400568,2018-07-22 20:45,0.00,6.51
6.36,0.00,09400568,2018-07-22 21:00,0.00,6.51
6.37,0.00,09400568,2018-07-22 21:15,0.00,6.51
6.36,0.00,09400568,2018-07-22 21:30,0.00,6.51
6.35,0.00,09400568,2018-07-22 21:45,0.00,6.51
6.37,0.00,09400568,2018-07-22 22:00,0.00,6.51
6.36,0.00,09400568,2018-07-22 22:15,0.00,6.51
6.36,0.00,09400568,2018-07-22 22:30,0.00,6.51
6.35,0.00,09400568,2018-07-22 22:45,0.00,6.51
6.34,0.00,09400568,2018-07-22 23:00,0.00,6.51
6.35,0.00,09400568,2018-07-22 23:15,0.00,6.51
6.34,0.00,09400568,2018-07-22 23:30,0.00,6.51
6.35,0.00,09400568,2018-07-22 23:45,0.00,6.51
