Temp,Flow,site_no,datetime,Precipitation,GageHeight
76.7,0.00,09424900,2018-06-30 00:00,0.00,-0.13
75.2,0.00,09424900,2018-06-30 00:15,0.00,-0.13
75.1,0.00,09424900,2018-06-30 00:30,0.00,-0.13
74.4,0.00,09424900,2018-06-30 00:45,0.00,-0.13
73.7,0.00,09424900,2018-06-30 01:00,0.00,-0.13
73.0,0.00,09424900,2018-06-30 01:15,0.00,-0.13
72.4,0.00,09424900,2018-06-30 01:30,0.00,-0.13
72.4,0.00,09424900,2018-06-30 01:45,0.00,-0.13
72.1,0.00,09424900,2018-06-30 02:00,0.00,-0.13
71.5,0.00,09424900,2018-06-30 02:15,0.00,-0.13
71.3,0.00,09424900,2018-06-30 02:30,0.00,-0.13
71.4,0.00,09424900,2018-06-30 02:45,0.00,-0.13
71.9,0.00,09424900,2018-06-30 03:00,0.00,-0.13
71.5,0.00,09424900,2018-06-30 03:15,0.00,-0.13
72.8,0.00,09424900,2018-06-30 03:30,0.00,-0.13
70.6,0.00,09424900,2018-06-30 03:45,0.00,-0.13
70.4,0.00,09424900,2018-06-30 04:00,0.00,-0.13
69.4,0.00,09424900,2018-06-30 04:15,0.00,-0.13
69.1,0.00,09424900,2018-06-30 04:30,0.00,-0.13
67.6,0.00,09424900,2018-06-30 04:45,0.00,-0.13
69.7,0.00,09424900,2018-06-30 05:00,0.00,-0.13
68.5,0.00,09424900,2018-06-30 05:15,0.00,-0.13
68.8,0.00,09424900,2018-06-30 05:30,0.00,-0.13
67.0,0.00,09424900,2018-06-30 05:45,0.00,-0.13
71.5,0.00,09424900,2018-06-30 06:00,0.00,-0.13
71.9,0.00,09424900,2018-06-30 06:15,0.00,-0.13
74.3,0.00,09424900,2018-06-30 06:30,0.00,-0.13
79.0,0.00,09424900,2018-06-30 06:45,0.00,-0.13
82.9,0.00,09424900,2018-06-30 07:00,0.00,-0.13
85.2,0.00,09424900,2018-06-30 07:15,0.00,-0.13
85.8,0.00,09424900,2018-06-30 07:30,0.00,-0.13
87.5,0.00,09424900,2018-06-30 07:45,0.00,-0.13
88.3,0.00,09424900,2018-06-30 08:00,0.00,-0.13
89.0,0.00,09424900,2018-06-30 08:15,0.00,-0.13
90.9,0.00,09424900,2018-06-30 08:30,0.00,-0.12
91.4,0.00,09424900,2018-06-30 08:45,0.00,-0.12
93.4,0.00,09424900,2018-06-30 09:00,0.00,-0.12
92.4,0.00,09424900,2018-06-30 09:15,0.00,-0.12
92.7,0.00,09424900,2018-06-30 09:30,0.00,-0.12
93.0,0.00,09424900,2018-06-30 09:45,0.00,-0.12
95.6,0.00,09424900,2018-06-30 10:00,0.00,-0.12
93.8,0.00,09424900,2018-06-30 10:15,0.00,-0.12
94.8,0.00,09424900,2018-06-30 10:30,0.00,-0.12
96.2,0.00,09424900,2018-06-30 10:45,0.00,-0.12
97.1,0.00,09424900,2018-06-30 11:00,0.00,-0.12
95.8,0.00,09424900,2018-06-30 11:15,0.00,-0.12
96.0,0.00,09424900,2018-06-30 11:30,0.00,-0.12
97.4,0.00,09424900,2018-06-30 11:45,0.00,-0.12
97.1,0.00,09424900,2018-06-30 12:00,0.00,-0.12
97.1,0.00,09424900,2018-06-30 12:15,0.00,-0.12
99.1,0.00,09424900,2018-06-30 12:30,0.00,-0.12
99.2,0.00,09424900,2018-06-30 12:45,0.00,-0.12
98.5,0.00,09424900,2018-06-30 13:00,0.00,-0.12
99.2,0.00,09424900,2018-06-30 13:15,0.00,-0.12
98.0,0.00,09424900,2018-06-30 13:30,0.00,-0.12
100.6,0.00,09424900,2018-06-30 13:45,0.00,-0.12
100.5,0.00,09424900,2018-06-30 14:00,0.00,-0.12
100.1,0.00,09424900,2018-06-30 14:15,0.00,-0.12
100.5,0.00,09424900,2018-06-30 14:30,0.00,-0.12
102.5,0.00,09424900,2018-06-30 14:45,0.00,-0.12
102.8,0.00,09424900,2018-06-30 15:00,0.00,-0.12
103.4,0.00,09424900,2018-06-30 15:15,0.00,-0.12
101.3,0.00,09424900,2018-06-30 15:30,0.00,-0.12
101.5,0.00,09424900,2018-06-30 15:45,0.00,-0.12
100.2,0.00,09424900,2018-06-30 16:00,0.00,-0.12
101.3,0.00,09424900,2018-06-30 16:15,0.00,-0.12
102.0,0.00,09424900,2018-06-30 16:30,0.00,-0.12
104.0,0.00,09424900,2018-06-30 16:45,0.00,-0.12
102.6,0.00,09424900,2018-06-30 17:00,0.00,-0.12
104.6,0.00,09424900,2018-06-30 17:15,0.00,-0.12
101.9,0.00,09424900,2018-06-30 17:30,0.00,-0.12
103.7,0.00,09424900,2018-06-30 17:45,0.00,-0.12
101.6,0.00,09424900,2018-06-30 18:00,0.00,-0.12
100.6,0.00,09424900,2018-06-30 18:15,0.00,-0.12
100.6,0.00,09424900,2018-06-30 18:30,0.00,-0.12
100.3,0.00,09424900,2018-06-30 18:45,0.00,-0.12
99.3,0.00,09424900,2018-06-30 19:00,0.00,-0.12
98.4,0.00,09424900,2018-06-30 19:15,0.00,-0.12
97.3,0.00,09424900,2018-06-30 19:30,0.00,-0.12
96.6,0.00,09424900,2018-06-30 19:45,0.00,-0.12
95.2,0.00,09424900,2018-06-30 20:00,0.00,-0.13
94.0,0.00,09424900,2018-06-30 20:15,0.00,-0.13
93.1,0.00,09424900,2018-06-30 20:30,0.00,-0.13
91.5,0.00,09424900,2018-06-30 20:45,0.00,-0.13
88.8,0.00,09424900,2018-06-30 21:00,0.00,-0.13
87.3,0.00,09424900,2018-06-30 21:15,0.00,-0.13
85.7,0.00,09424900,2018-06-30 21:30,0.00,-0.13
83.8,0.00,09424900,2018-06-30 21:45,0.00,-0.13
81.1,0.00,09424900,2018-06-30 22:00,0.00,-0.13
81.3,0.00,09424900,2018-06-30 22:15,0.00,-0.13
80.9,0.00,09424900,2018-06-30 22:30,0.00,-0.13
79.6,0.00,09424900,2018-06-30 22:45,0.00,-0.13
78.4,0.00,09424900,2018-06-30 23:00,0.00,-0.13
78.2,0.00,09424900,2018-06-30 23:15,0.00,-0.13
77.3,0.00,09424900,2018-06-30 23:30,0.00,-0.13
76.9,0.00,09424900,2018-06-30 23:45,0.00,-0.13
